Garden identity;Subplot identity;Species;Range type;Herbivory;Competition;Survival;RGR leaf number;Number flowering units;Incidence of flowering ;Aboveground biomass;Plant height;Specific leaf area;Minimum temperature;Summertemperature 2009;Summerprecipitation 2009;Precipitation of the vegetation period 2009;Temperature of the vegetation period 2009;Precipitation of the vegetation period 2008;Temperature of the vegetation period 2008;Precipitation of the vegetation period 2008-2009;Temperature of the vegetation period 2008-2009;PCA1;PCA2
BN;BN_3;I_c;o;0;1;1;0.0164;0;0;1.949;0;274.27;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;K_m;c;1;1;1;-0.0295;0;0;2.820;0;77.99;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;K_p;o;1;1;1;-0.0287;0;0;2.426;0;107.75;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;I_c;o;0;1;1;0.0063;0;0;1.087;0;342.26;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;I_c;o;0;0;1;-0.0040;0;0;8.586;0;157.29;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;K_m;c;1;1;1;-0.0088;0;0;3.994;0;48.07;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;I_h;c;1;1;1;0.0041;0;0;0.085;3;153.64;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;I_h;c;0;1;1;-0.0353;0;0;0.036;6;221.48;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;I_h;c;1;0;1;0.0280;0;0;0.755;7;124.72;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;I_h;c;0;1;1;-0.0200;0;0;0.109;8;149.87;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;I_h;c;1;1;1;-0.0077;0;0;0.085;9;159.82;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;I_h;c;1;1;1;0.0027;0;0;0.297;9;158.80;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;I_h;c;1;0;1;0.0151;0;0;0.902;10;101.40;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;I_h;c;1;0;1;0.0316;0;0;1.475;11;107.82;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;I_h;c;1;0;1;0.0225;0;0;3.012;13;88.96;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;I_h;c;0;1;1;0.0049;0;0;0.136;14;242.00;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;I_h;c;1;1;1;-0.0010;0;0;0.186;17;177.79;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;I_h;c;0;0;1;0.0145;0;0;2.753;18;108.89;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;I_h;c;0;0;1;0.0205;0;0;1.107;18;235.71;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;D_d;o;1;1;1;0.0114;0;0;0.785;24;160.04;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;Si_o;c;0;1;0;NA;0;0;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;I_h;c;0;1;0;NA;0;0;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;Ca_b;c;1;0;0;NA;0;0;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;I_c;o;1;0;0;NA;0;0;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;Ca_b;c;1;0;0;NA;0;0;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;I_h;c;0;0;1;0.0045;0;0;0.179;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;I_c;o;0;0;0;NA;0;0;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;K_p;o;1;1;1;-0.0164;2;1;4.535;77;62.37;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;Sc_o;c;0;1;1;-0.0015;5;1;3.830;69;83.68;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;K_p;o;1;0;1;0.0112;7;1;35.551;85;103.28;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;K_p;o;1;1;0;NA;8;1;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;K_p;o;1;0;1;0.0153;10;1;34.897;61;87.60;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;K_m;c;0;1;1;-0.0146;10;1;5.053;64;80.91;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;Ca_v;o;0;1;1;0.0225;10;1;12.244;81;121.58;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;K_m;c;0;1;1;-0.0003;11;1;10.761;67;105.46;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;Sc_c;o;1;1;1;0.0134;12;1;5.054;62;119.40;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;K_p;o;1;0;1;0.0024;12;1;19.875;112;99.28;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;K_m;c;1;1;0;NA;12;1;NA;NA;81.24;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;K_m;c;0;0;1;0.0317;14;1;7.007;54;49.06;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;K_m;c;0;0;1;0.0122;14;1;10.079;63;79.31;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;C_sc;o;1;1;1;0.0429;14;1;14.908;63;78.03;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;K_p;o;0;1;1;-0.0145;14;1;12.524;92;85.24;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;D_d;o;0;0;1;0.0467;15;1;8.855;20;176.69;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;Ca_v;o;0;1;1;NA;17;1;16.584;72;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;D_c;c;0;1;1;-0.0029;18;1;3.692;52;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;K_m;c;1;0;1;0.0270;18;1;17.910;64;83.86;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;K_p;o;0;1;1;-0.0238;18;1;18.749;91;448.75;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;C_sc;o;1;0;1;0.0206;18;1;43.263;105;76.40;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;K_p;o;1;1;1;0.0020;20;1;36.751;107;79.96;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;D_c;c;0;1;1;0.0225;21;1;2.041;49;93.40;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;K_m;c;1;1;1;-0.0105;24;1;8.970;59;138.10;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;K_m;c;0;1;1;-0.0196;26;1;15.406;53;123.53;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;Sc_c;o;1;0;0;NA;26;1;NA;54;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;K_p;o;0;1;1;-0.0137;26;1;19.029;98;105.87;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;K_p;o;0;0;1;-0.0006;26;1;48.865;100;65.25;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;C_sc;o;0;0;1;0.0138;27;1;45.238;87;91.29;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;Si_o;c;1;0;1;0.0111;30;1;0.909;32;60.81;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;D_c;c;1;1;1;0.0022;31;1;4.056;69;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;Sc_c;o;0;1;1;0.0011;32;1;6.665;84;119.66;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;C_sc;o;0;1;1;0.0165;32;1;52.142;125;113.05;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;C_sc;o;1;1;1;0.0028;34;1;60.119;92;110.74;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;K_p;o;0;1;1;-0.0142;36;1;33.489;102;89.75;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;K_p;o;0;0;1;0.0114;37;1;NA;111;60.65;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;Ca_v;o;1;1;1;0.0189;39;1;38.656;54;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;K_p;o;1;0;1;0.0055;39;1;27.529;115;95.65;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;K_p;o;0;0;1;0.0127;40;1;69.399;106;102.43;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;D_d;o;0;1;1;0.0171;44;1;5.760;35;180.44;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;K_m;c;0;0;1;0.0143;46;1;51.938;70;118.54;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;D_c;c;0;1;1;-0.0039;47;1;5.184;75;106.79;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;Ca_v;o;0;0;1;0.0252;47;1;83.270;79;100.35;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;D_d;o;1;0;1;0.0572;48;1;11.558;31;122.81;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;C_sc;o;1;1;1;0.0105;48;1;88.568;86;103.74;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;Sc_c;o;0;1;1;-0.0021;48;1;20.033;121;83.61;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;D_c;c;1;1;1;-0.0034;49;1;5.246;85;63.10;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;K_p;o;0;0;1;0.0031;50;1;53.370;79;56.35;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;Ca_b;c;1;1;1;-0.0134;51;1;65.855;90;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;D_c;c;1;1;1;0.0086;53;1;4.033;46;107.56;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;Sc_c;o;0;0;1;0.0073;53;1;23.976;114;87.59;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;Ca_b;c;0;1;0;NA;54;1;NA;83;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;Ca_v;o;0;1;1;0.0264;54;1;74.099;91;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;Sc_c;o;1;1;1;0.0104;58;1;31.395;89;67.62;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;Ca_b;c;1;0;0;NA;60;1;NA;63;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;Ca_b;c;1;1;0;NA;61;1;NA;87;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;Ca_b;c;1;1;0;NA;64;1;NA;117;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;C_sc;o;1;0;1;0.0273;66;1;98.761;81;81.54;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;Ca_v;o;1;0;1;0.0190;67;1;77.716;52;129.34;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;Sc_o;c;1;1;1;0.0170;67;1;36.956;86;93.80;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;C_sc;o;1;1;1;0.0263;67;1;128.665;88;89.75;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;K_m;c;0;0;1;-0.0068;70;1;38.627;56;56.07;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;Ca_v;o;0;0;1;0.0521;71;1;72.398;70;147.02;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;C_sc;o;0;1;1;0.0354;74;1;160.299;102;63.28;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;D_d;o;0;1;1;0.0300;75;1;9.703;44;146.72;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;Ca_b;c;1;1;0;NA;75;1;NA;100;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;K_m;c;0;1;1;-0.0119;78;1;26.572;55;99.89;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;C_sc;o;1;0;1;0.0267;78;1;169.156;81;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;Ca_b;c;0;1;0;NA;78;1;NA;96;134.76;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;Sc_o;c;1;1;1;0.0015;78;1;42.898;139;78.78;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;K_m;c;1;0;1;-0.0034;80;1;34.149;64;83.87;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;K_m;c;1;0;1;0.0108;81;1;51.958;83;74.07;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;D_d;o;1;1;1;0.0340;87;1;14.554;46;106.10;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;K_m;c;1;0;1;0.0012;90;1;55.292;73;114.51;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;D_d;o;1;1;1;0.0408;95;1;21.586;50;114.71;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;C_sc;o;0;1;1;0.0358;95;1;218.864;99;88.70;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;D_d;o;1;1;1;0.0426;96;1;9.933;40;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;Ca_v;o;0;1;0;NA;96;1;NA;70;107.63;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;Sc_c;o;1;0;1;0.0095;96;1;35.272;92;100.88;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;Sc_c;o;1;0;1;0.0322;98;1;47.839;75;100.07;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;C_sc;o;0;0;1;0.0378;98;1;135.046;105;80.81;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;Si_o;c;0;1;0;NA;100;1;NA;NA;161.95;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;Sc_c;o;1;1;1;0.0150;101;1;53.920;90;79.31;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;D_d;o;0;0;1;0.0328;102;1;20.041;80;146.55;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;C_st;c;1;0;0;NA;102;1;NA;143;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;Sc_c;o;0;1;1;0.0071;107;1;56.557;120;125.85;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;Ca_v;o;1;0;1;0.0281;108;1;122.909;85;105.80;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;Si_o;c;0;1;1;-0.0102;110;1;2.671;58;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;Sc_c;o;0;0;1;0.0106;110;1;38.891;102;135.40;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;C_st;c;0;0;0;NA;112;1;NA;114;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;I_c;o;1;1;1;0.0178;114;1;13.561;87;108.42;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;Sc_c;o;1;0;1;0.0177;115;1;78.004;109;100.07;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;Ca_b;c;0;1;1;0.0121;118;1;185.807;94;121.72;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;C_sc;o;0;1;1;0.0385;119;1;278.036;115;80.65;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;Ca_v;o;0;0;1;0.0197;127;1;104.722;83;156.11;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;Ca_v;o;1;0;1;0.0137;135;1;241.969;98;127.58;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;Sc_o;c;1;1;1;0.0189;135;1;77.041;138;100.80;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;D_d;o;0;1;1;0.0558;136;1;18.152;40;193.65;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;C_st;c;1;0;0;NA;136;1;NA;108;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;I_c;o;1;1;1;0.0210;140;1;16.284;45;224.36;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;Sc_c;o;0;1;1;0.0293;140;1;59.853;112;100.74;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;Sc_o;c;1;0;1;0.0107;141;1;62.068;110;80.24;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;I_c;o;1;1;1;0.0381;144;1;49.242;45;173.65;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;Ca_b;c;0;1;1;0.0060;147;1;252.733;96;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;Ca_b;c;0;0;0;NA;148;1;NA;118;159.19;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;Sc_c;o;0;0;1;0.0401;149;1;95.359;124;113.49;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;Ca_v;o;1;1;1;0.0027;151;1;179.477;119;111.84;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;C_sc;o;1;0;1;0.0172;160;1;239.513;108;103.15;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;Ca_b;c;1;0;0;NA;163;1;NA;58;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;C_sc;o;0;0;1;0.0329;164;1;270.147;96;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;D_d;o;1;0;0;NA;180;1;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;Sc_c;o;1;1;1;0.0188;182;1;78.400;120;79.98;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;Sc_o;c;0;1;1;0.0147;185;1;80.519;109;76.25;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;Sc_o;c;0;1;1;0.0112;193;1;126.560;171;89.42;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;Ca_v;o;1;0;0;NA;195;1;NA;81;143.87;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;Ca_b;c;0;0;0;NA;197;1;NA;105;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;Si_n;o;0;0;1;0.0164;198;1;39.532;76;118.96;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;C_sc;o;0;0;1;0.0371;198;1;217.074;87;157.67;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;Ca_v;o;1;1;1;0.0483;205;1;277.701;78;109.00;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;D_d;o;1;0;1;0.0342;216;1;21.822;40;164.84;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;Si_n;o;1;1;1;-0.0076;218;1;12.254;57;158.83;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;D_c;c;0;0;1;0.0019;236;1;19.062;67;129.66;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;Sc_c;o;0;0;1;0.0139;239;1;125.693;136;131.53;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;D_d;o;0;1;1;0.0355;240;1;24.410;46;126.29;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;Si_o;c;1;0;1;-0.0031;259;1;6.310;51;119.34;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;I_c;o;1;0;1;0.0110;260;1;57.501;69;153.07;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;D_c;c;1;0;1;0.0229;265;1;42.945;80;109.77;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;D_d;o;1;0;1;0.0166;290;1;30.803;34;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;D_c;c;1;0;1;-0.0040;303;1;23.520;58;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;Si_n;o;0;1;1;-0.0060;311;1;15.324;69;166.54;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;D_c;c;0;0;1;0.0164;335;1;30.087;59;92.37;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;Si_o;c;0;1;1;-0.0128;340;1;2.451;23;113.27;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
