Garden identity;Subplot identity;Species;Range type;Herbivory;Competition;Survival;RGR leaf number;Number flowering units;Incidence of flowering ;Aboveground biomass;Plant height;Specific leaf area;Minimum temperature;Summertemperature 2009;Summerprecipitation 2009;Precipitation of the vegetation period 2009;Temperature of the vegetation period 2009;Precipitation of the vegetation period 2008;Temperature of the vegetation period 2008;Precipitation of the vegetation period 2008-2009;Temperature of the vegetation period 2008-2009;PCA1;PCA2
MUE;MUE_2;I_c;o;1;1;1;0.0398;1260;1;236.431;145;102.47;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_1;D_d;o;0;1;1;0.0189;1424;1;73.969;62;212.67;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_10;Si_n;o;1;0;1;0.0224;1447;1;109.194;81;200.77;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_4;Si_n;o;0;0;1;0.2316;1460;1;118.164;56;119.96;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_4;D_c;c;0;0;1;0.2656;1533;1;348.137;86;171.02;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_4;I_c;o;0;0;1;0.2869;1560;1;424.956;80;171.20;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_12;I_c;o;1;1;1;0.0845;1560;1;346.504;138;91.16;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_15;D_d;o;1;1;1;0.0311;1602;1;103.024;64;113.10;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_3;I_c;o;1;0;1;0.1219;1660;1;448.433;133;147.80;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_8;Si_n;o;0;0;1;0.0387;1708;1;137.355;86;100.63;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_10;I_c;o;1;0;1;0.0330;1710;1;439.689;119;112.56;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_6;Si_n;o;0;1;1;0.0031;1756;1;128.231;68;155.84;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_1;I_c;o;0;1;1;0.0380;1850;1;395.618;146;102.94;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_5;I_c;o;1;0;1;0.0452;1860;1;483.206;120;269.14;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_13;Si_n;o;0;1;1;-0.0249;2134;1;93.302;47;190.33;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_7;D_d;o;0;0;1;0.0134;2157;1;113.985;51;83.04;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_8;D_d;o;0;0;1;0.0735;2157;1;99.936;59;114.32;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_3;Si_n;o;1;0;1;0.0582;2215;1;197.686;74;133.43;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_7;I_c;o;0;0;1;0.0452;2220;1;692.754;152;110.50;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_5;D_d;o;1;0;1;0.0319;2236;1;138.901;0;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_2;Si_n;o;1;1;0;NA;2246;1;NA;69;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_9;I_c;o;1;0;1;0.0152;2320;1;433.714;123;91.75;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_5;C_st;c;1;0;1;-0.0286;2365;1;411.325;45;56.42;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_3;D_d;o;1;0;1;0.0723;2431;1;192.502;57;244.56;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_7;Si_n;o;0;0;1;0.0032;2490;1;259.339;77;93.12;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_9;D_d;o;1;0;1;0.0422;2747;1;169.956;54;99.25;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_8;I_c;o;0;0;1;0.1517;2930;1;787.333;125;91.49;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_6;D_d;o;0;1;1;0.0238;3025;1;232.440;61;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_4;D_d;o;0;0;1;0.2639;3044;1;230.093;67;106.80;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_2;D_d;o;1;1;1;0.0258;3203;1;200.204;44;191.58;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_13;D_d;o;0;1;1;0.0353;3286;1;268.775;59;98.24;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_11;D_d;o;0;0;1;0.0472;3300;1;244.313;47;70.22;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_10;D_d;o;1;0;1;0.0454;3656;1;293.353;60;91.86;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_12;D_d;o;1;1;1;0.1037;3685;1;205.972;50;115.39;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_14;I_c;o;1;1;1;0.0066;8951;1;168.874;114;76.78;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_5;Ca_b;c;1;0;0;NA;NA;NA;NA;17;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_1;C_st;c;0;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_1;Si_n;o;0;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_2;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_4;Ca_v;o;0;0;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_6;Ca_v;o;0;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_6;Ca_b;c;0;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_7;Si_o;c;0;0;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_7;C_st;c;0;0;0;NA;NA;NA;NA;NA;69.64;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_8;Si_o;c;0;0;1;-0.2003;NA;NA;1.999;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_9;Si_o;c;1;0;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_9;Ca_b;c;1;0;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_10;Si_o;c;1;0;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_11;C_st;c;0;0;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_12;C_st;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_12;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_13;Si_o;c;0;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_14;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_15;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_16;Si_o;c;0;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
MUE;MUE_16;C_st;c;0;1;0;NA;NA;NA;NA;NA;NA;-0.5;52.9;209.3;332;95.1;223.7;41;555.7;136.1;-2.2034;-1.1136
OSN;OSN_7;I_c;o;1;0;1;0.0006;0;0;7.865;0;111.68;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;I_c;o;1;1;1;0.0205;0;0;32.293;0;139.46;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_10;I_c;o;0;0;1;0.0282;0;0;13.780;0;181.08;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_2;I_h;c;0;0;1;0.0027;0;0;0.020;4;60.23;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_9;I_h;c;0;1;1;0.0173;0;0;0.033;4;85.03;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_4;I_h;c;0;1;1;0.0050;0;0;0.068;6;65.13;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_5;I_h;c;1;1;1;-0.0207;0;0;0.018;7;70.74;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_13;I_h;c;1;0;1;0.0084;0;0;0.162;8;111.53;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;I_h;c;0;1;1;0.0231;0;0;0.596;10;62.45;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_11;I_h;c;1;1;1;-0.0089;0;0;0.054;12;72.06;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_12;I_h;c;0;1;1;-0.0232;0;0;0.167;13;65.59;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;I_h;c;1;1;1;0.0066;0;0;0.137;14;75.72;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_7;I_h;c;1;0;1;0.0305;0;0;3.299;15;66.07;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_10;I_h;c;0;0;1;0.0482;0;0;2.595;15;82.85;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;I_h;c;1;1;1;0.0250;0;0;1.386;19;126.06;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_3;I_h;c;0;0;1;-0.0035;0;0;0.434;25;85.16;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_9;C_sc;o;0;1;0;NA;0;0;NA;NA;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_14;I_h;c;1;0;0;NA;0;0;NA;NA;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;Si_n;o;1;1;1;0.0316;4;1;0.154;43;70.59;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_16;C_sc;o;1;0;1;0.0218;8;1;14.037;70;119.13;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;I_c;o;1;1;0;NA;9;1;NA;73;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_5;C_sc;o;1;1;1;0.0197;9;1;11.397;98;136.05;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_3;C_sc;o;0;0;1;0.0221;12;1;34.788;80;94.57;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_12;C_sc;o;0;1;1;0.0185;13;1;27.094;82;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_4;C_sc;o;0;1;1;0.0100;14;1;27.005;85;103.01;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_14;C_sc;o;1;0;1;0.0167;14;1;54.902;86;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;C_st;c;1;1;0;NA;15;1;NA;82;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_6;C_sc;o;0;0;1;0.0116;16;1;25.975;91;101.61;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;C_sc;o;1;1;1;0.0122;21;1;26.283;79;107.46;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_4;Sc_o;c;0;1;1;0.0076;22;1;6.607;76;201.62;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_2;C_sc;o;0;0;1;0.0134;23;1;24.995;79;107.84;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;K_m;c;0;1;1;0.0179;25;1;12.356;61;75.06;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;Si_n;o;1;1;1;-0.0007;25;1;1.275;67;64.91;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;K_p;o;1;1;1;0.0020;26;1;35.173;77;85.73;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;C_sc;o;1;1;1;0.0174;28;1;61.468;113;107.96;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_13;C_sc;o;1;0;1;0.0168;29;1;45.902;95;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_11;C_sc;o;1;1;1;0.0071;31;1;55.892;93;83.53;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_10;C_sc;o;0;0;1;0.0319;36;1;60.323;76;73.15;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_4;C_st;c;0;1;0;NA;38;1;NA;97;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;Si_o;c;0;1;0;NA;40;1;NA;NA;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;Si_n;o;0;1;1;0.0103;41;1;1.322;36;78.02;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_2;D_c;c;0;0;1;0.0283;44;1;3.617;66;200.31;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_11;K_m;c;1;1;1;0.0020;45;1;54.087;62;96.10;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_6;K_m;c;0;0;1;0.0196;45;1;24.783;81;55.28;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_5;K_p;o;1;1;1;-0.0139;47;1;34.549;95;152.92;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_7;K_p;o;1;0;1;0.0320;52;1;36.773;48;101.08;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;C_sc;o;0;1;1;0.0140;52;1;82.510;78;93.64;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_5;D_c;c;1;1;1;-0.0142;55;1;3.993;46;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_11;C_st;c;1;1;0;NA;55;1;NA;NA;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_14;Si_n;o;1;0;1;0.0307;56;1;10.098;67;57.31;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_7;C_sc;o;1;0;1;0.0319;56;1;119.267;105;81.73;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;Sc_o;c;0;1;1;0.0216;58;1;21.327;87;167.26;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_9;D_c;c;0;1;1;-0.0244;65;1;3.603;49;442.68;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_4;K_p;o;0;1;1;0.0024;71;1;99.080;123;97.40;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_10;K_p;o;0;0;1;-0.0220;75;1;119.675;92;92.92;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;K_p;o;1;1;1;0.0109;80;1;112.526;112;66.21;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;D_c;c;1;1;1;0.0081;81;1;6.200;43;316.18;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;Sc_c;o;0;1;1;0.0169;82;1;25.109;98;83.79;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_9;K_p;o;0;1;1;-0.0095;83;1;82.248;105;82.40;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;K_m;c;1;1;1;-0.0002;84;1;66.005;68;65.33;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_10;D_c;c;0;0;1;-0.0075;90;1;8.103;48;179.59;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_14;D_c;c;1;0;1;0.0093;96;1;6.069;27;56.61;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_4;Sc_c;o;0;1;1;0.0217;101;1;54.863;125;81.05;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_11;K_p;o;1;1;1;-0.0113;108;1;98.026;112;90.42;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_8;Sc_c;o;1;1;1;0.0374;114;1;44.323;108;87.94;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_16;K_m;c;1;0;1;0.0041;120;1;79.446;68;83.74;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_12;K_m;c;0;1;1;-0.0122;123;1;14.074;72;91.34;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_10;K_m;c;0;0;1;0.0091;126;1;68.823;66;88.99;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_11;Sc_c;o;1;1;1;0.0168;129;1;74.073;95;88.93;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_2;K_m;c;0;0;1;0.0148;133;1;50.945;74;73.25;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;D_c;c;0;1;1;0.0028;135;1;15.147;68;279.00;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_16;K_p;o;1;0;1;0.0120;136;1;332.921;105;97.41;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_5;K_m;c;1;1;1;-0.0158;137;1;59.862;68;104.10;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_2;K_p;o;0;0;1;0.0154;138;1;132.076;110;99.08;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_7;K_m;c;1;0;1;0.0015;148;1;51.488;72;80.33;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_9;Si_o;c;0;1;1;-0.0203;150;1;2.682;43;105.37;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_13;K_m;c;1;0;1;0.0009;151;1;91.303;68;67.29;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_14;K_p;o;1;0;1;-0.0299;158;1;183.823;110;99.78;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_12;K_p;o;0;1;1;-0.0362;158;1;150.213;112;103.93;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_5;I_c;o;1;1;1;0.0018;160;1;16.725;81;637.00;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;D_c;c;1;1;1;0.0088;164;1;31.246;85;200.47;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_1;K_p;o;0;1;1;-0.0308;165;1;157.811;109;91.12;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_6;Si_n;o;0;0;1;0.0232;168;1;8.722;63;97.12;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_9;K_m;c;0;1;1;0.0082;170;1;53.515;76;68.83;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_6;Si_o;c;0;0;1;-0.0114;172;1;12.116;75;79.93;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_3;K_p;o;0;0;1;-0.0296;176;1;128.003;105;89.67;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_16;Sc_c;o;1;0;1;0.0292;181;1;48.689;96;76.86;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_16;Sc_o;c;1;0;1;0.0353;182;1;67.926;81;124.97;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_2;Si_o;c;0;0;1;-0.0118;184;1;1.031;49;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_11;Si_o;c;1;1;1;-0.0172;192;1;1.245;49;93.79;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_5;Sc_c;o;1;1;1;0.0206;192;1;93.358;130;110.29;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_13;K_p;o;1;0;1;-0.0026;200;1;328.795;93;101.94;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_6;K_p;o;0;0;1;-0.0090;205;1;69.211;80;85.80;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_2;Sc_c;o;0;0;1;0.0401;206;1;53.817;88;99.49;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_12;Sc_c;o;0;1;1;0.0078;208;1;94.613;135;70.02;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_16;C_st;c;1;0;0;NA;209;1;NA;95;NA;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_15;Sc_o;c;1;1;1;0.0217;220;1;168.834;122;154.78;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_4;K_m;c;0;1;1;-0.0050;222;1;64.053;68;100.29;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_12;I_c;o;0;1;1;-0.0304;230;1;35.099;114;147.55;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
OSN;OSN_3;K_m;c;0;0;1;-0.0022;234;1;90.000;75;105.14;-0.2;52.7;198.1;316;94.7;280.2;40.5;596.2;135.2;-3.3003;-1.1341
