"field"	"exp"	"year"	"plot"	"disk"	"ntrt"	"nadd"	"other.add"	"dur"	"yr.plowed"	"precip.mm"	"precip.gs"	"mass.above.total"	"rich"	"even"	"ens.pie"	"disk.trt"	"trt"	"functional.group"	"mass.above.functional"
"36"	"A"	1	1982	6	0	8	27.2	1	1	1968	879.348	373.888	187.214	8	0.40543497994973	3.24347983959784	"Intact"	"2. NPK+"	"F"	138.807
"37"	"A"	1	1982	6	0	8	27.2	1	1	1968	879.348	373.888	187.214	8	0.40543497994973	3.24347983959784	"Intact"	"2. NPK+"	"C3"	47
"38"	"A"	1	1983	1	0	9	0	0	2	1968	858.012	550.926	135.903	15	0.156086035248799	2.34129052873199	"Intact"	"1. Control"	"F"	96.903
"39"	"A"	1	1983	1	0	9	0	0	2	1968	858.012	550.926	135.903	15	0.156086035248799	2.34129052873199	"Intact"	"1. Control"	"C3"	39
"40"	"A"	1	1983	11	0	8	27.2	1	2	1968	858.012	550.926	1267.414	6	0.204582825870248	1.22749695522149	"Intact"	"2. NPK+"	"F"	6.214
"41"	"A"	1	1983	11	0	8	27.2	1	2	1968	858.012	550.926	1267.414	6	0.204582825870248	1.22749695522149	"Intact"	"2. NPK+"	"C3"	1261.2
"42"	"A"	1	1983	17	0	8	27.2	1	2	1968	858.012	550.926	526.084	8	0.143105114953481	1.14484091962785	"Intact"	"2. NPK+"	"F"	35.014
"43"	"A"	1	1983	17	0	8	27.2	1	2	1968	858.012	550.926	526.084	8	0.143105114953481	1.14484091962785	"Intact"	"2. NPK+"	"C3"	490.997
"44"	"A"	1	1983	18	0	8	27.2	1	2	1968	858.012	550.926	649.133	9	0.125047483567778	1.12542735211001	"Intact"	"2. NPK+"	"F"	37.7
"45"	"A"	1	1983	18	0	8	27.2	1	2	1968	858.012	550.926	649.133	9	0.125047483567778	1.12542735211001	"Intact"	"2. NPK+"	"C3"	611.433
"46"	"A"	1	1983	20	0	9	0	0	2	1968	858.012	550.926	97.817	11	0.279199207167686	3.07119127884454	"Intact"	"1. Control"	"C4"	0.003
"47"	"A"	1	1983	20	0	9	0	0	2	1968	858.012	550.926	97.817	11	0.279199207167686	3.07119127884454	"Intact"	"1. Control"	"C3"	48.7
"48"	"A"	1	1983	20	0	9	0	0	2	1968	858.012	550.926	97.817	11	0.279199207167686	3.07119127884454	"Intact"	"1. Control"	"F"	49.114
"49"	"A"	1	1983	33	0	9	0	0	2	1968	858.012	550.926	88.174	12	0.334491693566984	4.0139003228038	"Intact"	"1. Control"	"F"	59.297
"50"	"A"	1	1983	33	0	9	0	0	2	1968	858.012	550.926	88.174	12	0.334491693566984	4.0139003228038	"Intact"	"1. Control"	"C4"	0.01
"51"	"A"	1	1983	33	0	9	0	0	2	1968	858.012	550.926	88.174	12	0.334491693566984	4.0139003228038	"Intact"	"1. Control"	"C3"	28.867
"52"	"A"	1	1983	40	0	8	27.2	1	2	1968	858.012	550.926	479.457	12	0.168142181841361	2.01770618209633	"Intact"	"2. NPK+"	"C3"	377.467
"53"	"A"	1	1983	40	0	8	27.2	1	2	1968	858.012	550.926	479.457	12	0.168142181841361	2.01770618209633	"Intact"	"2. NPK+"	"F"	101.99
"54"	"A"	1	1983	46	0	9	0	0	2	1968	858.012	550.926	87.821	15	0.180623983184423	2.70935974776635	"Intact"	"1. Control"	"C3"	11.433
"55"	"A"	1	1983	46	0	9	0	0	2	1968	858.012	550.926	87.821	15	0.180623983184423	2.70935974776635	"Intact"	"1. Control"	"C4"	0.047
"56"	"A"	1	1983	46	0	9	0	0	2	1968	858.012	550.926	87.821	15	0.180623983184423	2.70935974776635	"Intact"	"1. Control"	"F"	76.341
"57"	"A"	1	1983	47	0	9	0	0	2	1968	858.012	550.926	133.37	11	0.142455013928119	1.56700515320931	"Intact"	"1. Control"	"C3"	105.167
"58"	"A"	1	1983	47	0	9	0	0	2	1968	858.012	550.926	133.37	11	0.142455013928119	1.56700515320931	"Intact"	"1. Control"	"F"	28.203
"59"	"A"	1	1983	5	0	9	0	0	2	1968	858.012	550.926	91.807	10	0.338714032395628	3.38714032395628	"Intact"	"1. Control"	"F"	40.667
"60"	"A"	1	1983	5	0	9	0	0	2	1968	858.012	550.926	91.807	10	0.338714032395628	3.38714032395628	"Intact"	"1. Control"	"C3"	51.133
"61"	"A"	1	1983	52	0	8	27.2	1	2	1968	858.012	550.926	419.1	7	0.165985491961101	1.1618984437277	"Intact"	"2. NPK+"	"F"	30.8
"62"	"A"	1	1983	52	0	8	27.2	1	2	1968	858.012	550.926	419.1	7	0.165985491961101	1.1618984437277	"Intact"	"2. NPK+"	"L"	0.1
"63"	"A"	1	1983	52	0	8	27.2	1	2	1968	858.012	550.926	419.1	7	0.165985491961101	1.1618984437277	"Intact"	"2. NPK+"	"C3"	388.2
"64"	"A"	1	1983	6	0	8	27.2	1	2	1968	858.012	550.926	415.82	10	0.104929987115337	1.04929987115337	"Intact"	"2. NPK+"	"C3"	406.354
"65"	"A"	1	1983	6	0	8	27.2	1	2	1968	858.012	550.926	415.82	10	0.104929987115337	1.04929987115337	"Intact"	"2. NPK+"	"C4"	0.013
"66"	"A"	1	1983	6	0	8	27.2	1	2	1968	858.012	550.926	415.82	10	0.104929987115337	1.04929987115337	"Intact"	"2. NPK+"	"F"	9.453
"67"	"A"	1	1984	1	0	9	0	0	3	1968	876.046	527.304	216.882	14	0.203898059190788	2.85457282867103	"Intact"	"1. Control"	"C4"	2.013
"68"	"A"	1	1984	1	0	9	0	0	3	1968	876.046	527.304	216.882	14	0.203898059190788	2.85457282867103	"Intact"	"1. Control"	"C3"	34.866
"69"	"A"	1	1984	1	0	9	0	0	3	1968	876.046	527.304	216.882	14	0.203898059190788	2.85457282867103	"Intact"	"1. Control"	"F"	154.494
"70"	"A"	1	1984	1	0	9	0	0	3	1968	876.046	527.304	216.882	14	0.203898059190788	2.85457282867103	"Intact"	"1. Control"	"S"	0.073
"71"	"A"	1	1984	11	0	8	27.2	1	3	1968	876.046	527.304	284.8	3	0.334117313039986	1.00235193911996	"Intact"	"2. NPK+"	"C3"	283.2
"72"	"A"	1	1984	11	0	8	27.2	1	3	1968	876.046	527.304	284.8	3	0.334117313039986	1.00235193911996	"Intact"	"2. NPK+"	"F"	0.033
"73"	"A"	1	1984	11	0	8	27.2	1	3	1968	876.046	527.304	284.8	3	0.334117313039986	1.00235193911996	"Intact"	"2. NPK+"	"S"	0.3
"74"	"A"	1	1984	17	0	8	27.2	1	3	1968	876.046	527.304	268.076	5	0.203694741898342	1.01847370949171	"Intact"	"2. NPK+"	"C3"	265.57
"75"	"A"	1	1984	17	0	8	27.2	1	3	1968	876.046	527.304	268.076	5	0.203694741898342	1.01847370949171	"Intact"	"2. NPK+"	"F"	2.446
"76"	"A"	1	1984	18	0	8	27.2	1	3	1968	876.046	527.304	363.4	2	0.503119190122646	1.00623838024529	"Intact"	"2. NPK+"	"C3"	362.27
"77"	"A"	1	1984	18	0	8	27.2	1	3	1968	876.046	527.304	363.4	2	0.503119190122646	1.00623838024529	"Intact"	"2. NPK+"	"F"	1.13
"78"	"A"	1	1984	20	0	9	0	0	3	1968	876.046	527.304	214.564	11	0.242586896931826	2.66845586625009	"Intact"	"1. Control"	"C3"	58.9
"79"	"A"	1	1984	20	0	9	0	0	3	1968	876.046	527.304	214.564	11	0.242586896931826	2.66845586625009	"Intact"	"1. Control"	"F"	42.814
"80"	"A"	1	1984	20	0	9	0	0	3	1968	876.046	527.304	214.564	11	0.242586896931826	2.66845586625009	"Intact"	"1. Control"	"C4"	0.163
"81"	"A"	1	1984	33	0	9	0	0	3	1968	876.046	527.304	127.513	15	0.29492121430921	4.42381821463815	"Intact"	"1. Control"	"F"	52.476
"82"	"A"	1	1984	33	0	9	0	0	3	1968	876.046	527.304	127.513	15	0.29492121430921	4.42381821463815	"Intact"	"1. Control"	"C3"	35.293
"83"	"A"	1	1984	33	0	9	0	0	3	1968	876.046	527.304	127.513	15	0.29492121430921	4.42381821463815	"Intact"	"1. Control"	"S"	0.407
"84"	"A"	1	1984	40	0	8	27.2	1	3	1968	876.046	527.304	432.093	6	0.170038092344541	1.02022855406725	"Intact"	"2. NPK+"	"C3"	427.8
"85"	"A"	1	1984	40	0	8	27.2	1	3	1968	876.046	527.304	432.093	6	0.170038092344541	1.02022855406725	"Intact"	"2. NPK+"	"F"	4.293
"86"	"A"	1	1984	46	0	9	0	0	3	1968	876.046	527.304	318.661	20	0.241437104822479	4.82874209644958	"Intact"	"1. Control"	"F"	174.854
"87"	"A"	1	1984	46	0	9	0	0	3	1968	876.046	527.304	318.661	20	0.241437104822479	4.82874209644958	"Intact"	"1. Control"	"C4"	3.293
"88"	"A"	1	1984	46	0	9	0	0	3	1968	876.046	527.304	318.661	20	0.241437104822479	4.82874209644958	"Intact"	"1. Control"	"C3"	31.654
"89"	"A"	1	1984	47	0	9	0	0	3	1968	876.046	527.304	307.604	15	0.094238591967312	1.41357887950968	"Intact"	"1. Control"	"C4"	0.257
"90"	"A"	1	1984	47	0	9	0	0	3	1968	876.046	527.304	307.604	15	0.094238591967312	1.41357887950968	"Intact"	"1. Control"	"S"	0.313
"91"	"A"	1	1984	47	0	9	0	0	3	1968	876.046	527.304	307.604	15	0.094238591967312	1.41357887950968	"Intact"	"1. Control"	"F"	33.064
"92"	"A"	1	1984	47	0	9	0	0	3	1968	876.046	527.304	307.604	15	0.094238591967312	1.41357887950968	"Intact"	"1. Control"	"C3"	171.37
"93"	"A"	1	1984	5	0	9	0	0	3	1968	876.046	527.304	243.637	16	0.184934690775014	2.95895505240022	"Intact"	"1. Control"	"F"	113.867
"94"	"A"	1	1984	5	0	9	0	0	3	1968	876.046	527.304	243.637	16	0.184934690775014	2.95895505240022	"Intact"	"1. Control"	"C3"	120.813
"95"	"A"	1	1984	5	0	9	0	0	3	1968	876.046	527.304	243.637	16	0.184934690775014	2.95895505240022	"Intact"	"1. Control"	"C4"	0.097
"96"	"A"	1	1984	52	0	8	27.2	1	3	1968	876.046	527.304	736.917	3	0.358175840900497	1.07452752270149	"Intact"	"2. NPK+"	"F"	26.497
"97"	"A"	1	1984	52	0	8	27.2	1	3	1968	876.046	527.304	736.917	3	0.358175840900497	1.07452752270149	"Intact"	"2. NPK+"	"C3"	710.27
"98"	"A"	1	1984	6	0	8	27.2	1	3	1968	876.046	527.304	270.83	7	0.159532680549846	1.11672876384892	"Intact"	"2. NPK+"	"F"	14.354
"99"	"A"	1	1984	6	0	8	27.2	1	3	1968	876.046	527.304	270.83	7	0.159532680549846	1.11672876384892	"Intact"	"2. NPK+"	"C3"	256.476
"100"	"A"	1	1985	1	0	9	0	0	4	1968	993.648	502.92	302.775	14	0.139661118750326	1.95525566250457	"Intact"	"1. Control"	"C3"	98.433
"101"	"A"	1	1985	1	0	9	0	0	4	1968	993.648	502.92	302.775	14	0.139661118750326	1.95525566250457	"Intact"	"1. Control"	"F"	2.739
"102"	"A"	1	1985	1	0	9	0	0	4	1968	993.648	502.92	302.775	14	0.139661118750326	1.95525566250457	"Intact"	"1. Control"	"C4"	0.133
"103"	"A"	1	1985	11	0	8	27.2	1	4	1968	993.648	502.92	364.583	2	0.500969166923187	1.00193833384637	"Intact"	"2. NPK+"	"C3"	364.583
"104"	"A"	1	1985	17	0	8	27.2	1	4	1968	993.648	502.92	412.15	3	0.334175744795778	1.00252723438733	"Intact"	"2. NPK+"	"C3"	411.983
"105"	"A"	1	1985	17	0	8	27.2	1	4	1968	993.648	502.92	412.15	3	0.334175744795778	1.00252723438733	"Intact"	"2. NPK+"	"F"	0.167
"106"	"A"	1	1985	18	0	8	27.2	1	4	1968	993.648	502.92	457.277	2	0.500015308242391	1.00003061648478	"Intact"	"2. NPK+"	"C3"	457.27
"107"	"A"	1	1985	18	0	8	27.2	1	4	1968	993.648	502.92	457.277	2	0.500015308242391	1.00003061648478	"Intact"	"2. NPK+"	"F"	0.007
"108"	"A"	1	1985	20	0	9	0	0	4	1968	993.648	502.92	138.889	11	0.103933174351279	1.14326491786407	"Intact"	"1. Control"	"C4"	0.133
"109"	"A"	1	1985	20	0	9	0	0	4	1968	993.648	502.92	138.889	11	0.103933174351279	1.14326491786407	"Intact"	"1. Control"	"F"	1.966
"110"	"A"	1	1985	20	0	9	0	0	4	1968	993.648	502.92	138.889	11	0.103933174351279	1.14326491786407	"Intact"	"1. Control"	"S"	1.203
"111"	"A"	1	1985	20	0	9	0	0	4	1968	993.648	502.92	138.889	11	0.103933174351279	1.14326491786407	"Intact"	"1. Control"	"C3"	98
"112"	"A"	1	1985	33	0	9	0	0	4	1968	993.648	502.92	198.99	6	0.170784688170744	1.02470812902446	"Intact"	"1. Control"	"C3"	196.907
"113"	"A"	1	1985	33	0	9	0	0	4	1968	993.648	502.92	198.99	6	0.170784688170744	1.02470812902446	"Intact"	"1. Control"	"F"	2.04
"114"	"A"	1	1985	40	0	8	27.2	1	4	1968	993.648	502.92	230.023	3	0.335347991835886	1.00604397550766	"Intact"	"2. NPK+"	"C3"	229.343
"115"	"A"	1	1985	40	0	8	27.2	1	4	1968	993.648	502.92	230.023	3	0.335347991835886	1.00604397550766	"Intact"	"2. NPK+"	"F"	0.68
"116"	"A"	1	1985	46	0	9	0	0	4	1968	993.648	502.92	256.602	13	0.0965839661405975	1.25559155982777	"Intact"	"1. Control"	"C3"	119.536
"117"	"A"	1	1985	46	0	9	0	0	4	1968	993.648	502.92	256.602	13	0.0965839661405975	1.25559155982777	"Intact"	"1. Control"	"S"	0.017
"118"	"A"	1	1985	46	0	9	0	0	4	1968	993.648	502.92	256.602	13	0.0965839661405975	1.25559155982777	"Intact"	"1. Control"	"F"	6.943
"119"	"A"	1	1985	46	0	9	0	0	4	1968	993.648	502.92	256.602	13	0.0965839661405975	1.25559155982777	"Intact"	"1. Control"	"C4"	3.566
"120"	"A"	1	1985	47	0	9	0	0	4	1968	993.648	502.92	269.798	13	0.246483731530174	3.20428850989227	"Intact"	"1. Control"	"C3"	127.559
"121"	"A"	1	1985	47	0	9	0	0	4	1968	993.648	502.92	269.798	13	0.246483731530174	3.20428850989227	"Intact"	"1. Control"	"C4"	17.09
"122"	"A"	1	1985	47	0	9	0	0	4	1968	993.648	502.92	269.798	13	0.246483731530174	3.20428850989227	"Intact"	"1. Control"	"F"	12.046
"123"	"A"	1	1985	5	0	9	0	0	4	1968	993.648	502.92	175.235	10	0.203953998585085	2.03953998585085	"Intact"	"1. Control"	"C3"	123.97
"124"	"A"	1	1985	5	0	9	0	0	4	1968	993.648	502.92	175.235	10	0.203953998585085	2.03953998585085	"Intact"	"1. Control"	"C4"	44.133
"125"	"A"	1	1985	5	0	9	0	0	4	1968	993.648	502.92	175.235	10	0.203953998585085	2.03953998585085	"Intact"	"1. Control"	"F"	2.966
"126"	"A"	1	1985	52	0	8	27.2	1	4	1968	993.648	502.92	278.323	3	0.340081120563183	1.02024336168955	"Intact"	"2. NPK+"	"F"	2.786
"127"	"A"	1	1985	52	0	8	27.2	1	4	1968	993.648	502.92	278.323	3	0.340081120563183	1.02024336168955	"Intact"	"2. NPK+"	"C3"	275.37
"128"	"A"	1	1985	6	0	8	27.2	1	4	1968	993.648	502.92	343.734	4	0.255112734940683	1.02045093976273	"Intact"	"2. NPK+"	"F"	3.367
"129"	"A"	1	1985	6	0	8	27.2	1	4	1968	993.648	502.92	343.734	4	0.255112734940683	1.02045093976273	"Intact"	"2. NPK+"	"C3"	340
"130"	"A"	1	1986	1	0	9	0	0	5	1968	858.52	512.318	586.872	16	0.269428595305715	4.31085752489144	"Intact"	"1. Control"	"C3"	69.3
"131"	"A"	1	1986	1	0	9	0	0	5	1968	858.52	512.318	586.872	16	0.269428595305715	4.31085752489144	"Intact"	"1. Control"	"S"	0.567
"132"	"A"	1	1986	1	0	9	0	0	5	1968	858.52	512.318	586.872	16	0.269428595305715	4.31085752489144	"Intact"	"1. Control"	"F"	65.938
"133"	"A"	1	1986	1	0	9	0	0	5	1968	858.52	512.318	586.872	16	0.269428595305715	4.31085752489144	"Intact"	"1. Control"	"C4"	0.267
"134"	"A"	1	1986	11	0	8	27.2	1	5	1968	858.52	512.318	160.676	3	0.363982926383046	1.09194877914914	"Intact"	"2. NPK+"	"F"	0.013
"135"	"A"	1	1986	11	0	8	27.2	1	5	1968	858.52	512.318	160.676	3	0.363982926383046	1.09194877914914	"Intact"	"2. NPK+"	"C3"	160.663
"136"	"A"	1	1986	17	0	8	27.2	1	5	1968	858.52	512.318	253.5	1	1	1	"Intact"	"2. NPK+"	"C3"	253.5
"137"	"A"	1	1986	18	0	8	27.2	1	5	1968	858.52	512.318	242.07	1	1	1	"Intact"	"2. NPK+"	"C3"	242.07
"138"	"A"	1	1986	20	0	9	0	0	5	1968	858.52	512.318	428.908	17	0.0884599810047481	1.50381967708072	"Intact"	"1. Control"	"C3"	113.564
"139"	"A"	1	1986	20	0	9	0	0	5	1968	858.52	512.318	428.908	17	0.0884599810047481	1.50381967708072	"Intact"	"1. Control"	"C4"	0.067
"140"	"A"	1	1986	20	0	9	0	0	5	1968	858.52	512.318	428.908	17	0.0884599810047481	1.50381967708072	"Intact"	"1. Control"	"F"	22.977
"141"	"A"	1	1986	33	0	9	0	0	5	1968	858.52	512.318	139.099	17	0.166068599533826	2.82316619207505	"Intact"	"1. Control"	"L"	0.367
"142"	"A"	1	1986	33	0	9	0	0	5	1968	858.52	512.318	139.099	17	0.166068599533826	2.82316619207505	"Intact"	"1. Control"	"F"	33.233
"143"	"A"	1	1986	33	0	9	0	0	5	1968	858.52	512.318	139.099	17	0.166068599533826	2.82316619207505	"Intact"	"1. Control"	"C3"	51.866
"144"	"A"	1	1986	33	0	9	0	0	5	1968	858.52	512.318	139.099	17	0.166068599533826	2.82316619207505	"Intact"	"1. Control"	"S"	0.067
"145"	"A"	1	1986	40	0	8	27.2	1	5	1968	858.52	512.318	232.083	2	0.501220878249247	1.00244175649849	"Intact"	"2. NPK+"	"C3"	232.083
"146"	"A"	1	1986	46	0	9	0	0	5	1968	858.52	512.318	678.84	16	0.240088347156359	3.84141355450174	"Intact"	"1. Control"	"F"	63.543
"147"	"A"	1	1986	46	0	9	0	0	5	1968	858.52	512.318	678.84	16	0.240088347156359	3.84141355450174	"Intact"	"1. Control"	"C3"	48.9
"148"	"A"	1	1986	46	0	9	0	0	5	1968	858.52	512.318	678.84	16	0.240088347156359	3.84141355450174	"Intact"	"1. Control"	"S"	0.2
"149"	"A"	1	1986	46	0	9	0	0	5	1968	858.52	512.318	678.84	16	0.240088347156359	3.84141355450174	"Intact"	"1. Control"	"C4"	0.627
"150"	"A"	1	1986	47	0	9	0	0	5	1968	858.52	512.318	339.916	15	0.137608788919433	2.06413183379149	"Intact"	"1. Control"	"C4"	2.966
"151"	"A"	1	1986	47	0	9	0	0	5	1968	858.52	512.318	339.916	15	0.137608788919433	2.06413183379149	"Intact"	"1. Control"	"C3"	82.934
"152"	"A"	1	1986	47	0	9	0	0	5	1968	858.52	512.318	339.916	15	0.137608788919433	2.06413183379149	"Intact"	"1. Control"	"F"	19.616
"153"	"A"	1	1986	5	0	9	0	0	5	1968	858.52	512.318	136.69	17	0.154241628349983	2.62210768194971	"Intact"	"1. Control"	"F"	17.704
"154"	"A"	1	1986	5	0	9	0	0	5	1968	858.52	512.318	136.69	17	0.154241628349983	2.62210768194971	"Intact"	"1. Control"	"C3"	64.043
"155"	"A"	1	1986	5	0	9	0	0	5	1968	858.52	512.318	136.69	17	0.154241628349983	2.62210768194971	"Intact"	"1. Control"	"C4"	10.193
"156"	"A"	1	1986	52	0	8	27.2	1	5	1968	858.52	512.318	244.003	1	1	1	"Intact"	"2. NPK+"	"C3"	244
"157"	"A"	1	1986	6	0	8	27.2	1	5	1968	858.52	512.318	200.4	1	1	1	"Intact"	"2. NPK+"	"C3"	200.4
"158"	"A"	1	1987	1	0	9	0	0	6	1968	578.612	379.984	468.351	14	0.277951358392004	3.89131901748805	"Intact"	"1. Control"	"F"	39.297
"159"	"A"	1	1987	1	0	9	0	0	6	1968	578.612	379.984	468.351	14	0.277951358392004	3.89131901748805	"Intact"	"1. Control"	"C4"	0.267
"160"	"A"	1	1987	1	0	9	0	0	6	1968	578.612	379.984	468.351	14	0.277951358392004	3.89131901748805	"Intact"	"1. Control"	"C3"	75.787
"161"	"A"	1	1987	11	0	8	27.2	1	6	1968	578.612	379.984	199.377	1	1	1	"Intact"	"2. NPK+"	"C3"	199.33
"162"	"A"	1	1987	17	0	8	27.2	1	6	1968	578.612	379.984	290.83	1	1	1	"Intact"	"2. NPK+"	"C3"	290.83
"163"	"A"	1	1987	18	0	8	27.2	1	6	1968	578.612	379.984	184.9	1	1	1	"Intact"	"2. NPK+"	"C3"	184.9
"164"	"A"	1	1987	20	0	9	0	0	6	1968	578.612	379.984	146.763	9	0.167988673987022	1.5118980658832	"Intact"	"1. Control"	"C3"	71.09
"165"	"A"	1	1987	20	0	9	0	0	6	1968	578.612	379.984	146.763	9	0.167988673987022	1.5118980658832	"Intact"	"1. Control"	"F"	15.943
"166"	"A"	1	1987	20	0	9	0	0	6	1968	578.612	379.984	146.763	9	0.167988673987022	1.5118980658832	"Intact"	"1. Control"	"C4"	1.177
"167"	"A"	1	1987	33	0	9	0	0	6	1968	578.612	379.984	254.604	12	0.177955133903383	2.1354616068406	"Intact"	"1. Control"	"C4"	0.143
"168"	"A"	1	1987	33	0	9	0	0	6	1968	578.612	379.984	254.604	12	0.177955133903383	2.1354616068406	"Intact"	"1. Control"	"C3"	81.217
"169"	"A"	1	1987	33	0	9	0	0	6	1968	578.612	379.984	254.604	12	0.177955133903383	2.1354616068406	"Intact"	"1. Control"	"F"	5.014
"170"	"A"	1	1987	40	0	8	27.2	1	6	1968	578.612	379.984	217.57	1	1	1	"Intact"	"2. NPK+"	"C3"	217.57
