"field"	"exp"	"year"	"plot"	"disk"	"ntrt"	"nadd"	"other.add"	"dur"	"yr.plowed"	"precip.mm"	"precip.gs"	"mass.above.total"	"rich"	"even"	"ens.pie"	"disk.trt"	"trt"	"functional.group"	"mass.above.functional"
"803"	"A"	2	1991	3	1	9	0	0	10	1968	1163.066	664.972	267.995	13	0.140866011455031	1.8312581489154	"Disturbed"	"1. Control"	"C3"	129.033
"804"	"A"	2	1991	3	1	9	0	0	10	1968	1163.066	664.972	267.995	13	0.140866011455031	1.8312581489154	"Disturbed"	"1. Control"	"C4"	8.033
"805"	"A"	2	1991	3	1	9	0	0	10	1968	1163.066	664.972	267.995	13	0.140866011455031	1.8312581489154	"Disturbed"	"1. Control"	"F"	14.662
"806"	"A"	2	1991	31	1	8	27.2	1	10	1968	1163.066	664.972	440.6	2	0.50083364887445	1.0016672977489	"Disturbed"	"2. NPK+"	"C3"	440.6
"807"	"A"	2	1991	37	1	9	0	0	10	1968	1163.066	664.972	195.844	10	0.226529135777525	2.26529135777525	"Disturbed"	"1. Control"	"S"	10.1
"808"	"A"	2	1991	37	1	9	0	0	10	1968	1163.066	664.972	195.844	10	0.226529135777525	2.26529135777525	"Disturbed"	"1. Control"	"C4"	0.025
"809"	"A"	2	1991	37	1	9	0	0	10	1968	1163.066	664.972	195.844	10	0.226529135777525	2.26529135777525	"Disturbed"	"1. Control"	"L"	0.233
"810"	"A"	2	1991	37	1	9	0	0	10	1968	1163.066	664.972	195.844	10	0.226529135777525	2.26529135777525	"Disturbed"	"1. Control"	"C3"	162.767
"811"	"A"	2	1991	37	1	9	0	0	10	1968	1163.066	664.972	195.844	10	0.226529135777525	2.26529135777525	"Disturbed"	"1. Control"	"F"	0.786
"812"	"A"	2	1991	43	1	8	27.2	1	10	1968	1163.066	664.972	297.166	3	0.340436843552259	1.02131053065678	"Disturbed"	"2. NPK+"	"C4"	0.033
"813"	"A"	2	1991	43	1	8	27.2	1	10	1968	1163.066	664.972	297.166	3	0.340436843552259	1.02131053065678	"Disturbed"	"2. NPK+"	"C3"	297.133
"814"	"A"	2	1991	44	1	8	27.2	1	10	1968	1163.066	664.972	315.467	1	1	1	"Disturbed"	"2. NPK+"	"C3"	315.467
"815"	"A"	2	1991	5	1	8	27.2	1	10	1968	1163.066	664.972	512.567	1	1	1	"Disturbed"	"2. NPK+"	"C3"	512.567
"816"	"A"	2	1991	50	1	9	0	0	10	1968	1163.066	664.972	198.362	8	0.234459053840115	1.87567243072092	"Disturbed"	"1. Control"	"C3"	185.1
"817"	"A"	2	1991	50	1	9	0	0	10	1968	1163.066	664.972	198.362	8	0.234459053840115	1.87567243072092	"Disturbed"	"1. Control"	"F"	2.662
"818"	"A"	2	1991	50	1	9	0	0	10	1968	1163.066	664.972	198.362	8	0.234459053840115	1.87567243072092	"Disturbed"	"1. Control"	"C4"	0.233
"819"	"A"	2	1991	52	1	8	27.2	1	10	1968	1163.066	664.972	355.723	3	0.333751547806852	1.00125464342055	"Disturbed"	"2. NPK+"	"C4"	0.023
"820"	"A"	2	1991	52	1	8	27.2	1	10	1968	1163.066	664.972	355.723	3	0.333751547806852	1.00125464342055	"Disturbed"	"2. NPK+"	"C3"	355.7
"821"	"A"	2	1991	6	1	9	0	0	10	1968	1163.066	664.972	173.844	7	0.213735368955151	1.49614758268606	"Disturbed"	"1. Control"	"C3"	169.467
"822"	"A"	2	1991	6	1	9	0	0	10	1968	1163.066	664.972	173.844	7	0.213735368955151	1.49614758268606	"Disturbed"	"1. Control"	"F"	1.111
"823"	"A"	2	1991	6	1	9	0	0	10	1968	1163.066	664.972	173.844	7	0.213735368955151	1.49614758268606	"Disturbed"	"1. Control"	"C4"	0.266
"824"	"A"	2	1991	7	1	9	0	0	10	1968	1163.066	664.972	190.166	3	0.496620496640346	1.48986148992104	"Disturbed"	"1. Control"	"C3"	190.133
"825"	"A"	2	1991	7	1	9	0	0	10	1968	1163.066	664.972	190.166	3	0.496620496640346	1.48986148992104	"Disturbed"	"1. Control"	"C4"	0.033
"826"	"A"	2	1992	3	1	9	0	0	11	1968	717.55	425.958	82.566	4	0.452559884387037	1.81023953754815	"Disturbed"	"1. Control"	"F"	0.133
"827"	"A"	2	1992	3	1	9	0	0	11	1968	717.55	425.958	82.566	4	0.452559884387037	1.81023953754815	"Disturbed"	"1. Control"	"C4"	14.767
"828"	"A"	2	1992	3	1	9	0	0	11	1968	717.55	425.958	82.566	4	0.452559884387037	1.81023953754815	"Disturbed"	"1. Control"	"C3"	65.333
"829"	"A"	2	1992	37	1	9	0	0	11	1968	717.55	425.958	122.834	5	0.371276376399414	1.85638188199707	"Disturbed"	"1. Control"	"F"	6.233
"830"	"A"	2	1992	37	1	9	0	0	11	1968	717.55	425.958	122.834	5	0.371276376399414	1.85638188199707	"Disturbed"	"1. Control"	"C3"	112.934
"831"	"A"	2	1992	43	1	8	27.2	1	11	1968	717.55	425.958	135.2	2	0.593609427289412	1.18721885457882	"Disturbed"	"2. NPK+"	"C3"	135.2
"832"	"A"	2	1992	5	1	8	27.2	1	11	1968	717.55	425.958	145.667	1	1	1	"Disturbed"	"2. NPK+"	"C3"	145.667
"833"	"A"	2	1992	50	1	9	0	0	11	1968	717.55	425.958	126.4	6	0.234403505103502	1.40642103062101	"Disturbed"	"1. Control"	"C3"	76.433
"834"	"A"	2	1992	50	1	9	0	0	11	1968	717.55	425.958	126.4	6	0.234403505103502	1.40642103062101	"Disturbed"	"1. Control"	"C4"	0.3
"835"	"A"	2	1992	50	1	9	0	0	11	1968	717.55	425.958	126.4	6	0.234403505103502	1.40642103062101	"Disturbed"	"1. Control"	"F"	0.4
"836"	"A"	2	1992	52	1	8	27.2	1	11	1968	717.55	425.958	141.533	2	0.504492457235112	1.00898491447022	"Disturbed"	"2. NPK+"	"C3"	141.533
"837"	"A"	2	1993	3	1	9	0	0	12	1968	1026.16	706.374	128.119	11	0.221434822909484	2.43578305200432	"Disturbed"	"1. Control"	"C4"	44.664
"838"	"A"	2	1993	3	1	9	0	0	12	1968	1026.16	706.374	128.119	11	0.221434822909484	2.43578305200432	"Disturbed"	"1. Control"	"C3"	74.434
"839"	"A"	2	1993	3	1	9	0	0	12	1968	1026.16	706.374	128.119	11	0.221434822909484	2.43578305200432	"Disturbed"	"1. Control"	"F"	5.654
"840"	"A"	2	1993	37	1	9	0	0	12	1968	1026.16	706.374	196.4	10	0.187171561911093	1.87171561911093	"Disturbed"	"1. Control"	"F"	8.269
"841"	"A"	2	1993	37	1	9	0	0	12	1968	1026.16	706.374	196.4	10	0.187171561911093	1.87171561911093	"Disturbed"	"1. Control"	"C3"	157.467
"842"	"A"	2	1993	37	1	9	0	0	12	1968	1026.16	706.374	196.4	10	0.187171561911093	1.87171561911093	"Disturbed"	"1. Control"	"S"	7.033
"843"	"A"	2	1993	43	1	8	27.2	1	12	1968	1026.16	706.374	433.533	3	0.661350954793429	1.98405286438029	"Disturbed"	"2. NPK+"	"F"	0.1
"844"	"A"	2	1993	43	1	8	27.2	1	12	1968	1026.16	706.374	433.533	3	0.661350954793429	1.98405286438029	"Disturbed"	"2. NPK+"	"C3"	433.433
"845"	"A"	2	1993	5	1	8	27.2	1	12	1968	1026.16	706.374	408.542	5	0.21137693565712	1.0568846782856	"Disturbed"	"2. NPK+"	"C3"	403.333
"846"	"A"	2	1993	5	1	8	27.2	1	12	1968	1026.16	706.374	408.542	5	0.21137693565712	1.0568846782856	"Disturbed"	"2. NPK+"	"F"	5.209
"847"	"A"	2	1993	50	1	9	0	0	12	1968	1026.16	706.374	361.056	11	0.151714001054823	1.66885401160306	"Disturbed"	"1. Control"	"F"	9.933
"848"	"A"	2	1993	50	1	9	0	0	12	1968	1026.16	706.374	361.056	11	0.151714001054823	1.66885401160306	"Disturbed"	"1. Control"	"C3"	156.8
"849"	"A"	2	1993	50	1	9	0	0	12	1968	1026.16	706.374	361.056	11	0.151714001054823	1.66885401160306	"Disturbed"	"1. Control"	"C4"	0.823
"850"	"A"	2	1993	52	1	8	27.2	1	12	1968	1026.16	706.374	559.567	4	0.671822746482515	2.68729098593006	"Disturbed"	"2. NPK+"	"F"	168.967
"851"	"A"	2	1993	52	1	8	27.2	1	12	1968	1026.16	706.374	559.567	4	0.671822746482515	2.68729098593006	"Disturbed"	"2. NPK+"	"C3"	390.6
"852"	"A"	2	1994	3	1	9	0	0	13	1968	797.052	488.696	139.363	5	0.398062458344803	1.99031229172402	"Disturbed"	"1. Control"	"C3"	48.523
"853"	"A"	2	1994	3	1	9	0	0	13	1968	797.052	488.696	139.363	5	0.398062458344803	1.99031229172402	"Disturbed"	"1. Control"	"C4"	82.163
"854"	"A"	2	1994	3	1	9	0	0	13	1968	797.052	488.696	139.363	5	0.398062458344803	1.99031229172402	"Disturbed"	"1. Control"	"F"	2.797
"855"	"A"	2	1994	37	1	9	0	0	13	1968	797.052	488.696	132.504	4	0.399540857895022	1.59816343158009	"Disturbed"	"1. Control"	"F"	0.004
"856"	"A"	2	1994	37	1	9	0	0	13	1968	797.052	488.696	132.504	4	0.399540857895022	1.59816343158009	"Disturbed"	"1. Control"	"S"	3
"857"	"A"	2	1994	37	1	9	0	0	13	1968	797.052	488.696	132.504	4	0.399540857895022	1.59816343158009	"Disturbed"	"1. Control"	"C3"	122.833
"858"	"A"	2	1994	43	1	8	27.2	1	13	1968	797.052	488.696	117.033	3	0.56481082488401	1.69443247465203	"Disturbed"	"2. NPK+"	"C3"	99
"859"	"A"	2	1994	43	1	8	27.2	1	13	1968	797.052	488.696	117.033	3	0.56481082488401	1.69443247465203	"Disturbed"	"2. NPK+"	"F"	18.033
"860"	"A"	2	1994	5	1	8	27.2	1	13	1968	797.052	488.696	94.867	5	0.249748464477967	1.24874232238983	"Disturbed"	"2. NPK+"	"F"	10.4
"861"	"A"	2	1994	5	1	8	27.2	1	13	1968	797.052	488.696	94.867	5	0.249748464477967	1.24874232238983	"Disturbed"	"2. NPK+"	"C3"	84.4
"862"	"A"	2	1994	5	1	8	27.2	1	13	1968	797.052	488.696	94.867	5	0.249748464477967	1.24874232238983	"Disturbed"	"2. NPK+"	"C4"	0.067
"863"	"A"	2	1994	50	1	9	0	0	13	1968	797.052	488.696	141.811	5	0.352900610106404	1.76450305053202	"Disturbed"	"1. Control"	"C3"	140.303
"864"	"A"	2	1994	50	1	9	0	0	13	1968	797.052	488.696	141.811	5	0.352900610106404	1.76450305053202	"Disturbed"	"1. Control"	"F"	1.423
"865"	"A"	2	1994	52	1	8	27.2	1	13	1968	797.052	488.696	73.367	3	0.63624370394248	1.90873111182744	"Disturbed"	"2. NPK+"	"C3"	73.094
"866"	"A"	2	1994	52	1	8	27.2	1	13	1968	797.052	488.696	73.367	3	0.63624370394248	1.90873111182744	"Disturbed"	"2. NPK+"	"F"	0.273
"867"	"A"	2	1996	3	1	9	0	0	15	1968	959.104	483.362	177.756	6	0.338812445632198	2.03287467379319	"Disturbed"	"1. Control"	"F"	0.989
"868"	"A"	2	1996	3	1	9	0	0	15	1968	959.104	483.362	177.756	6	0.338812445632198	2.03287467379319	"Disturbed"	"1. Control"	"C3"	81.4
"869"	"A"	2	1996	3	1	9	0	0	15	1968	959.104	483.362	177.756	6	0.338812445632198	2.03287467379319	"Disturbed"	"1. Control"	"C4"	88.267
"870"	"A"	2	1996	37	1	9	0	0	15	1968	959.104	483.362	155.126	5	0.404365956319937	2.02182978159969	"Disturbed"	"1. Control"	"C3"	147.166
"871"	"A"	2	1996	37	1	9	0	0	15	1968	959.104	483.362	155.126	5	0.404365956319937	2.02182978159969	"Disturbed"	"1. Control"	"S"	4.1
"872"	"A"	2	1996	37	1	9	0	0	15	1968	959.104	483.362	155.126	5	0.404365956319937	2.02182978159969	"Disturbed"	"1. Control"	"F"	1.16
"873"	"A"	2	1996	43	1	8	27.2	1	15	1968	959.104	483.362	221.734	2	0.882777877782633	1.76555575556527	"Disturbed"	"2. NPK+"	"C3"	221.734
"874"	"A"	2	1996	5	1	8	27.2	1	15	1968	959.104	483.362	170	2	0.584722593595368	1.16944518719074	"Disturbed"	"2. NPK+"	"C3"	170
"875"	"A"	2	1996	50	1	9	0	0	15	1968	959.104	483.362	190.26	4	0.634725669816327	2.53890267926531	"Disturbed"	"1. Control"	"C3"	118.833
"876"	"A"	2	1996	50	1	9	0	0	15	1968	959.104	483.362	190.26	4	0.634725669816327	2.53890267926531	"Disturbed"	"1. Control"	"C4"	37.027
"877"	"A"	2	1996	52	1	8	27.2	1	15	1968	959.104	483.362	137	2	0.802026141141848	1.6040522822837	"Disturbed"	"2. NPK+"	"C3"	137
"878"	"A"	2	1997	3	1	9	0	0	16	1968	690.626	463.296	165.228	7	0.234560441553997	1.64192309087798	"Disturbed"	"1. Control"	"F"	0.244
"879"	"A"	2	1997	3	1	9	0	0	16	1968	690.626	463.296	165.228	7	0.234560441553997	1.64192309087798	"Disturbed"	"1. Control"	"C3"	43.574
"880"	"A"	2	1997	3	1	9	0	0	16	1968	690.626	463.296	165.228	7	0.234560441553997	1.64192309087798	"Disturbed"	"1. Control"	"C4"	121.133
"881"	"A"	2	1997	37	1	9	0	0	16	1968	690.626	463.296	112.479	7	0.351228070124236	2.45859649086965	"Disturbed"	"1. Control"	"F"	2.136
"882"	"A"	2	1997	37	1	9	0	0	16	1968	690.626	463.296	112.479	7	0.351228070124236	2.45859649086965	"Disturbed"	"1. Control"	"C3"	93.166
"883"	"A"	2	1997	37	1	9	0	0	16	1968	690.626	463.296	112.479	7	0.351228070124236	2.45859649086965	"Disturbed"	"1. Control"	"S"	9.967
"884"	"A"	2	1997	43	1	8	27.2	1	16	1968	690.626	463.296	184	2	0.600688227409333	1.20137645481867	"Disturbed"	"2. NPK+"	"F"	165.467
"885"	"A"	2	1997	43	1	8	27.2	1	16	1968	690.626	463.296	184	2	0.600688227409333	1.20137645481867	"Disturbed"	"2. NPK+"	"C3"	16.833
"886"	"A"	2	1997	5	1	8	27.2	1	16	1968	690.626	463.296	103.884	3	0.395561849439806	1.18668554831942	"Disturbed"	"2. NPK+"	"F"	7.5
"887"	"A"	2	1997	5	1	8	27.2	1	16	1968	690.626	463.296	103.884	3	0.395561849439806	1.18668554831942	"Disturbed"	"2. NPK+"	"C3"	96.067
"888"	"A"	2	1997	50	1	9	0	0	16	1968	690.626	463.296	85.507	3	0.892644561963384	2.67793368589015	"Disturbed"	"1. Control"	"C3"	59.633
"889"	"A"	2	1997	50	1	9	0	0	16	1968	690.626	463.296	85.507	3	0.892644561963384	2.67793368589015	"Disturbed"	"1. Control"	"F"	12.5
"890"	"A"	2	1997	52	1	8	27.2	1	16	1968	690.626	463.296	743.667	3	0.377950449952594	1.13385134985778	"Disturbed"	"2. NPK+"	"C3"	46.834
"891"	"A"	2	1997	52	1	8	27.2	1	16	1968	690.626	463.296	743.667	3	0.377950449952594	1.13385134985778	"Disturbed"	"2. NPK+"	"F"	696.833
"892"	"A"	2	1999	3	1	9	0	0	18	1968	734.822	561.086	161.201	3	0.615330823151462	1.84599246945439	"Disturbed"	"1. Control"	"F"	0.08
"893"	"A"	2	1999	3	1	9	0	0	18	1968	734.822	561.086	161.201	3	0.615330823151462	1.84599246945439	"Disturbed"	"1. Control"	"C4"	103.517
"894"	"A"	2	1999	3	1	9	0	0	18	1968	734.822	561.086	161.201	3	0.615330823151462	1.84599246945439	"Disturbed"	"1. Control"	"C3"	56.887
"895"	"A"	2	1999	37	1	9	0	0	18	1968	734.822	561.086	184.209	7	0.464663288045116	3.25264301631581	"Disturbed"	"1. Control"	"S"	0.25
"896"	"A"	2	1999	37	1	9	0	0	18	1968	734.822	561.086	184.209	7	0.464663288045116	3.25264301631581	"Disturbed"	"1. Control"	"C4"	5.597
"897"	"A"	2	1999	37	1	9	0	0	18	1968	734.822	561.086	184.209	7	0.464663288045116	3.25264301631581	"Disturbed"	"1. Control"	"F"	48.593
"898"	"A"	2	1999	37	1	9	0	0	18	1968	734.822	561.086	184.209	7	0.464663288045116	3.25264301631581	"Disturbed"	"1. Control"	"C3"	129.216
"899"	"A"	2	1999	43	1	8	27.2	1	18	1968	734.822	561.086	362.33	2	0.539423056425116	1.07884611285023	"Disturbed"	"2. NPK+"	"C3"	362.33
"900"	"A"	2	1999	5	1	8	27.2	1	18	1968	734.822	561.086	274.126	4	0.732675221337369	2.93070088534948	"Disturbed"	"2. NPK+"	"C3"	132.593
"901"	"A"	2	1999	5	1	8	27.2	1	18	1968	734.822	561.086	274.126	4	0.732675221337369	2.93070088534948	"Disturbed"	"2. NPK+"	"F"	139.06
"902"	"A"	2	1999	50	1	9	0	0	18	1968	734.822	561.086	199.14	6	0.762702217122984	4.5762133027379	"Disturbed"	"1. Control"	"C4"	65.09
"903"	"A"	2	1999	50	1	9	0	0	18	1968	734.822	561.086	199.14	6	0.762702217122984	4.5762133027379	"Disturbed"	"1. Control"	"C3"	89.234
"904"	"A"	2	1999	50	1	9	0	0	18	1968	734.822	561.086	199.14	6	0.762702217122984	4.5762133027379	"Disturbed"	"1. Control"	"F"	36.393
"905"	"A"	2	1999	52	1	8	27.2	1	18	1968	734.822	561.086	357.94	5	0.282394447944074	1.41197223972037	"Disturbed"	"2. NPK+"	"C3"	296.74
"906"	"A"	2	1999	52	1	8	27.2	1	18	1968	734.822	561.086	357.94	5	0.282394447944074	1.41197223972037	"Disturbed"	"2. NPK+"	"F"	61.2
"907"	"A"	2	2000	3	1	9	0	0	19	1968	599.694	354.33	131.634	2	0.884789743896512	1.76957948779302	"Disturbed"	"1. Control"	"C4"	89.567
"908"	"A"	2	2000	3	1	9	0	0	19	1968	599.694	354.33	131.634	2	0.884789743896512	1.76957948779302	"Disturbed"	"1. Control"	"C3"	42.067
"909"	"A"	2	2000	37	1	9	0	0	19	1968	599.694	354.33	112.981	6	0.578301238005791	3.46980742803474	"Disturbed"	"1. Control"	"F"	16.514
"910"	"A"	2	2000	37	1	9	0	0	19	1968	599.694	354.33	112.981	6	0.578301238005791	3.46980742803474	"Disturbed"	"1. Control"	"C3"	70.6
"911"	"A"	2	2000	37	1	9	0	0	19	1968	599.694	354.33	112.981	6	0.578301238005791	3.46980742803474	"Disturbed"	"1. Control"	"S"	16.067
"912"	"A"	2	2000	43	1	8	27.2	1	19	1968	599.694	354.33	279.933	6	0.489295657833585	2.93577394700151	"Disturbed"	"2. NPK+"	"F"	211.867
"913"	"A"	2	2000	43	1	8	27.2	1	19	1968	599.694	354.33	279.933	6	0.489295657833585	2.93577394700151	"Disturbed"	"2. NPK+"	"C3"	67.033
"914"	"A"	2	2000	43	1	8	27.2	1	19	1968	599.694	354.33	279.933	6	0.489295657833585	2.93577394700151	"Disturbed"	"2. NPK+"	"C4"	1.033
"915"	"A"	2	2000	5	1	8	27.2	1	19	1968	599.694	354.33	354.7	2	0.999940423630788	1.99988084726158	"Disturbed"	"2. NPK+"	"C3"	354.2
"916"	"A"	2	2000	50	1	9	0	0	19	1968	599.694	354.33	139.486	5	0.463411358611443	2.31705679305722	"Disturbed"	"1. Control"	"F"	12.02
"917"	"A"	2	2000	50	1	9	0	0	19	1968	599.694	354.33	139.486	5	0.463411358611443	2.31705679305722	"Disturbed"	"1. Control"	"C3"	92.5
"918"	"A"	2	2000	50	1	9	0	0	19	1968	599.694	354.33	139.486	5	0.463411358611443	2.31705679305722	"Disturbed"	"1. Control"	"C4"	30.633
"919"	"A"	2	2000	52	1	8	27.2	1	19	1968	599.694	354.33	290.833	5	0.241872178048112	1.20936089024056	"Disturbed"	"2. NPK+"	"C3"	271.4
"920"	"A"	2	2000	52	1	8	27.2	1	19	1968	599.694	354.33	290.833	5	0.241872178048112	1.20936089024056	"Disturbed"	"2. NPK+"	"F"	19.433
"921"	"A"	2	2002	3	1	9	0	0	21	1968	905.51	600.71	162.857	4	0.492536362501801	1.9701454500072	"Disturbed"	"1. Control"	"C4"	96.247
"922"	"A"	2	2002	3	1	9	0	0	21	1968	905.51	600.71	162.857	4	0.492536362501801	1.9701454500072	"Disturbed"	"1. Control"	"C3"	56.36
"923"	"A"	2	2002	3	1	9	0	0	21	1968	905.51	600.71	162.857	4	0.492536362501801	1.9701454500072	"Disturbed"	"1. Control"	"F"	3.997
"924"	"A"	2	2002	37	1	9	0	0	21	1968	905.51	600.71	138.475	7	0.390869446241932	2.73608612369353	"Disturbed"	"1. Control"	"F"	0.434
"925"	"A"	2	2002	37	1	9	0	0	21	1968	905.51	600.71	138.475	7	0.390869446241932	2.73608612369353	"Disturbed"	"1. Control"	"C4"	0.393
"926"	"A"	2	2002	37	1	9	0	0	21	1968	905.51	600.71	138.475	7	0.390869446241932	2.73608612369353	"Disturbed"	"1. Control"	"S"	17.6
"927"	"A"	2	2002	37	1	9	0	0	21	1968	905.51	600.71	138.475	7	0.390869446241932	2.73608612369353	"Disturbed"	"1. Control"	"L"	0.547
"928"	"A"	2	2002	37	1	9	0	0	21	1968	905.51	600.71	138.475	7	0.390869446241932	2.73608612369353	"Disturbed"	"1. Control"	"C3"	87.634
"929"	"A"	2	2002	43	1	8	27.2	1	21	1968	905.51	600.71	370.597	6	0.336405956491094	2.01843573894656	"Disturbed"	"2. NPK+"	"C3"	232.6
"930"	"A"	2	2002	43	1	8	27.2	1	21	1968	905.51	600.71	370.597	6	0.336405956491094	2.01843573894656	"Disturbed"	"2. NPK+"	"F"	137.997
"931"	"A"	2	2002	5	1	8	27.2	1	21	1968	905.51	600.71	337.027	3	0.366438375287578	1.09931512586273	"Disturbed"	"2. NPK+"	"F"	2.86
"932"	"A"	2	2002	5	1	8	27.2	1	21	1968	905.51	600.71	337.027	3	0.366438375287578	1.09931512586273	"Disturbed"	"2. NPK+"	"C3"	334.167
"933"	"A"	2	2002	50	1	9	0	0	21	1968	905.51	600.71	106.51	7	0.495099338237419	3.46569536766193	"Disturbed"	"1. Control"	"L"	0.157
"934"	"A"	2	2002	50	1	9	0	0	21	1968	905.51	600.71	106.51	7	0.495099338237419	3.46569536766193	"Disturbed"	"1. Control"	"C4"	18.327
"935"	"A"	2	2002	50	1	9	0	0	21	1968	905.51	600.71	106.51	7	0.495099338237419	3.46569536766193	"Disturbed"	"1. Control"	"C3"	66.173
"936"	"A"	2	2002	50	1	9	0	0	21	1968	905.51	600.71	106.51	7	0.495099338237419	3.46569536766193	"Disturbed"	"1. Control"	"F"	21.09
"937"	"A"	2	2002	52	1	8	27.2	1	21	1968	905.51	600.71	290.064	3	0.349444670639576	1.04833401191873	"Disturbed"	"2. NPK+"	"C3"	290.004
"938"	"A"	2	2002	52	1	8	27.2	1	21	1968	905.51	600.71	290.064	3	0.349444670639576	1.04833401191873	"Disturbed"	"2. NPK+"	"F"	0.06
"939"	"A"	2	2004	3	1	9	0	0	23	1968	857.504	512.064	125.36	5	0.404590184112998	2.02295092056499	"Disturbed"	"1. Control"	"S"	1.2
"940"	"A"	2	2004	3	1	9	0	0	23	1968	857.504	512.064	125.36	5	0.404590184112998	2.02295092056499	"Disturbed"	"1. Control"	"C3"	67.6333
"941"	"A"	2	2004	3	1	9	0	0	23	1968	857.504	512.064	125.36	5	0.404590184112998	2.02295092056499	"Disturbed"	"1. Control"	"F"	0.36
"942"	"A"	2	2004	3	1	9	0	0	23	1968	857.504	512.064	125.36	5	0.404590184112998	2.02295092056499	"Disturbed"	"1. Control"	"C4"	53.2667
"943"	"A"	2	2004	37	1	9	0	0	23	1968	857.504	512.064	136.23326	7	0.581199451478754	4.06839616035128	"Disturbed"	"1. Control"	"S"	20.4333
"944"	"A"	2	2004	37	1	9	0	0	23	1968	857.504	512.064	136.23326	7	0.581199451478754	4.06839616035128	"Disturbed"	"1. Control"	"F"	44.19997
"945"	"A"	2	2004	37	1	9	0	0	23	1968	857.504	512.064	136.23326	7	0.581199451478754	4.06839616035128	"Disturbed"	"1. Control"	"C4"	4.86666
"946"	"A"	2	2004	37	1	9	0	0	23	1968	857.504	512.064	136.23326	7	0.581199451478754	4.06839616035128	"Disturbed"	"1. Control"	"C3"	63.2
"947"	"A"	2	2004	43	1	8	27.2	1	23	1968	857.504	512.064	151.19634	4	0.278486477779913	1.11394591111965	"Disturbed"	"2. NPK+"	"F"	8.16334
"948"	"A"	2	2004	43	1	8	27.2	1	23	1968	857.504	512.064	151.19634	4	0.278486477779913	1.11394591111965	"Disturbed"	"2. NPK+"	"C3"	143.033
"949"	"A"	2	2004	5	1	8	27.2	1	23	1968	857.504	512.064	156.7	4	0.25385989716856	1.01543958867424	"Disturbed"	"2. NPK+"	"C3"	156.63333
"950"	"A"	2	2004	5	1	8	27.2	1	23	1968	857.504	512.064	156.7	4	0.25385989716856	1.01543958867424	"Disturbed"	"2. NPK+"	"F"	0.06667
"951"	"A"	2	2004	50	1	9	0	0	23	1968	857.504	512.064	106.26664	6	0.482825788745564	2.89695473247338	"Disturbed"	"1. Control"	"C4"	73.3
"952"	"A"	2	2004	50	1	9	0	0	23	1968	857.504	512.064	106.26664	6	0.482825788745564	2.89695473247338	"Disturbed"	"1. Control"	"F"	0.26667
"953"	"A"	2	2004	50	1	9	0	0	23	1968	857.504	512.064	106.26664	6	0.482825788745564	2.89695473247338	"Disturbed"	"1. Control"	"L"	0.56667
"954"	"A"	2	2004	50	1	9	0	0	23	1968	857.504	512.064	106.26664	6	0.482825788745564	2.89695473247338	"Disturbed"	"1. Control"	"C3"	31.4333
"955"	"A"	2	2004	52	1	8	27.2	1	23	1968	857.504	512.064	211.62634	3	0.334511542879626	1.00353462863888	"Disturbed"	"2. NPK+"	"F"	0.00667
"956"	"A"	2	2004	52	1	8	27.2	1	23	1968	857.504	512.064	211.62634	3	0.334511542879626	1.00353462863888	"Disturbed"	"2. NPK+"	"C3"	211.61967
"957"	"B"	1	1982	12	0	9	0	0	1	1957	879.348	373.888	132.768	8	0.147206656374846	1.17765325099877	"Intact"	"1. Control"	"C3"	0.11
"958"	"B"	1	1982	12	0	9	0	0	1	1957	879.348	373.888	132.768	8	0.147206656374846	1.17765325099877	"Intact"	"1. Control"	"C4"	122.03
"959"	"B"	1	1982	12	0	9	0	0	1	1957	879.348	373.888	132.768	8	0.147206656374846	1.17765325099877	"Intact"	"1. Control"	"F"	10.361
"960"	"B"	1	1982	12	0	9	0	0	1	1957	879.348	373.888	132.768	8	0.147206656374846	1.17765325099877	"Intact"	"1. Control"	"S"	0.267
"961"	"B"	1	1982	21	0	9	0	0	1	1957	879.348	373.888	86.442	12	0.183798173930238	2.20557808716285	"Intact"	"1. Control"	"C4"	56.033
"962"	"B"	1	1982	21	0	9	0	0	1	1957	879.348	373.888	86.442	12	0.183798173930238	2.20557808716285	"Intact"	"1. Control"	"F"	13.949
"963"	"B"	1	1982	21	0	9	0	0	1	1957	879.348	373.888	86.442	12	0.183798173930238	2.20557808716285	"Intact"	"1. Control"	"L"	1.39
"964"	"B"	1	1982	21	0	9	0	0	1	1957	879.348	373.888	86.442	12	0.183798173930238	2.20557808716285	"Intact"	"1. Control"	"C3"	15.07
"965"	"B"	1	1982	22	0	8	27.2	1	1	1957	879.348	373.888	304.188	9	0.223251295102374	2.00926165592136	"Intact"	"2. NPK+"	"F"	5.287
"966"	"B"	1	1982	22	0	8	27.2	1	1	1957	879.348	373.888	304.188	9	0.223251295102374	2.00926165592136	"Intact"	"2. NPK+"	"C4"	197.854
"967"	"B"	1	1982	22	0	8	27.2	1	1	1957	879.348	373.888	304.188	9	0.223251295102374	2.00926165592136	"Intact"	"2. NPK+"	"C3"	101.047
"968"	"B"	1	1982	3	0	8	27.2	1	1	1957	879.348	373.888	368.853	13	0.201287955325638	2.61674341923329	"Intact"	"2. NPK+"	"C4"	208.473
"969"	"B"	1	1982	3	0	8	27.2	1	1	1957	879.348	373.888	368.853	13	0.201287955325638	2.61674341923329	"Intact"	"2. NPK+"	"C3"	27.617
