"field","exp","plot","year","disk","disk.trt","ntrt","nadd","trt","other.add","dur","origin","mass.above"
"A",2,28,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",227.9
"A",2,28,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",17.433
"A",2,28,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,NA,0.233
"A",2,28,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",193.567
"A",2,28,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",185.5
"A",2,28,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",384.733
"A",2,28,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,NA,0.1
"A",2,31,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",196.143
"A",2,31,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",140.567
"A",2,31,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",450.3
"A",2,31,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",617.5
"A",2,31,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",420.333
"A",2,31,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",318.67
"A",2,31,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",287.933
"A",2,31,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",34.533
"A",2,31,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",433.1
"A",2,31,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,NA,0.533
"A",2,31,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",142.267
"A",2,31,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",440.233
"A",2,31,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,NA,0.367
"A",2,37,1982,1,"Disturbed",9,0,"1. Control",0,1,"INTRODUCED",121.887
"A",2,37,1982,1,"Disturbed",9,0,"1. Control",0,1,"NATIVE",83.087
"A",2,37,1983,1,"Disturbed",9,0,"1. Control",0,2,"INTRODUCED",128.868
"A",2,37,1983,1,"Disturbed",9,0,"1. Control",0,2,"NATIVE",5.767
"A",2,37,1983,1,"Disturbed",9,0,"1. Control",0,2,NA,0.867
"A",2,37,1984,1,"Disturbed",9,0,"1. Control",0,3,"INTRODUCED",244.133
"A",2,37,1984,1,"Disturbed",9,0,"1. Control",0,3,"NATIVE",5.44
"A",2,37,1985,1,"Disturbed",9,0,"1. Control",0,4,"INTRODUCED",131.897
"A",2,37,1985,1,"Disturbed",9,0,"1. Control",0,4,"NATIVE",1.597
"A",2,37,1985,1,"Disturbed",9,0,"1. Control",0,4,NA,0.167
"A",2,37,1986,1,"Disturbed",9,0,"1. Control",0,5,"INTRODUCED",111.817
"A",2,37,1986,1,"Disturbed",9,0,"1. Control",0,5,"NATIVE",4.75
"A",2,37,1986,1,"Disturbed",9,0,"1. Control",0,5,NA,3.033
"A",2,37,1987,1,"Disturbed",9,0,"1. Control",0,6,"INTRODUCED",146.917
"A",2,37,1987,1,"Disturbed",9,0,"1. Control",0,6,"NATIVE",15.29
"A",2,37,1987,1,"Disturbed",9,0,"1. Control",0,6,NA,4.787
"A",2,37,1988,1,"Disturbed",9,0,"1. Control",0,7,"INTRODUCED",41.767
"A",2,37,1988,1,"Disturbed",9,0,"1. Control",0,7,"NATIVE",1.4
"A",2,37,1988,1,"Disturbed",9,0,"1. Control",0,7,NA,5.167
"A",2,37,1989,1,"Disturbed",9,0,"1. Control",0,8,"INTRODUCED",129.267
"A",2,37,1989,1,"Disturbed",9,0,"1. Control",0,8,"NATIVE",0.367
"A",2,37,1989,1,"Disturbed",9,0,"1. Control",0,8,NA,25.667
"A",2,37,1990,1,"Disturbed",9,0,"1. Control",0,9,"INTRODUCED",51.357
"A",2,37,1990,1,"Disturbed",9,0,"1. Control",0,9,"NATIVE",1.52
"A",2,37,1990,1,"Disturbed",9,0,"1. Control",0,9,NA,31.633
"A",2,37,1991,1,"Disturbed",9,0,"1. Control",0,10,"INTRODUCED",81.091
"A",2,37,1991,1,"Disturbed",9,0,"1. Control",0,10,"NATIVE",10.353
"A",2,37,1991,1,"Disturbed",9,0,"1. Control",0,10,NA,82.467
"A",2,37,1992,1,"Disturbed",9,0,"1. Control",0,11,"INTRODUCED",31.567
"A",2,37,1992,1,"Disturbed",9,0,"1. Control",0,11,"NATIVE",6.233
"A",2,37,1992,1,"Disturbed",9,0,"1. Control",0,11,NA,81.367
"A",2,37,1993,1,"Disturbed",9,0,"1. Control",0,12,"INTRODUCED",37.833
"A",2,37,1993,1,"Disturbed",9,0,"1. Control",0,12,"NATIVE",14.536
"A",2,37,1993,1,"Disturbed",9,0,"1. Control",0,12,NA,120.4
"A",2,37,1994,1,"Disturbed",9,0,"1. Control",0,13,"INTRODUCED",27.104
"A",2,37,1994,1,"Disturbed",9,0,"1. Control",0,13,"NATIVE",3
"A",2,37,1994,1,"Disturbed",9,0,"1. Control",0,13,NA,95.733
"A",2,37,1996,1,"Disturbed",9,0,"1. Control",0,15,"INTRODUCED",55.66
"A",2,37,1996,1,"Disturbed",9,0,"1. Control",0,15,"NATIVE",5.233
"A",2,37,1996,1,"Disturbed",9,0,"1. Control",0,15,NA,91.533
"A",2,37,1997,1,"Disturbed",9,0,"1. Control",0,16,"INTRODUCED",42.369
"A",2,37,1997,1,"Disturbed",9,0,"1. Control",0,16,"NATIVE",10.567
"A",2,37,1997,1,"Disturbed",9,0,"1. Control",0,16,NA,52.333
"A",2,37,1999,1,"Disturbed",9,0,"1. Control",0,18,"INTRODUCED",114.573
"A",2,37,1999,1,"Disturbed",9,0,"1. Control",0,18,"NATIVE",10.92
"A",2,37,1999,1,"Disturbed",9,0,"1. Control",0,18,NA,58.163
"A",2,37,2000,1,"Disturbed",9,0,"1. Control",0,19,"INTRODUCED",29.3
"A",2,37,2000,1,"Disturbed",9,0,"1. Control",0,19,"NATIVE",32.581
"A",2,37,2000,1,"Disturbed",9,0,"1. Control",0,19,NA,41.3
"A",2,37,2002,1,"Disturbed",9,0,"1. Control",0,21,"INTRODUCED",42.564
"A",2,37,2002,1,"Disturbed",9,0,"1. Control",0,21,"NATIVE",18.877
"A",2,37,2002,1,"Disturbed",9,0,"1. Control",0,21,NA,45.167
"A",2,37,2004,1,"Disturbed",9,0,"1. Control",0,23,"INTRODUCED",28.2
"A",2,37,2004,1,"Disturbed",9,0,"1. Control",0,23,"NATIVE",69.49993
"A",2,37,2004,1,"Disturbed",9,0,"1. Control",0,23,NA,35
"A",2,43,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",447.86
"A",2,43,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",118.167
"A",2,43,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",407.4
"A",2,43,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",536.606
"A",2,43,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",358.367
"A",2,43,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",263.067
"A",2,43,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,NA,1.233
"A",2,43,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",289.067
"A",2,43,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,NA,0.863
"A",2,43,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",12.367
"A",2,43,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",531.767
"A",2,43,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",129.433
"A",2,43,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",294.066
"A",2,43,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,NA,3.1
"A",2,43,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"INTRODUCED",123.533
"A",2,43,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,NA,11.667
"A",2,43,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"INTRODUCED",196.733
"A",2,43,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"NATIVE",0.1
"A",2,43,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,NA,236.7
"A",2,43,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"INTRODUCED",105.333
"A",2,43,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,NA,11.7
"A",2,43,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"INTRODUCED",151.267
"A",2,43,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,NA,70.467
"A",2,43,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"INTRODUCED",182.3
"A",2,43,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"INTRODUCED",348.567
"A",2,43,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,NA,13.763
"A",2,43,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"INTRODUCED",276.6
"A",2,43,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,NA,3.333
"A",2,43,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"INTRODUCED",358.577
"A",2,43,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"NATIVE",2.92
"A",2,43,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,NA,9.1
"A",2,43,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"INTRODUCED",143.22967
"A",2,43,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"NATIVE",7.96667
"A",2,44,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",318.027
"A",2,44,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",132.087
"A",2,44,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,NA,0.13
"A",2,44,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",472.466
"A",2,44,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"NATIVE",0.013
"A",2,44,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,NA,23.467
"A",2,44,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",464.533
"A",2,44,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"NATIVE",0.087
"A",2,44,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,NA,2.733
"A",2,44,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",361.067
"A",2,44,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",281.567
"A",2,44,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",248.9
"A",2,44,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",38.633
"A",2,44,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",313.8
"A",2,44,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",106.2
"A",2,44,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",315.467
"A",2,50,1982,1,"Disturbed",9,0,"1. Control",0,1,"INTRODUCED",119.394
"A",2,50,1982,1,"Disturbed",9,0,"1. Control",0,1,"NATIVE",28.637
"A",2,50,1983,1,"Disturbed",9,0,"1. Control",0,2,"INTRODUCED",133.409
"A",2,50,1983,1,"Disturbed",9,0,"1. Control",0,2,"NATIVE",9.633
"A",2,50,1984,1,"Disturbed",9,0,"1. Control",0,3,"INTRODUCED",146.354
"A",2,50,1984,1,"Disturbed",9,0,"1. Control",0,3,"NATIVE",3.16
"A",2,50,1985,1,"Disturbed",9,0,"1. Control",0,4,"INTRODUCED",96.387
"A",2,50,1985,1,"Disturbed",9,0,"1. Control",0,4,"NATIVE",8.01
"A",2,50,1985,1,"Disturbed",9,0,"1. Control",0,4,NA,3.933
"A",2,50,1986,1,"Disturbed",9,0,"1. Control",0,5,"INTRODUCED",54.892
"A",2,50,1986,1,"Disturbed",9,0,"1. Control",0,5,"NATIVE",16.16
"A",2,50,1986,1,"Disturbed",9,0,"1. Control",0,5,NA,0.267
"A",2,50,1987,1,"Disturbed",9,0,"1. Control",0,6,"INTRODUCED",93.617
"A",2,50,1987,1,"Disturbed",9,0,"1. Control",0,6,"NATIVE",12.687
"A",2,50,1987,1,"Disturbed",9,0,"1. Control",0,6,NA,25.007
"A",2,50,1988,1,"Disturbed",9,0,"1. Control",0,7,"INTRODUCED",20.533
"A",2,50,1988,1,"Disturbed",9,0,"1. Control",0,7,"NATIVE",0.133
"A",2,50,1988,1,"Disturbed",9,0,"1. Control",0,7,NA,2.067
"A",2,50,1989,1,"Disturbed",9,0,"1. Control",0,8,"INTRODUCED",74.967
"A",2,50,1989,1,"Disturbed",9,0,"1. Control",0,8,NA,87.133
"A",2,50,1990,1,"Disturbed",9,0,"1. Control",0,9,"INTRODUCED",17.84
"A",2,50,1990,1,"Disturbed",9,0,"1. Control",0,9,"NATIVE",2.013
"A",2,50,1990,1,"Disturbed",9,0,"1. Control",0,9,NA,26.737
"A",2,50,1991,1,"Disturbed",9,0,"1. Control",0,10,"INTRODUCED",65.361
"A",2,50,1991,1,"Disturbed",9,0,"1. Control",0,10,"NATIVE",0.867
"A",2,50,1991,1,"Disturbed",9,0,"1. Control",0,10,NA,121.767
"A",2,50,1992,1,"Disturbed",9,0,"1. Control",0,11,"INTRODUCED",12.699
"A",2,50,1992,1,"Disturbed",9,0,"1. Control",0,11,"NATIVE",0.634
"A",2,50,1992,1,"Disturbed",9,0,"1. Control",0,11,NA,63.8
"A",2,50,1993,1,"Disturbed",9,0,"1. Control",0,12,"INTRODUCED",39.733
"A",2,50,1993,1,"Disturbed",9,0,"1. Control",0,12,"NATIVE",2.19
"A",2,50,1993,1,"Disturbed",9,0,"1. Control",0,12,NA,125.633
"A",2,50,1994,1,"Disturbed",9,0,"1. Control",0,13,"INTRODUCED",43.18
"A",2,50,1994,1,"Disturbed",9,0,"1. Control",0,13,"NATIVE",0.643
"A",2,50,1994,1,"Disturbed",9,0,"1. Control",0,13,NA,97.903
"A",2,50,1996,1,"Disturbed",9,0,"1. Control",0,15,"INTRODUCED",35.593
"A",2,50,1996,1,"Disturbed",9,0,"1. Control",0,15,"NATIVE",36.967
"A",2,50,1996,1,"Disturbed",9,0,"1. Control",0,15,NA,83.3
"A",2,50,1997,1,"Disturbed",9,0,"1. Control",0,16,"INTRODUCED",27.733
"A",2,50,1997,1,"Disturbed",9,0,"1. Control",0,16,"NATIVE",12.5
"A",2,50,1997,1,"Disturbed",9,0,"1. Control",0,16,NA,31.9
"A",2,50,1999,1,"Disturbed",9,0,"1. Control",0,18,"INTRODUCED",37.937
"A",2,50,1999,1,"Disturbed",9,0,"1. Control",0,18,"NATIVE",101.483
"A",2,50,1999,1,"Disturbed",9,0,"1. Control",0,18,NA,51.297
"A",2,50,2000,1,"Disturbed",9,0,"1. Control",0,19,"INTRODUCED",10.753
"A",2,50,2000,1,"Disturbed",9,0,"1. Control",0,19,"NATIVE",42.633
"A",2,50,2000,1,"Disturbed",9,0,"1. Control",0,19,NA,81.767
"A",2,50,2002,1,"Disturbed",9,0,"1. Control",0,21,"INTRODUCED",17.793
"A",2,50,2002,1,"Disturbed",9,0,"1. Control",0,21,"NATIVE",39.531
"A",2,50,2002,1,"Disturbed",9,0,"1. Control",0,21,NA,48.423
"A",2,50,2004,1,"Disturbed",9,0,"1. Control",0,23,"INTRODUCED",16.8
"A",2,50,2004,1,"Disturbed",9,0,"1. Control",0,23,"NATIVE",74.13334
"A",2,50,2004,1,"Disturbed",9,0,"1. Control",0,23,NA,14.6333
"A",2,52,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",270.614
"A",2,52,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",336.95
"A",2,52,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",801.757
"A",2,52,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",457.5
"A",2,52,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",402.797
"A",2,52,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",224.2
"A",2,52,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",212.233
"A",2,52,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",29.233
"A",2,52,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,NA,0.067
"A",2,52,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",138.7
"A",2,52,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",123.933
"A",2,52,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,NA,0.037
"A",2,52,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",355.523
"A",2,52,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,NA,0.2
"A",2,52,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"INTRODUCED",140.9
"A",2,52,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,NA,0.633
"A",2,52,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"INTRODUCED",442.5
"A",2,52,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,NA,117.067
"A",2,52,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"INTRODUCED",45.44
"A",2,52,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,NA,27.927
"A",2,52,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"INTRODUCED",102.533
"A",2,52,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,NA,34.467
"A",2,52,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"INTRODUCED",743.5
"A",2,52,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,NA,0.167
"A",2,52,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"INTRODUCED",356.35
"A",2,52,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"NATIVE",0.077
"A",2,52,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,NA,1.513
"A",2,52,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"INTRODUCED",283.166
"A",2,52,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,NA,7.667
"A",2,52,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"INTRODUCED",283.277
"A",2,52,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,NA,6.787
"A",2,52,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"INTRODUCED",211.25967
"A",2,52,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,NA,0.36667
"B",1,3,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"INTRODUCED",72.693
"B",1,3,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"NATIVE",275.593
"B",1,3,1982,0,"Intact",8,27.2,"2. NPK+",1,1,NA,20.567
"B",1,3,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"INTRODUCED",38.567
"B",1,3,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"NATIVE",438.567
"B",1,3,1983,0,"Intact",8,27.2,"2. NPK+",1,2,NA,84.5
"B",1,3,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"NATIVE",128.693
"B",1,3,1984,0,"Intact",8,27.2,"2. NPK+",1,3,NA,132.87
"B",1,3,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"INTRODUCED",0.997
"B",1,3,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"NATIVE",155.693
"B",1,3,1985,0,"Intact",8,27.2,"2. NPK+",1,4,NA,144.9
"B",1,3,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"INTRODUCED",1.71
"B",1,3,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"NATIVE",78
"B",1,3,1986,0,"Intact",8,27.2,"2. NPK+",1,5,NA,169.73
"B",1,3,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"INTRODUCED",233.93
"B",1,3,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"NATIVE",49.933
"B",1,3,1987,0,"Intact",8,27.2,"2. NPK+",1,6,NA,115.93
"B",1,3,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"INTRODUCED",17.8
"B",1,3,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"NATIVE",4.7
"B",1,3,1988,0,"Intact",8,27.2,"2. NPK+",1,7,NA,0.5
"B",1,3,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"INTRODUCED",354.8
"B",1,3,1989,0,"Intact",8,27.2,"2. NPK+",1,8,NA,0.133
"B",1,3,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"INTRODUCED",233
"B",1,3,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"INTRODUCED",220.97
"B",1,3,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"INTRODUCED",504.53
"B",1,3,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"INTRODUCED",310.87
"B",1,3,1993,0,"Intact",8,27.2,"2. NPK+",1,12,NA,2.767
"B",1,3,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"INTRODUCED",292.6
"B",1,3,1994,0,"Intact",8,27.2,"2. NPK+",1,13,NA,9.583
"B",1,3,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"INTRODUCED",545.13
"B",1,3,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"INTRODUCED",335.57
"B",1,3,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"NATIVE",0.213
"B",1,3,1996,0,"Intact",8,27.2,"2. NPK+",1,15,NA,4.067
"B",1,3,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"INTRODUCED",277.1
"B",1,3,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"INTRODUCED",114.8
"B",1,3,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"INTRODUCED",208.27
"B",1,3,1999,0,"Intact",8,27.2,"2. NPK+",1,18,NA,13.503
"B",1,3,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"INTRODUCED",228.13
"B",1,3,2000,0,"Intact",8,27.2,"2. NPK+",1,19,NA,42.767
"B",1,3,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"INTRODUCED",391.1
"B",1,3,2001,0,"Intact",8,27.2,"2. NPK+",1,20,NA,0.223
"B",1,3,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"INTRODUCED",322.7
"B",1,3,2002,0,"Intact",8,27.2,"2. NPK+",1,21,NA,1.767
"B",1,3,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"INTRODUCED",118.63
"B",1,3,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"NATIVE",9.667
"B",1,3,2003,0,"Intact",8,27.2,"2. NPK+",1,22,NA,5.3
"B",1,3,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"INTRODUCED",156.1
"B",1,3,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"NATIVE",6.69
"B",1,4,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"INTRODUCED",72.9
"B",1,4,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"NATIVE",237.418
"B",1,4,1982,0,"Intact",8,27.2,"2. NPK+",1,1,NA,26.067
"B",1,4,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"INTRODUCED",72.144
"B",1,4,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"NATIVE",699.67
"B",1,4,1983,0,"Intact",8,27.2,"2. NPK+",1,2,NA,106.6
"B",1,4,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"INTRODUCED",124.63
"B",1,4,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"NATIVE",65
"B",1,4,1984,0,"Intact",8,27.2,"2. NPK+",1,3,NA,87
"B",1,4,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"INTRODUCED",441.33
"B",1,4,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"NATIVE",14.107
"B",1,4,1985,0,"Intact",8,27.2,"2. NPK+",1,4,NA,164.47
"B",1,4,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"INTRODUCED",473.3
"B",1,4,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"NATIVE",0.833
"B",1,4,1986,0,"Intact",8,27.2,"2. NPK+",1,5,NA,3.233
"B",1,4,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"INTRODUCED",542.7
"B",1,4,1987,0,"Intact",8,27.2,"2. NPK+",1,6,NA,1.767
"B",1,4,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"INTRODUCED",167.83
"B",1,4,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"NATIVE",0.033
"B",1,4,1988,0,"Intact",8,27.2,"2. NPK+",1,7,NA,0.067
"B",1,4,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"INTRODUCED",379
"B",1,4,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"INTRODUCED",315.7
"B",1,4,1990,0,"Intact",8,27.2,"2. NPK+",1,9,NA,0.803
"B",1,4,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"INTRODUCED",347.13
"B",1,4,1991,0,"Intact",8,27.2,"2. NPK+",1,10,NA,0.39
"B",1,4,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"INTRODUCED",339.997
"B",1,4,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"INTRODUCED",579.57
"B",1,4,1993,0,"Intact",8,27.2,"2. NPK+",1,12,NA,4.367
"B",1,4,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"INTRODUCED",368.3
"B",1,4,1994,0,"Intact",8,27.2,"2. NPK+",1,13,NA,56.83
"B",1,4,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"INTRODUCED",610.902
"B",1,4,1995,0,"Intact",8,27.2,"2. NPK+",1,14,NA,32.667
"B",1,4,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"INTRODUCED",427.83
"B",1,4,1996,0,"Intact",8,27.2,"2. NPK+",1,15,NA,8
"B",1,4,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"INTRODUCED",252.73
"B",1,4,1997,0,"Intact",8,27.2,"2. NPK+",1,16,NA,0.167
"B",1,4,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"INTRODUCED",258.87
"B",1,4,1998,0,"Intact",8,27.2,"2. NPK+",1,17,NA,13.067
"B",1,4,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"INTRODUCED",311.65
"B",1,4,1999,0,"Intact",8,27.2,"2. NPK+",1,18,NA,14.873
"B",1,4,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"INTRODUCED",269.17
"B",1,4,2000,0,"Intact",8,27.2,"2. NPK+",1,19,NA,51.867
"B",1,4,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"INTRODUCED",260.803
"B",1,4,2001,0,"Intact",8,27.2,"2. NPK+",1,20,NA,4.833
"B",1,4,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"INTRODUCED",262.9
"B",1,4,2002,0,"Intact",8,27.2,"2. NPK+",1,21,NA,0.737
"B",1,4,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"INTRODUCED",125.93
