"field","exp","plot","year","disk","disk.trt","ntrt","nadd","trt","other.add","dur","origin","mass.above"
"B",1,52,2002,0,"Intact",9,0,"1. Control",0,21,"NATIVE",69.163
"B",1,52,2002,0,"Intact",9,0,"1. Control",0,21,NA,19.567
"B",1,52,2003,0,"Intact",9,0,"1. Control",0,22,"INTRODUCED",0.223
"B",1,52,2003,0,"Intact",9,0,"1. Control",0,22,"NATIVE",71.984
"B",1,52,2003,0,"Intact",9,0,"1. Control",0,22,NA,24.367
"B",1,52,2004,0,"Intact",9,0,"1. Control",0,23,"INTRODUCED",0.0866
"B",1,52,2004,0,"Intact",9,0,"1. Control",0,23,"NATIVE",43.4671
"B",1,52,2004,0,"Intact",9,0,"1. Control",0,23,NA,15.667
"B",2,3,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",331.67
"B",2,3,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",5.3
"B",2,3,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",370.766
"B",2,3,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"NATIVE",9.733
"B",2,3,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,NA,0.633
"B",2,3,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",402.667
"B",2,3,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"NATIVE",17.326
"B",2,3,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",339.58
"B",2,3,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"NATIVE",1.06
"B",2,3,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,NA,0.21
"B",2,3,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",370.2
"B",2,3,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"NATIVE",0.267
"B",2,3,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,NA,0.033
"B",2,3,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",419.333
"B",2,3,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,NA,0.433
"B",2,3,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",292.133
"B",2,3,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",314.1
"B",2,3,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",434.6
"B",2,3,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",601.8
"B",2,3,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,NA,0.633
"B",2,3,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"INTRODUCED",709.497
"B",2,3,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,NA,0.08
"B",2,3,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"INTRODUCED",627.297
"B",2,3,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"NATIVE",0.363
"B",2,3,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"INTRODUCED",394.833
"B",2,3,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,NA,0.9
"B",2,3,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"INTRODUCED",588.033
"B",2,3,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"NATIVE",0.06
"B",2,3,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,NA,5.033
"B",2,3,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"INTRODUCED",411.167
"B",2,3,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"INTRODUCED",456.27
"B",2,3,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"INTRODUCED",453.833
"B",2,3,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,NA,2.633
"B",2,3,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"INTRODUCED",469.067
"B",2,3,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,NA,0.667
"B",2,3,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"INTRODUCED",568.033
"B",2,3,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,NA,0.1
"B",2,5,1982,1,"Disturbed",9,0,"1. Control",0,1,"INTRODUCED",84.873
"B",2,5,1982,1,"Disturbed",9,0,"1. Control",0,1,"NATIVE",7.487
"B",2,5,1983,1,"Disturbed",9,0,"1. Control",0,2,"INTRODUCED",129.233
"B",2,5,1983,1,"Disturbed",9,0,"1. Control",0,2,"NATIVE",6.56
"B",2,5,1983,1,"Disturbed",9,0,"1. Control",0,2,NA,0.233
"B",2,5,1984,1,"Disturbed",9,0,"1. Control",0,3,"INTRODUCED",20.303
"B",2,5,1984,1,"Disturbed",9,0,"1. Control",0,3,"NATIVE",82.502
"B",2,5,1984,1,"Disturbed",9,0,"1. Control",0,3,NA,26.4
"B",2,5,1985,1,"Disturbed",9,0,"1. Control",0,4,"INTRODUCED",19.479
"B",2,5,1985,1,"Disturbed",9,0,"1. Control",0,4,"NATIVE",159.384
"B",2,5,1985,1,"Disturbed",9,0,"1. Control",0,4,NA,64.867
"B",2,5,1986,1,"Disturbed",9,0,"1. Control",0,5,"INTRODUCED",19.967
"B",2,5,1986,1,"Disturbed",9,0,"1. Control",0,5,"NATIVE",56.81
"B",2,5,1986,1,"Disturbed",9,0,"1. Control",0,5,NA,61.633
"B",2,5,1987,1,"Disturbed",9,0,"1. Control",0,6,"INTRODUCED",15.3
"B",2,5,1987,1,"Disturbed",9,0,"1. Control",0,6,"NATIVE",41.533
"B",2,5,1987,1,"Disturbed",9,0,"1. Control",0,6,NA,87.4
"B",2,5,1988,1,"Disturbed",9,0,"1. Control",0,7,"INTRODUCED",1.2
"B",2,5,1988,1,"Disturbed",9,0,"1. Control",0,7,"NATIVE",84.717
"B",2,5,1988,1,"Disturbed",9,0,"1. Control",0,7,NA,49.733
"B",2,5,1989,1,"Disturbed",9,0,"1. Control",0,8,"INTRODUCED",16.933
"B",2,5,1989,1,"Disturbed",9,0,"1. Control",0,8,"NATIVE",119.633
"B",2,5,1989,1,"Disturbed",9,0,"1. Control",0,8,NA,74.8
"B",2,5,1990,1,"Disturbed",9,0,"1. Control",0,9,"INTRODUCED",7.867
"B",2,5,1990,1,"Disturbed",9,0,"1. Control",0,9,"NATIVE",180.99
"B",2,5,1990,1,"Disturbed",9,0,"1. Control",0,9,NA,31.767
"B",2,5,1991,1,"Disturbed",9,0,"1. Control",0,10,"INTRODUCED",54.032
"B",2,5,1991,1,"Disturbed",9,0,"1. Control",0,10,"NATIVE",132.367
"B",2,5,1991,1,"Disturbed",9,0,"1. Control",0,10,NA,39.633
"B",2,5,1992,1,"Disturbed",9,0,"1. Control",0,11,"INTRODUCED",18.8
"B",2,5,1992,1,"Disturbed",9,0,"1. Control",0,11,"NATIVE",72.32
"B",2,5,1992,1,"Disturbed",9,0,"1. Control",0,11,NA,28.797
"B",2,5,1993,1,"Disturbed",9,0,"1. Control",0,12,"INTRODUCED",9.66
"B",2,5,1993,1,"Disturbed",9,0,"1. Control",0,12,"NATIVE",142.171
"B",2,5,1993,1,"Disturbed",9,0,"1. Control",0,12,NA,19.133
"B",2,5,1994,1,"Disturbed",9,0,"1. Control",0,13,"INTRODUCED",9.6
"B",2,5,1994,1,"Disturbed",9,0,"1. Control",0,13,"NATIVE",139.668
"B",2,5,1994,1,"Disturbed",9,0,"1. Control",0,13,NA,6.933
"B",2,5,1996,1,"Disturbed",9,0,"1. Control",0,15,"INTRODUCED",3.933
"B",2,5,1996,1,"Disturbed",9,0,"1. Control",0,15,"NATIVE",312.3
"B",2,5,1996,1,"Disturbed",9,0,"1. Control",0,15,NA,7.867
"B",2,5,1997,1,"Disturbed",9,0,"1. Control",0,16,"INTRODUCED",2.266
"B",2,5,1997,1,"Disturbed",9,0,"1. Control",0,16,"NATIVE",207.9
"B",2,5,1997,1,"Disturbed",9,0,"1. Control",0,16,NA,1.7
"B",2,5,1999,1,"Disturbed",9,0,"1. Control",0,18,"INTRODUCED",7.494
"B",2,5,1999,1,"Disturbed",9,0,"1. Control",0,18,"NATIVE",179.707
"B",2,5,1999,1,"Disturbed",9,0,"1. Control",0,18,NA,10.333
"B",2,5,2000,1,"Disturbed",9,0,"1. Control",0,19,"INTRODUCED",15.9
"B",2,5,2000,1,"Disturbed",9,0,"1. Control",0,19,"NATIVE",153.833
"B",2,5,2000,1,"Disturbed",9,0,"1. Control",0,19,NA,5.233
"B",2,5,2002,1,"Disturbed",9,0,"1. Control",0,21,"INTRODUCED",9.767
"B",2,5,2002,1,"Disturbed",9,0,"1. Control",0,21,"NATIVE",158.333
"B",2,5,2002,1,"Disturbed",9,0,"1. Control",0,21,NA,0.76
"B",2,5,2004,1,"Disturbed",9,0,"1. Control",0,23,"INTRODUCED",15.6667
"B",2,5,2004,1,"Disturbed",9,0,"1. Control",0,23,"NATIVE",86.73334
"B",2,5,2004,1,"Disturbed",9,0,"1. Control",0,23,NA,14
"B",2,17,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",280.519
"B",2,17,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",15.133
"B",2,17,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",546.284
"B",2,17,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"NATIVE",163.534
"B",2,17,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,NA,5.133
"B",2,17,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",314.196
"B",2,17,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"NATIVE",28.267
"B",2,17,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,NA,1.337
"B",2,17,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",435
"B",2,17,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"NATIVE",2.01
"B",2,17,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,NA,5.367
"B",2,17,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",434.533
"B",2,17,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,NA,0.997
"B",2,17,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",515.2
"B",2,17,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,NA,0.7
"B",2,17,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",185.267
"B",2,17,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,NA,0.02
"B",2,17,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",431.5
"B",2,17,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,NA,0.167
"B",2,17,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",295.417
"B",2,17,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,NA,0.373
"B",2,17,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",350.367
"B",2,17,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"INTRODUCED",678.267
"B",2,17,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,NA,0.01
"B",2,17,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"INTRODUCED",780.8
"B",2,17,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"NATIVE",0.7
"B",2,17,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,NA,6.2
"B",2,17,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"INTRODUCED",526.2
"B",2,17,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,NA,1.5
"B",2,17,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"INTRODUCED",530.333
"B",2,17,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"NATIVE",0.123
"B",2,17,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,NA,11.567
"B",2,17,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"INTRODUCED",492.133
"B",2,17,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,NA,0.2
"B",2,17,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"INTRODUCED",460.9
"B",2,17,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"INTRODUCED",301.233
"B",2,17,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"INTRODUCED",636.834
"B",2,17,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"INTRODUCED",406.3997
"B",2,17,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,NA,1.36667
"B",2,19,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",417.033
"B",2,19,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",115.239
"B",2,19,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,NA,7.8
"B",2,19,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",109.667
"B",2,19,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"NATIVE",120.3
"B",2,19,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,NA,88.8
"B",2,19,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",20.32
"B",2,19,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"NATIVE",48.687
"B",2,19,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,NA,223.9
"B",2,19,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",274.203
"B",2,19,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"NATIVE",0.187
"B",2,19,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,NA,15.533
"B",2,19,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",435.233
"B",2,19,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"NATIVE",9.197
"B",2,19,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,NA,47.22
"B",2,19,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",442.7
"B",2,19,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",184.2
"B",2,19,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,NA,0.1
"B",2,19,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",331.767
"B",2,19,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",272.93
"B",2,19,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",452.3
"B",2,19,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"INTRODUCED",614.4
"B",2,19,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"INTRODUCED",578.133
"B",2,19,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"INTRODUCED",599.833
"B",2,19,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"INTRODUCED",694.233
"B",2,19,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"INTRODUCED",477.867
"B",2,19,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"INTRODUCED",354.967
"B",2,19,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,NA,0.167
"B",2,19,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"INTRODUCED",351.7
"B",2,19,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"INTRODUCED",389.067
"B",2,19,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"INTRODUCED",237.333
"B",2,25,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"INTRODUCED",649.133
"B",2,25,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"NATIVE",11.48
"B",2,25,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"INTRODUCED",76.467
"B",2,25,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"NATIVE",200.4
"B",2,25,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,NA,83.133
"B",2,25,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"INTRODUCED",26.356
"B",2,25,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"NATIVE",132.899
"B",2,25,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,NA,54.967
"B",2,25,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"INTRODUCED",316.9
"B",2,25,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"NATIVE",18.137
"B",2,25,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"INTRODUCED",437.519
"B",2,25,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"NATIVE",14.79
"B",2,25,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,NA,63.567
"B",2,25,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"INTRODUCED",563.633
"B",2,25,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,NA,0.067
"B",2,25,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"INTRODUCED",166.567
"B",2,25,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"NATIVE",0.1
"B",2,25,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,NA,0.033
"B",2,25,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"INTRODUCED",246.633
"B",2,25,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,NA,0.367
"B",2,25,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"INTRODUCED",384.4
"B",2,25,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"NATIVE",0.093
"B",2,25,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"INTRODUCED",569.567
"B",2,25,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,NA,1.533
"B",2,25,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"INTRODUCED",789.7
"B",2,25,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"INTRODUCED",274.533
"B",2,25,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"NATIVE",0.134
"B",2,25,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,NA,0.467
"B",2,25,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"INTRODUCED",357.567
"B",2,25,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,NA,1.427
"B",2,25,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"INTRODUCED",541.033
"B",2,25,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,NA,0.247
"B",2,25,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"INTRODUCED",361.467
"B",2,25,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,NA,1.967
"B",2,25,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"INTRODUCED",141.133
"B",2,25,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,NA,0.533
"B",2,25,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"INTRODUCED",328.333
"B",2,25,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,NA,13.5
"B",2,25,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"INTRODUCED",332.633
"B",2,25,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"INTRODUCED",366.553
"B",2,25,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,NA,30.5333
"B",2,27,1982,1,"Disturbed",9,0,"1. Control",0,1,"INTRODUCED",112.267
"B",2,27,1982,1,"Disturbed",9,0,"1. Control",0,1,"NATIVE",9.487
"B",2,27,1982,1,"Disturbed",9,0,"1. Control",0,1,NA,0.14
"B",2,27,1983,1,"Disturbed",9,0,"1. Control",0,2,"INTRODUCED",36
"B",2,27,1983,1,"Disturbed",9,0,"1. Control",0,2,"NATIVE",23.999
"B",2,27,1984,1,"Disturbed",9,0,"1. Control",0,3,"INTRODUCED",17.99
"B",2,27,1984,1,"Disturbed",9,0,"1. Control",0,3,"NATIVE",160.02
"B",2,27,1985,1,"Disturbed",9,0,"1. Control",0,4,"INTRODUCED",3.657
"B",2,27,1985,1,"Disturbed",9,0,"1. Control",0,4,"NATIVE",112.13
"B",2,27,1986,1,"Disturbed",9,0,"1. Control",0,5,"INTRODUCED",30.726
"B",2,27,1986,1,"Disturbed",9,0,"1. Control",0,5,"NATIVE",141.227
"B",2,27,1986,1,"Disturbed",9,0,"1. Control",0,5,NA,0.273
"B",2,27,1987,1,"Disturbed",9,0,"1. Control",0,6,"INTRODUCED",11.767
"B",2,27,1987,1,"Disturbed",9,0,"1. Control",0,6,"NATIVE",81.033
"B",2,27,1987,1,"Disturbed",9,0,"1. Control",0,6,NA,0.133
"B",2,27,1988,1,"Disturbed",9,0,"1. Control",0,7,"INTRODUCED",5.9
"B",2,27,1988,1,"Disturbed",9,0,"1. Control",0,7,"NATIVE",91.933
"B",2,27,1988,1,"Disturbed",9,0,"1. Control",0,7,NA,1.033
"B",2,27,1989,1,"Disturbed",9,0,"1. Control",0,8,"INTRODUCED",1.5
"B",2,27,1989,1,"Disturbed",9,0,"1. Control",0,8,"NATIVE",123.534
"B",2,27,1989,1,"Disturbed",9,0,"1. Control",0,8,NA,0.2
"B",2,27,1990,1,"Disturbed",9,0,"1. Control",0,9,"INTRODUCED",4.786
"B",2,27,1990,1,"Disturbed",9,0,"1. Control",0,9,"NATIVE",99.823
"B",2,27,1990,1,"Disturbed",9,0,"1. Control",0,9,NA,15.21
"B",2,27,1991,1,"Disturbed",9,0,"1. Control",0,10,"INTRODUCED",0.834
"B",2,27,1991,1,"Disturbed",9,0,"1. Control",0,10,"NATIVE",81.067
"B",2,27,1991,1,"Disturbed",9,0,"1. Control",0,10,NA,9.2
"B",2,27,1992,1,"Disturbed",9,0,"1. Control",0,11,"INTRODUCED",2.577
"B",2,27,1992,1,"Disturbed",9,0,"1. Control",0,11,"NATIVE",45.106
"B",2,27,1992,1,"Disturbed",9,0,"1. Control",0,11,NA,26.7
"B",2,27,1993,1,"Disturbed",9,0,"1. Control",0,12,"INTRODUCED",6.633
"B",2,27,1993,1,"Disturbed",9,0,"1. Control",0,12,"NATIVE",96.867
"B",2,27,1993,1,"Disturbed",9,0,"1. Control",0,12,NA,49.467
"B",2,27,1994,1,"Disturbed",9,0,"1. Control",0,13,"INTRODUCED",0.805
"B",2,27,1994,1,"Disturbed",9,0,"1. Control",0,13,"NATIVE",88.047
"B",2,27,1994,1,"Disturbed",9,0,"1. Control",0,13,NA,6.067
"B",2,27,1996,1,"Disturbed",9,0,"1. Control",0,15,"INTRODUCED",3.474
"B",2,27,1996,1,"Disturbed",9,0,"1. Control",0,15,"NATIVE",88.913
"B",2,27,1996,1,"Disturbed",9,0,"1. Control",0,15,NA,21.033
"B",2,27,1997,1,"Disturbed",9,0,"1. Control",0,16,"INTRODUCED",1.467
"B",2,27,1997,1,"Disturbed",9,0,"1. Control",0,16,"NATIVE",42.333
"B",2,27,1997,1,"Disturbed",9,0,"1. Control",0,16,NA,2.833
"B",2,27,1999,1,"Disturbed",9,0,"1. Control",0,18,"INTRODUCED",0.4
"B",2,27,1999,1,"Disturbed",9,0,"1. Control",0,18,"NATIVE",88.067
"B",2,27,1999,1,"Disturbed",9,0,"1. Control",0,18,NA,12.367
"B",2,27,2000,1,"Disturbed",9,0,"1. Control",0,19,"INTRODUCED",3.033
"B",2,27,2000,1,"Disturbed",9,0,"1. Control",0,19,"NATIVE",94.633
"B",2,27,2000,1,"Disturbed",9,0,"1. Control",0,19,NA,11.967
"B",2,27,2002,1,"Disturbed",9,0,"1. Control",0,21,"INTRODUCED",3.133
"B",2,27,2002,1,"Disturbed",9,0,"1. Control",0,21,"NATIVE",80.453
"B",2,27,2002,1,"Disturbed",9,0,"1. Control",0,21,NA,23.967
"B",2,27,2004,1,"Disturbed",9,0,"1. Control",0,23,"INTRODUCED",0.06667
"B",2,27,2004,1,"Disturbed",9,0,"1. Control",0,23,"NATIVE",28.4
"B",2,27,2004,1,"Disturbed",9,0,"1. Control",0,23,NA,14.4667
"B",2,29,1982,1,"Disturbed",9,0,"1. Control",0,1,"INTRODUCED",98.113
"B",2,29,1982,1,"Disturbed",9,0,"1. Control",0,1,"NATIVE",3.43
"B",2,29,1983,1,"Disturbed",9,0,"1. Control",0,2,"INTRODUCED",36.999
"B",2,29,1983,1,"Disturbed",9,0,"1. Control",0,2,"NATIVE",71.2
"B",2,29,1984,1,"Disturbed",9,0,"1. Control",0,3,"INTRODUCED",18.234
"B",2,29,1984,1,"Disturbed",9,0,"1. Control",0,3,"NATIVE",207.35
"B",2,29,1985,1,"Disturbed",9,0,"1. Control",0,4,"INTRODUCED",7.137
"B",2,29,1985,1,"Disturbed",9,0,"1. Control",0,4,"NATIVE",264.244
"B",2,29,1986,1,"Disturbed",9,0,"1. Control",0,5,"INTRODUCED",26.317
"B",2,29,1986,1,"Disturbed",9,0,"1. Control",0,5,"NATIVE",138.264
"B",2,29,1986,1,"Disturbed",9,0,"1. Control",0,5,NA,8.27
"B",2,29,1987,1,"Disturbed",9,0,"1. Control",0,6,"INTRODUCED",8.6
"B",2,29,1987,1,"Disturbed",9,0,"1. Control",0,6,"NATIVE",274.433
"B",2,29,1987,1,"Disturbed",9,0,"1. Control",0,6,NA,5.333
"B",2,29,1988,1,"Disturbed",9,0,"1. Control",0,7,"INTRODUCED",5.667
"B",2,29,1988,1,"Disturbed",9,0,"1. Control",0,7,"NATIVE",153.333
"B",2,29,1988,1,"Disturbed",9,0,"1. Control",0,7,NA,23.033
"B",2,29,1989,1,"Disturbed",9,0,"1. Control",0,8,"INTRODUCED",7.4
"B",2,29,1989,1,"Disturbed",9,0,"1. Control",0,8,"NATIVE",187.034
"B",2,29,1989,1,"Disturbed",9,0,"1. Control",0,8,NA,0.533
"B",2,29,1990,1,"Disturbed",9,0,"1. Control",0,9,"INTRODUCED",3.68
"B",2,29,1990,1,"Disturbed",9,0,"1. Control",0,9,"NATIVE",128.927
"B",2,29,1990,1,"Disturbed",9,0,"1. Control",0,9,NA,15.547
"B",2,29,1991,1,"Disturbed",9,0,"1. Control",0,10,"INTRODUCED",32.634
"B",2,29,1991,1,"Disturbed",9,0,"1. Control",0,10,"NATIVE",147.8
"B",2,29,1991,1,"Disturbed",9,0,"1. Control",0,10,NA,5.1
"B",2,29,1992,1,"Disturbed",9,0,"1. Control",0,11,"INTRODUCED",3.23
"B",2,29,1992,1,"Disturbed",9,0,"1. Control",0,11,"NATIVE",61.506
"B",2,29,1992,1,"Disturbed",9,0,"1. Control",0,11,NA,30.933
"B",2,29,1993,1,"Disturbed",9,0,"1. Control",0,12,"INTRODUCED",4.314
"B",2,29,1993,1,"Disturbed",9,0,"1. Control",0,12,"NATIVE",146.501
"B",2,29,1993,1,"Disturbed",9,0,"1. Control",0,12,NA,33.667
"B",2,29,1994,1,"Disturbed",9,0,"1. Control",0,13,"INTRODUCED",4.333
"B",2,29,1994,1,"Disturbed",9,0,"1. Control",0,13,"NATIVE",87.263
"B",2,29,1994,1,"Disturbed",9,0,"1. Control",0,13,NA,22.54
"B",2,29,1996,1,"Disturbed",9,0,"1. Control",0,15,"INTRODUCED",4.56
"B",2,29,1996,1,"Disturbed",9,0,"1. Control",0,15,"NATIVE",142.21
"B",2,29,1996,1,"Disturbed",9,0,"1. Control",0,15,NA,35.6
"B",2,29,1997,1,"Disturbed",9,0,"1. Control",0,16,"INTRODUCED",4.766
"B",2,29,1997,1,"Disturbed",9,0,"1. Control",0,16,"NATIVE",137.6
