"exp","field","plot","disk","yr.plowed","ntrt","nadd","other.add","year","dur","precip.mm","precip.gs","mass.above","rich","even","ens.pie"
2,"A",15,1,1968,6,9.5,1,1982,1,879.348,373.888,541.51,7,0.432873452787878,3.03011416951515
2,"A",15,1,1968,6,9.5,1,1983,2,858.012,550.926,286.934,10,0.14236864236728,1.4236864236728
2,"A",15,1,1968,6,9.5,1,1984,3,876.046,527.304,331.649,5,0.214432739733521,1.07216369866761
2,"A",15,1,1968,6,9.5,1,1985,4,993.648,502.92,247.288,7,0.145336300833061,1.01735410583142
2,"A",15,1,1968,6,9.5,1,1986,5,858.52,512.318,222.456,3,0.371745108679309,1.11523532603793
2,"A",15,1,1968,6,9.5,1,1987,6,578.612,379.984,214.533,2,0.549452827853789,1.09890565570758
2,"A",15,1,1968,6,9.5,1,1988,7,591.312,291.084,9.867,2,0.527791002682398,1.0555820053648
2,"A",15,1,1968,6,9.5,1,1989,8,618.744,411.226,227.767,1,1,1
2,"A",15,1,1968,6,9.5,1,1990,9,1058.164,780.542,139.827,2,0.519140213204085,1.03828042640817
2,"A",15,1,1968,6,9.5,1,1991,10,1163.066,664.972,260.267,2,0.511266525401228,1.02253305080246
2,"A",15,1,1968,6,9.5,1,1992,11,717.55,425.958,136.867,2,0.632473730404373,1.26494746080875
2,"A",15,1,1968,6,9.5,1,1993,12,1026.16,706.374,292.036,4,0.476005180607857,1.90402072243143
2,"A",15,1,1968,6,9.5,1,1994,13,797.052,488.696,58.687,6,0.282872219467068,1.69723331680241
2,"A",15,1,1968,6,9.5,1,1996,15,959.104,483.362,158.62,3,0.657978722397146,1.97393616719144
2,"A",15,1,1968,6,9.5,1,1997,16,690.626,463.296,105,3,0.635780262229889,1.90734078668967
2,"A",15,1,1968,6,9.5,1,1999,18,734.822,561.086,247.007,3,0.507483604080333,1.522450812241
2,"A",15,1,1968,6,9.5,1,2000,19,599.694,354.33,171.567,4,0.498726776145108,1.99490710458043
2,"A",15,1,1968,6,9.5,1,2002,21,905.51,600.71,352.371,7,0.267685663284707,1.87379964299295
2,"A",15,1,1968,6,9.5,1,2004,23,857.504,512.064,240.71634,3,0.334952924939302,1.00485877481791
2,"A",16,1,1968,2,1,1,1982,1,879.348,373.888,180.933,8,0.411131145114777,3.28904916091822
2,"A",16,1,1968,2,1,1,1983,2,858.012,550.926,213.738,9,0.122412427278898,1.10171184551008
2,"A",16,1,1968,2,1,1,1984,3,876.046,527.304,190.763,9,0.124693585529435,1.12224226976492
2,"A",16,1,1968,2,1,1,1985,4,993.648,502.92,189.287,14,0.128164239898999,1.79429935858598
2,"A",16,1,1968,2,1,1,1986,5,858.52,512.318,194.774,14,0.0812932624591522,1.13810567442813
2,"A",16,1,1968,2,1,1,1987,6,578.612,379.984,99.3,7,0.156323103447271,1.0942617241309
2,"A",16,1,1968,2,1,1,1988,7,591.312,291.084,39.334,1,1,1
2,"A",16,1,1968,2,1,1,1989,8,618.744,411.226,153.833,6,0.279922211078224,1.67953326646934
2,"A",16,1,1968,2,1,1,1990,9,1058.164,780.542,66.103,3,0.341462454187097,1.02438736256129
2,"A",16,1,1968,2,1,1,1991,10,1163.066,664.972,122.299,5,0.360389282981909,1.80194641490954
2,"A",16,1,1968,2,1,1,1992,11,717.55,425.958,104.077,4,0.487780053777666,1.95112021511066
2,"A",16,1,1968,2,1,1,1993,12,1026.16,706.374,183.098,9,0.17556721938844,1.58010497449596
2,"A",16,1,1968,2,1,1,1994,13,797.052,488.696,90.967,2,0.676070628439643,1.35214125687929
2,"A",16,1,1968,2,1,1,1996,15,959.104,483.362,170.533,2,0.899928216451374,1.79985643290275
2,"A",16,1,1968,2,1,1,1997,16,690.626,463.296,96.533,3,0.653990328981827,1.96197098694548
2,"A",16,1,1968,2,1,1,1999,18,734.822,561.086,150.387,3,0.746113860191582,2.23834158057475
2,"A",16,1,1968,2,1,1,2000,19,599.694,354.33,159.9,5,0.567780203348011,2.83890101674005
2,"A",16,1,1968,2,1,1,2002,21,905.51,600.71,112.495,6,0.409537686359824,2.45722611815895
2,"A",16,1,1968,2,1,1,2004,23,857.504,512.064,127.8667,5,0.386748324830915,1.93374162415457
2,"A",18,1,1968,7,17,1,1982,1,879.348,373.888,257.346,7,0.429684718651395,3.00779303055977
2,"A",18,1,1968,7,17,1,1983,2,858.012,550.926,465.266,4,0.252124226718217,1.00849690687287
2,"A",18,1,1968,7,17,1,1984,3,876.046,527.304,618.226,4,0.280577593742244,1.12231037496898
2,"A",18,1,1968,7,17,1,1985,4,993.648,502.92,318.183,2,0.500072616367346,1.00014523273469
2,"A",18,1,1968,7,17,1,1986,5,858.52,512.318,236.267,1,1,1
2,"A",18,1,1968,7,17,1,1987,6,578.612,379.984,394.367,1,1,1
2,"A",18,1,1968,7,17,1,1988,7,591.312,291.084,10,1,1,1
2,"A",18,1,1968,7,17,1,1989,8,618.744,411.226,289.367,1,1,1
2,"A",18,1,1968,7,17,1,1990,9,1058.164,780.542,109.97,2,0.515538278477819,1.03107655695564
2,"A",18,1,1968,7,17,1,1991,10,1163.066,664.972,450.9,2,0.500517011313717,1.00103402262743
2,"A",18,1,1968,7,17,1,1992,11,717.55,425.958,108.963,4,0.253376602049062,1.01350640819625
2,"A",18,1,1968,7,17,1,1993,12,1026.16,706.374,243.434,5,0.29009333761337,1.45046668806685
2,"A",18,1,1968,7,17,1,1994,13,797.052,488.696,89.93,2,0.596683081999476,1.19336616399895
2,"A",18,1,1968,7,17,1,1996,15,959.104,483.362,163.867,2,0.748714404821169,1.49742880964234
2,"A",18,1,1968,7,17,1,1997,16,690.626,463.296,57.4,3,0.336839089134603,1.01051726740381
2,"A",18,1,1968,7,17,1,1999,18,734.822,561.086,312.22,3,0.378271521244704,1.13481456373411
2,"A",18,1,1968,7,17,1,2000,19,599.694,354.33,347.017,6,0.415957518639444,2.49574511183667
2,"A",18,1,1968,7,17,1,2002,21,905.51,600.71,332,6,0.519821620941789,3.11892972565073
2,"A",18,1,1968,7,17,1,2004,23,857.504,512.064,156.04,4,0.259268221613092,1.03707288645237
2,"A",19,1,1968,6,9.5,1,1982,1,879.348,373.888,544.033,6,0.608546503526205,3.65127902115723
2,"A",19,1,1968,6,9.5,1,1983,2,858.012,550.926,399.537,6,0.171935702603015,1.03161421561809
2,"A",19,1,1968,6,9.5,1,1984,3,876.046,527.304,635.333,5,0.237283191633554,1.18641595816777
2,"A",19,1,1968,6,9.5,1,1985,4,993.648,502.92,363.814,4,0.270351406278132,1.08140562511253
2,"A",19,1,1968,6,9.5,1,1986,5,858.52,512.318,249.733,2,0.587328430157937,1.17465686031587
2,"A",19,1,1968,6,9.5,1,1987,6,578.612,379.984,252.733,2,0.534056153727649,1.0681123074553
2,"A",19,1,1968,6,9.5,1,1988,7,591.312,291.084,56.067,2,0.611738271627997,1.22347654325599
2,"A",19,1,1968,6,9.5,1,1989,8,618.744,411.226,288,2,0.575397590689081,1.15079518137816
2,"A",19,1,1968,6,9.5,1,1990,9,1058.164,780.542,118.106,3,0.376967051616101,1.1309011548483
2,"A",19,1,1968,6,9.5,1,1991,10,1163.066,664.972,377.433,3,0.401200764343975,1.20360229303193
2,"A",19,1,1968,6,9.5,1,1992,11,717.55,425.958,287.333,2,0.695175249011575,1.39035049802315
2,"A",19,1,1968,6,9.5,1,1993,12,1026.16,706.374,280.367,2,0.995539388841071,1.99107877768214
2,"A",19,1,1968,6,9.5,1,1994,13,797.052,488.696,33.82,2,0.547051454471216,1.09410290894243
2,"A",19,1,1968,6,9.5,1,1996,15,959.104,483.362,209.733,2,0.769257023935015,1.53851404787003
2,"A",19,1,1968,6,9.5,1,1997,16,690.626,463.296,7.667,2,0.673931929433279,1.34786385886656
2,"A",19,1,1968,6,9.5,1,1999,18,734.822,561.086,354.107,4,0.269170743176312,1.07668297270525
2,"A",19,1,1968,6,9.5,1,2000,19,599.694,354.33,212.29,3,0.629664089158276,1.88899226747483
2,"A",19,1,1968,6,9.5,1,2002,21,905.51,600.71,424.81,4,0.394536481711113,1.57814592684445
2,"A",19,1,1968,6,9.5,1,2004,23,857.504,512.064,213.33334,7,0.156731451384182,1.09712015968927
2,"A",20,1,1968,5,5.4,1,1982,1,879.348,373.888,534.088,10,0.551529224764201,5.51529224764201
2,"A",20,1,1968,5,5.4,1,1983,2,858.012,550.926,362.466,7,0.150103283379331,1.05072298365532
2,"A",20,1,1968,5,5.4,1,1984,3,876.046,527.304,537.481,7,0.152999316201715,1.07099521341201
2,"A",20,1,1968,5,5.4,1,1985,4,993.648,502.92,217.102,5,0.201584957675994,1.00792478837997
2,"A",20,1,1968,5,5.4,1,1986,5,858.52,512.318,234.866,3,0.433020878586146,1.29906263575844
2,"A",20,1,1968,5,5.4,1,1987,6,578.612,379.984,193.767,2,0.507628261205204,1.01525652241041
2,"A",20,1,1968,5,5.4,1,1988,7,591.312,291.084,20.2,2,0.788365551434809,1.57673110286962
2,"A",20,1,1968,5,5.4,1,1989,8,618.744,411.226,170.666,3,0.418259858446024,1.25477957533807
2,"A",20,1,1968,5,5.4,1,1990,9,1058.164,780.542,145.94,2,0.853736683876664,1.70747336775333
2,"A",20,1,1968,5,5.4,1,1991,10,1163.066,664.972,233.967,2,0.964377397967492,1.92875479593498
2,"A",22,1,1968,2,1,1,1982,1,879.348,373.888,265.351,10,0.390910490466244,3.90910490466244
2,"A",22,1,1968,2,1,1,1983,2,858.012,550.926,178.718,10,0.161515852681807,1.61515852681807
2,"A",22,1,1968,2,1,1,1984,3,876.046,527.304,232.934,11,0.1224147695637,1.3465624652007
2,"A",22,1,1968,2,1,1,1985,4,993.648,502.92,148.073,8,0.127608335459986,1.02086668367988
2,"A",22,1,1968,2,1,1,1986,5,858.52,512.318,135.8,8,0.274850652152026,2.19880521721621
2,"A",22,1,1968,2,1,1,1987,6,578.612,379.984,121.853,6,0.213500266077002,1.28100159646201
2,"A",22,1,1968,2,1,1,1988,7,591.312,291.084,33.366,2,0.927911781183316,1.85582356236663
2,"A",22,1,1968,2,1,1,1989,8,618.744,411.226,173.033,6,0.174533448547388,1.04720069128433
2,"A",22,1,1968,2,1,1,1990,9,1058.164,780.542,76.423,3,0.662323889338987,1.98697166801696
2,"A",22,1,1968,2,1,1,1991,10,1163.066,664.972,238.47,4,0.54770089197196,2.19080356788784
2,"A",23,1,1968,4,3.4,1,1982,1,879.348,373.888,442.552,11,0.315338419338177,3.46872261271995
2,"A",23,1,1968,4,3.4,1,1983,2,858.012,550.926,194.164,11,0.142458283844532,1.56704112228986
2,"A",23,1,1968,4,3.4,1,1984,3,876.046,527.304,302.37,11,0.123323782337313,1.35656160571044
2,"A",23,1,1968,4,3.4,1,1985,4,993.648,502.92,230.85,9,0.114746196007881,1.03271576407093
2,"A",23,1,1968,4,3.4,1,1986,5,858.52,512.318,161.199,12,0.195491325323115,2.34589590387737
2,"A",23,1,1968,4,3.4,1,1987,6,578.612,379.984,136.627,3,0.335514141273397,1.00654242382019
2,"A",23,1,1968,4,3.4,1,1988,7,591.312,291.084,16.667,3,0.38358275031843,1.15074825095529
2,"A",23,1,1968,4,3.4,1,1989,8,618.744,411.226,128.366,2,0.507321101989962,1.01464220397992
2,"A",23,1,1968,4,3.4,1,1990,9,1058.164,780.542,87.1,4,0.356810437333665,1.42724174933466
2,"A",23,1,1968,4,3.4,1,1991,10,1163.066,664.972,242.234,4,0.255990344771968,1.02396137908787
2,"A",23,1,1968,4,3.4,1,1992,11,717.55,425.958,216.735,2,0.839212527843814,1.67842505568763
2,"A",23,1,1968,4,3.4,1,1993,12,1026.16,706.374,242.599,6,0.290868642171258,1.74521185302755
2,"A",23,1,1968,4,3.4,1,1994,13,797.052,488.696,101.71,3,0.603438660303873,1.81031598091162
2,"A",23,1,1968,4,3.4,1,1996,15,959.104,483.362,223.034,2,0.943263131006381,1.88652626201276
2,"A",23,1,1968,4,3.4,1,1997,16,690.626,463.296,85.336,4,0.466254157816212,1.86501663126485
2,"A",23,1,1968,4,3.4,1,1999,18,734.822,561.086,180.63,4,0.490525347343525,1.9621013893741
2,"A",23,1,1968,4,3.4,1,2000,19,599.694,354.33,137,2,0.881069818958206,1.76213963791641
2,"A",23,1,1968,4,3.4,1,2002,21,905.51,600.71,84.803,4,0.470185937609163,1.88074375043665
2,"A",23,1,1968,4,3.4,1,2004,23,857.504,512.064,149.6,2,0.528861750193773,1.05772350038755
2,"A",24,1,1968,3,2,1,1982,1,879.348,373.888,200.266,7,0.53641955363545,3.75493687544815
2,"A",24,1,1968,3,2,1,1983,2,858.012,550.926,206.434,9,0.119941010135468,1.07946909121921
2,"A",24,1,1968,3,2,1,1984,3,876.046,527.304,280.521,8,0.130804619039277,1.04643695231421
2,"A",24,1,1968,3,2,1,1985,4,993.648,502.92,239.024,9,0.121815694665411,1.0963412519887
2,"A",24,1,1968,3,2,1,1986,5,858.52,512.318,118.634,10,0.232068959378019,2.32068959378019
2,"A",24,1,1968,3,2,1,1987,6,578.612,379.984,113.408,3,0.335200342016167,1.0056010260485
2,"A",24,1,1968,3,2,1,1988,7,591.312,291.084,57.3,2,0.504213306758071,1.00842661351614
2,"A",24,1,1968,3,2,1,1989,8,618.744,411.226,194.733,3,0.382909286634472,1.14872785990342
2,"A",24,1,1968,3,2,1,1990,9,1058.164,780.542,64.957,4,0.31722699240591,1.26890796962364
2,"A",24,1,1968,3,2,1,1991,10,1163.066,664.972,269.566,3,0.563281663847134,1.6898449915414
2,"A",25,1,1968,6,9.5,1,1982,1,879.348,373.888,342.567,8,0.44975097415559,3.59800779324472
2,"A",25,1,1968,6,9.5,1,1983,2,858.012,550.926,391.1,5,0.201610707637355,1.00805353818677
2,"A",25,1,1968,6,9.5,1,1984,3,876.046,527.304,548.226,6,0.170500025821599,1.02300015492959
2,"A",25,1,1968,6,9.5,1,1985,4,993.648,502.92,324.198,5,0.22383160602304,1.1191580301152
2,"A",25,1,1968,6,9.5,1,1986,5,858.52,512.318,251.067,2,0.52072557845241,1.04145115690482
2,"A",25,1,1968,6,9.5,1,1987,6,578.612,379.984,265.973,2,0.619996162747603,1.23999232549521
2,"A",25,1,1968,6,9.5,1,1988,7,591.312,291.084,31.967,2,0.568801630619341,1.13760326123868
2,"A",25,1,1968,6,9.5,1,1989,8,618.744,411.226,336.633,2,0.59182202822134,1.18364405644268
2,"A",25,1,1968,6,9.5,1,1990,9,1058.164,780.542,152.537,3,0.526170429444398,1.5785112883332
2,"A",25,1,1968,6,9.5,1,1991,10,1163.066,664.972,332.133,2,0.65259043834459,1.30518087668918
2,"A",26,1,1968,4,3.4,1,1982,1,879.348,373.888,254.18,8,0.348332316620808,2.78665853296647
2,"A",26,1,1968,4,3.4,1,1983,2,858.012,550.926,315.52,9,0.132893837901924,1.19604454111731
2,"A",26,1,1968,4,3.4,1,1984,3,876.046,527.304,458.016,9,0.12641218554248,1.13770966988232
2,"A",26,1,1968,4,3.4,1,1985,4,993.648,502.92,209.537,5,0.201542116786659,1.0077105839333
2,"A",26,1,1968,4,3.4,1,1986,5,858.52,512.318,161.066,8,0.194436098593908,1.55548878875126
2,"A",26,1,1968,4,3.4,1,1987,6,578.612,379.984,197.781,2,0.500035395187222,1.00007079037444
2,"A",26,1,1968,4,3.4,1,1988,7,591.312,291.084,31.167,2,0.998437367050483,1.99687473410097
2,"A",26,1,1968,4,3.4,1,1989,8,618.744,411.226,144.867,2,0.609594320247761,1.21918864049552
2,"A",26,1,1968,4,3.4,1,1990,9,1058.164,780.542,102.407,3,0.685722230949953,2.05716669284986
2,"A",26,1,1968,4,3.4,1,1991,10,1163.066,664.972,370.734,2,0.943173668769317,1.88634733753863
2,"A",26,1,1968,4,3.4,1,1992,11,717.55,425.958,137.833,2,0.999705176539779,1.99941035307956
2,"A",26,1,1968,4,3.4,1,1993,12,1026.16,706.374,227.533,3,0.664879171888637,1.99463751566591
2,"A",26,1,1968,4,3.4,1,1994,13,797.052,488.696,22.467,2,0.999858788189808,1.99971757637962
2,"A",26,1,1968,4,3.4,1,1996,15,959.104,483.362,211.233,2,0.890601675507157,1.78120335101431
2,"A",26,1,1968,4,3.4,1,1997,16,690.626,463.296,193.233,3,0.752111954507442,2.25633586352233
2,"A",26,1,1968,4,3.4,1,1999,18,734.822,561.086,214.264,3,0.764040461913899,2.2921213857417
2,"A",26,1,1968,4,3.4,1,2000,19,599.694,354.33,220.234,4,0.734396056485417,2.93758422594167
2,"A",26,1,1968,4,3.4,1,2002,21,905.51,600.71,238.343,5,0.399125472086872,1.99562736043436
2,"A",26,1,1968,4,3.4,1,2004,23,857.504,512.064,110.62367,4,0.293020783786005,1.17208313514402
2,"A",27,1,1968,5,5.4,1,1982,1,879.348,373.888,501.092,6,0.763198596252178,4.57919157751307
2,"A",27,1,1968,5,5.4,1,1983,2,858.012,550.926,229.93,9,0.130160380147234,1.17144342132511
2,"A",27,1,1968,5,5.4,1,1984,3,876.046,527.304,458.796,10,0.112598937238483,1.12598937238483
2,"A",27,1,1968,5,5.4,1,1985,4,993.648,502.92,201.574,4,0.250514125128951,1.0020565005158
2,"A",27,1,1968,5,5.4,1,1986,5,858.52,512.318,105.303,4,0.27152367341797,1.08609469367188
2,"A",27,1,1968,5,5.4,1,1987,6,578.612,379.984,187.017,2,0.527545003149083,1.05509000629817
2,"A",27,1,1968,5,5.4,1,1988,7,591.312,291.084,15.367,2,0.845577894106545,1.69115578821309
2,"A",27,1,1968,5,5.4,1,1989,8,618.744,411.226,201.067,3,0.380992966508122,1.14297889952436
2,"A",27,1,1968,5,5.4,1,1990,9,1058.164,780.542,118.93,3,0.626922730369807,1.88076819110942
2,"A",27,1,1968,5,5.4,1,1991,10,1163.066,664.972,283.633,2,0.957122060931602,1.9142441218632
2,"A",28,1,1968,8,27.2,1,1982,1,879.348,373.888,509.033,5,0.446599599124012,2.23299799562006
2,"A",28,1,1968,8,27.2,1,1983,2,858.012,550.926,470.49,4,0.251517929351521,1.00607171740608
2,"A",28,1,1968,8,27.2,1,1984,3,876.046,527.304,585.08,2,0.500251310818018,1.00050262163604
2,"A",28,1,1968,8,27.2,1,1985,4,993.648,502.92,342.733,1,1,1
2,"A",28,1,1968,8,27.2,1,1986,5,858.52,512.318,289.367,1,1,1
2,"A",28,1,1968,8,27.2,1,1987,6,578.612,379.984,227.9,1,1,1
2,"A",28,1,1968,8,27.2,1,1988,7,591.312,291.084,17.666,2,0.513363069200963,1.02672613840193
2,"A",28,1,1968,8,27.2,1,1989,8,618.744,411.226,193.567,1,1,1
2,"A",28,1,1968,8,27.2,1,1990,9,1058.164,780.542,185.5,1,1,1
2,"A",28,1,1968,8,27.2,1,1991,10,1163.066,664.972,384.833,2,0.500259920498746,1.00051984099749
2,"A",29,1,1968,2,1,1,1982,1,879.348,373.888,191.388,8,0.387969282887064,3.10375426309651
2,"A",29,1,1968,2,1,1,1983,2,858.012,550.926,138.883,10,0.117777785876662,1.17777785876662
2,"A",29,1,1968,2,1,1,1984,3,876.046,527.304,265.469,10,0.13876006193947,1.3876006193947
2,"A",29,1,1968,2,1,1,1985,4,993.648,502.92,168.297,9,0.119387452278224,1.07448707050402
2,"A",29,1,1968,2,1,1,1986,5,858.52,512.318,201.474,14,0.155450258541831,2.17630361958563
2,"A",29,1,1968,2,1,1,1987,6,578.612,379.984,121.132,8,0.196205365146688,1.5696429211735
2,"A",29,1,1968,2,1,1,1988,7,591.312,291.084,32.767,4,0.514040635498843,2.05616254199537
2,"A",29,1,1968,2,1,1,1989,8,618.744,411.226,117.832,7,0.217685457466402,1.52379820226482
2,"A",29,1,1968,2,1,1,1990,9,1058.164,780.542,72.07,5,0.386902878549025,1.93451439274512
2,"A",29,1,1968,2,1,1,1991,10,1163.066,664.972,214,10,0.206232939655418,2.06232939655418
2,"A",31,1,1968,8,27.2,1,1982,1,879.348,373.888,336.71,8,0.428062486136297,3.42449988909038
2,"A",31,1,1968,8,27.2,1,1983,2,858.012,550.926,450.3,1,1,1
2,"A",31,1,1968,8,27.2,1,1984,3,876.046,527.304,617.5,1,1,1
2,"A",31,1,1968,8,27.2,1,1985,4,993.648,502.92,420.333,1,1,1
2,"A",31,1,1968,8,27.2,1,1986,5,858.52,512.318,318.67,2,0.500009414216093,1.00001882843219
2,"A",31,1,1968,8,27.2,1,1987,6,578.612,379.984,287.933,1,1,1
2,"A",31,1,1968,8,27.2,1,1988,7,591.312,291.084,34.533,1,1,1
2,"A",31,1,1968,8,27.2,1,1989,8,618.744,411.226,433.633,2,0.501230660800638,1.00246132160128
2,"A",31,1,1968,8,27.2,1,1990,9,1058.164,780.542,142.267,1,1,1
2,"A",31,1,1968,8,27.2,1,1991,10,1163.066,664.972,440.6,2,0.50083364887445,1.0016672977489
2,"A",32,1,1968,7,17,1,1982,1,879.348,373.888,396.08,7,0.405428962011728,2.83800273408209
2,"A",32,1,1968,7,17,1,1983,2,858.012,550.926,451.966,3,0.341670807393329,1.02501242217999
2,"A",32,1,1968,7,17,1,1984,3,876.046,527.304,486.78,3,0.398321366574598,1.1949640997238
2,"A",32,1,1968,7,17,1,1985,4,993.648,502.92,359.363,2,0.500083488017496,1.00016697603499
2,"A",32,1,1968,7,17,1,1986,5,858.52,512.318,264.069,2,0.500124984375001,1.00024996875
2,"A",32,1,1968,7,17,1,1987,6,578.612,379.984,362.543,2,0.500670714575447,1.00134142915089
2,"A",32,1,1968,7,17,1,1988,7,591.312,291.084,41.467,2,0.522174605969069,1.04434921193814
2,"A",32,1,1968,7,17,1,1989,8,618.744,411.226,238.366,2,0.50013846172946,1.00027692345892
2,"A",32,1,1968,7,17,1,1990,9,1058.164,780.542,153.734,2,0.518322353773475,1.03664470754695
2,"A",32,1,1968,7,17,1,1991,10,1163.066,664.972,420.1,1,1,1
2,"A",33,1,1968,6,9.5,1,1982,1,879.348,373.888,289.236,9,0.482616651242925,4.34354986118632
2,"A",33,1,1968,6,9.5,1,1983,2,858.012,550.926,317.111,8,0.19301709086397,1.54413672691176
2,"A",33,1,1968,6,9.5,1,1984,3,876.046,527.304,671.166,9,0.125540750624368,1.12986675561931
2,"A",33,1,1968,6,9.5,1,1985,4,993.648,502.92,298.269,7,0.15032423639212,1.05226965474484
2,"A",33,1,1968,6,9.5,1,1986,5,858.52,512.318,266.36,2,0.500725108291125,1.00145021658225
2,"A",33,1,1968,6,9.5,1,1987,6,578.612,379.984,331.637,2,0.500211118708677,1.00042223741735
2,"A",33,1,1968,6,9.5,1,1988,7,591.312,291.084,18.1,1,1,1
2,"A",33,1,1968,6,9.5,1,1989,8,618.744,411.226,199.333,1,1,1
2,"A",33,1,1968,6,9.5,1,1990,9,1058.164,780.542,160.677,2,0.501726927518119,1.00345385503624
2,"A",33,1,1968,6,9.5,1,1991,10,1163.066,664.972,422.567,3,0.333649047823179,1.00094714346954
2,"A",35,1,1968,2,1,1,1982,1,879.348,373.888,187.43,6,0.481491897987757,2.88895138792654
2,"A",35,1,1968,2,1,1,1983,2,858.012,550.926,157.434,5,0.269157908540464,1.34578954270232
2,"A",35,1,1968,2,1,1,1984,3,876.046,527.304,275.602,6,0.173612224076277,1.04167334445766
2,"A",35,1,1968,2,1,1,1985,4,993.648,502.92,183.263,7,0.151339820497081,1.05937874347957
2,"A",35,1,1968,2,1,1,1986,5,858.52,512.318,162.58,9,0.157482063349018,1.41733857014117
2,"A",35,1,1968,2,1,1,1987,6,578.612,379.984,113.934,4,0.251659522642146,1.00663809056858
2,"A",35,1,1968,2,1,1,1988,7,591.312,291.084,45.9,2,0.518518341053481,1.03703668210696
2,"A",35,1,1968,2,1,1,1989,8,618.744,411.226,156.867,3,0.432152506606153,1.29645751981846
2,"A",35,1,1968,2,1,1,1990,9,1058.164,780.542,96.24,6,0.194870610544262,1.16922366326557
2,"A",35,1,1968,2,1,1,1991,10,1163.066,664.972,214.574,6,0.215598709653864,1.29359225792318
2,"A",35,1,1968,2,1,1,1992,11,717.55,425.958,116.067,3,0.579350881654372,1.73805264496312
2,"A",35,1,1968,2,1,1,1993,12,1026.16,706.374,194.593,7,0.385102243182477,2.69571570227734
2,"A",35,1,1968,2,1,1,1994,13,797.052,488.696,103.746,3,0.651776512569828,1.95532953770949
2,"A",35,1,1968,2,1,1,1996,15,959.104,483.362,268.24,4,0.471807348681019,1.88722939472408
2,"A",35,1,1968,2,1,1,1997,16,690.626,463.296,137.673,4,0.57023063040466,2.28092252161864
2,"A",35,1,1968,2,1,1,1999,18,734.822,561.086,247.067,4,0.502557269387365,2.01022907754946
2,"A",35,1,1968,2,1,1,2000,19,599.694,354.33,82.4,2,0.999523038421905,1.99904607684381
2,"A",35,1,1968,2,1,1,2002,21,905.51,600.71,137.667,2,0.832880015404923,1.66576003080985
2,"A",35,1,1968,2,1,1,2004,23,857.504,512.064,98.7333,3,0.487409582407911,1.46222874722373
2,"A",36,1,1968,3,2,1,1982,1,879.348,373.888,357.317,12,0.387957404089903,4.65548884907884
2,"A",36,1,1968,3,2,1,1983,2,858.012,550.926,189.332,11,0.156369122649249,1.72006034914174
2,"A",36,1,1968,3,2,1,1984,3,876.046,527.304,165.78,9,0.218759606254991,1.96883645629492
2,"A",36,1,1968,3,2,1,1985,4,993.648,502.92,167.181,10,0.113947801177884,1.13947801177884
2,"A",36,1,1968,3,2,1,1986,5,858.52,512.318,160.132,13,0.178346793836884,2.31850831987949
2,"A",36,1,1968,3,2,1,1987,6,578.612,379.984,126.469,3,0.335465910367098,1.00639773110129
2,"A",36,1,1968,3,2,1,1988,7,591.312,291.084,37.1,3,0.570358493537408,1.71107548061222
2,"A",36,1,1968,3,2,1,1989,8,618.744,411.226,143.2,2,0.52773229368784,1.05546458737568
2,"A",36,1,1968,3,2,1,1990,9,1058.164,780.542,75.89,6,0.194292587211652,1.16575552326991
2,"A",36,1,1968,3,2,1,1991,10,1163.066,664.972,203.534,7,0.300788765065924,2.10552135546147
2,"A",37,1,1968,9,0,0,1982,1,879.348,373.888,204.974,10,0.352809797531163,3.52809797531163
2,"A",37,1,1968,9,0,0,1983,2,858.012,550.926,135.502,11,0.139442963888035,1.53387260276839
2,"A",37,1,1968,9,0,0,1984,3,876.046,527.304,249.573,6,0.199906119362745,1.19943671617647
2,"A",37,1,1968,9,0,0,1985,4,993.648,502.92,167.107,9,0.127963948100927,1.15167553290834
2,"A",37,1,1968,9,0,0,1986,5,858.52,512.318,163.783,17,0.0766013893403291,1.30222361878559
2,"A",37,1,1968,9,0,0,1987,6,578.612,379.984,173.117,12,0.113248478891511,1.35898174669814
2,"A",37,1,1968,9,0,0,1988,7,591.312,291.084,56.7,4,0.378536210247966,1.51414484099186
2,"A",37,1,1968,9,0,0,1989,8,618.744,411.226,156.801,5,0.318039529376521,1.59019764688261
2,"A",37,1,1968,9,0,0,1990,9,1058.164,780.542,95.96,6,0.346313907543343,2.07788344526006
2,"A",37,1,1968,9,0,0,1991,10,1163.066,664.972,195.844,10,0.226529135777525,2.26529135777525
2,"A",37,1,1968,9,0,0,1992,11,717.55,425.958,122.834,5,0.371276376399414,1.85638188199707
2,"A",37,1,1968,9,0,0,1993,12,1026.16,706.374,196.4,10,0.187171561911093,1.87171561911093
2,"A",37,1,1968,9,0,0,1994,13,797.052,488.696,132.504,4,0.399540857895022,1.59816343158009
2,"A",37,1,1968,9,0,0,1996,15,959.104,483.362,155.126,5,0.404365956319937,2.02182978159969
2,"A",37,1,1968,9,0,0,1997,16,690.626,463.296,112.479,7,0.351228070124236,2.45859649086965
2,"A",37,1,1968,9,0,0,1999,18,734.822,561.086,184.209,7,0.464663288045116,3.25264301631581
2,"A",37,1,1968,9,0,0,2000,19,599.694,354.33,112.981,6,0.578301238005791,3.46980742803474
2,"A",37,1,1968,9,0,0,2002,21,905.51,600.71,138.475,7,0.390869446241932,2.73608612369353
