"field","exp","plot","year","disk","disk.trt","ntrt","nadd","trt","other.add","dur","functional.group","mass.above"
"A",2,43,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"C3",289.93
"A",2,43,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"C3",12.367
"A",2,43,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"C3",531.767
"A",2,43,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"C3",129.433
"A",2,43,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"C3",297.133
"A",2,43,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"C4",0.033
"A",2,43,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"C3",135.2
"A",2,43,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"C3",433.433
"A",2,43,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"F",0.1
"A",2,43,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"C3",99
"A",2,43,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"F",18.033
"A",2,43,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"C3",221.734
"A",2,43,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"C3",16.833
"A",2,43,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"F",165.467
"A",2,43,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"C3",362.33
"A",2,43,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"C3",67.033
"A",2,43,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"C4",1.033
"A",2,43,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"F",211.867
"A",2,43,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"C3",232.6
"A",2,43,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"F",137.997
"A",2,43,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"C3",143.033
"A",2,43,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"F",8.16334
"A",2,44,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"C3",203.063
"A",2,44,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"C4",1.523
"A",2,44,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"F",244.438
"A",2,44,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"S",1.22
"A",2,44,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"C3",491.034
"A",2,44,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"C4",0.013
"A",2,44,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"F",4.899
"A",2,44,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"C3",467.353
"A",2,44,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"C3",361.067
"A",2,44,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"C3",281.567
"A",2,44,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"C3",243.933
"A",2,44,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"F",4.967
"A",2,44,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"C3",38.633
"A",2,44,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"C3",313.8
"A",2,44,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"C3",106.2
"A",2,44,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"C3",315.467
"A",2,50,1982,1,"Disturbed",9,0,"1. Control",0,1,"C3",26.867
"A",2,50,1982,1,"Disturbed",9,0,"1. Control",0,1,"C4",65.531
"A",2,50,1982,1,"Disturbed",9,0,"1. Control",0,1,"F",55.633
"A",2,50,1983,1,"Disturbed",9,0,"1. Control",0,2,"C3",119.467
"A",2,50,1983,1,"Disturbed",9,0,"1. Control",0,2,"C4",0.233
"A",2,50,1983,1,"Disturbed",9,0,"1. Control",0,2,"F",16.466
"A",2,50,1983,1,"Disturbed",9,0,"1. Control",0,2,"L",6.876
"A",2,50,1984,1,"Disturbed",9,0,"1. Control",0,3,"C3",144.617
"A",2,50,1984,1,"Disturbed",9,0,"1. Control",0,3,"C4",0.84
"A",2,50,1984,1,"Disturbed",9,0,"1. Control",0,3,"F",4.057
"A",2,50,1985,1,"Disturbed",9,0,"1. Control",0,4,"C3",100.6
"A",2,50,1985,1,"Disturbed",9,0,"1. Control",0,4,"C4",0.043
"A",2,50,1985,1,"Disturbed",9,0,"1. Control",0,4,"F",7.617
"A",2,50,1985,1,"Disturbed",9,0,"1. Control",0,4,"S",0.07
"A",2,50,1986,1,"Disturbed",9,0,"1. Control",0,5,"C3",52.623
"A",2,50,1986,1,"Disturbed",9,0,"1. Control",0,5,"C4",0.899
"A",2,50,1986,1,"Disturbed",9,0,"1. Control",0,5,"F",14.73
"A",2,50,1986,1,"Disturbed",9,0,"1. Control",0,5,"L",3.067
"A",2,50,1987,1,"Disturbed",9,0,"1. Control",0,6,"C3",117.157
"A",2,50,1987,1,"Disturbed",9,0,"1. Control",0,6,"C4",0.457
"A",2,50,1987,1,"Disturbed",9,0,"1. Control",0,6,"F",12.42
"A",2,50,1987,1,"Disturbed",9,0,"1. Control",0,6,"L",1.277
"A",2,50,1988,1,"Disturbed",9,0,"1. Control",0,7,"C3",22.5
"A",2,50,1988,1,"Disturbed",9,0,"1. Control",0,7,"F",0.233
"A",2,50,1989,1,"Disturbed",9,0,"1. Control",0,8,"C3",162.1
"A",2,50,1990,1,"Disturbed",9,0,"1. Control",0,9,"C3",44.06
"A",2,50,1990,1,"Disturbed",9,0,"1. Control",0,9,"C4",0.087
"A",2,50,1990,1,"Disturbed",9,0,"1. Control",0,9,"F",2.443
"A",2,50,1991,1,"Disturbed",9,0,"1. Control",0,10,"C3",185.1
"A",2,50,1991,1,"Disturbed",9,0,"1. Control",0,10,"C4",0.233
"A",2,50,1991,1,"Disturbed",9,0,"1. Control",0,10,"F",2.662
"A",2,50,1992,1,"Disturbed",9,0,"1. Control",0,11,"C3",76.433
"A",2,50,1992,1,"Disturbed",9,0,"1. Control",0,11,"C4",0.3
"A",2,50,1992,1,"Disturbed",9,0,"1. Control",0,11,"F",0.4
"A",2,50,1993,1,"Disturbed",9,0,"1. Control",0,12,"C3",156.8
"A",2,50,1993,1,"Disturbed",9,0,"1. Control",0,12,"C4",0.823
"A",2,50,1993,1,"Disturbed",9,0,"1. Control",0,12,"F",9.933
"A",2,50,1994,1,"Disturbed",9,0,"1. Control",0,13,"C3",140.303
"A",2,50,1994,1,"Disturbed",9,0,"1. Control",0,13,"F",1.423
"A",2,50,1996,1,"Disturbed",9,0,"1. Control",0,15,"C3",118.833
"A",2,50,1996,1,"Disturbed",9,0,"1. Control",0,15,"C4",37.027
"A",2,50,1997,1,"Disturbed",9,0,"1. Control",0,16,"C3",59.633
"A",2,50,1997,1,"Disturbed",9,0,"1. Control",0,16,"F",12.5
"A",2,50,1999,1,"Disturbed",9,0,"1. Control",0,18,"C3",89.234
"A",2,50,1999,1,"Disturbed",9,0,"1. Control",0,18,"C4",65.09
"A",2,50,1999,1,"Disturbed",9,0,"1. Control",0,18,"F",36.393
"A",2,50,2000,1,"Disturbed",9,0,"1. Control",0,19,"C3",92.5
"A",2,50,2000,1,"Disturbed",9,0,"1. Control",0,19,"C4",30.633
"A",2,50,2000,1,"Disturbed",9,0,"1. Control",0,19,"F",12.02
"A",2,50,2002,1,"Disturbed",9,0,"1. Control",0,21,"C3",66.173
"A",2,50,2002,1,"Disturbed",9,0,"1. Control",0,21,"C4",18.327
"A",2,50,2002,1,"Disturbed",9,0,"1. Control",0,21,"F",21.09
"A",2,50,2002,1,"Disturbed",9,0,"1. Control",0,21,"L",0.157
"A",2,50,2004,1,"Disturbed",9,0,"1. Control",0,23,"C3",31.4333
"A",2,50,2004,1,"Disturbed",9,0,"1. Control",0,23,"C4",73.3
"A",2,50,2004,1,"Disturbed",9,0,"1. Control",0,23,"F",0.26667
"A",2,50,2004,1,"Disturbed",9,0,"1. Control",0,23,"L",0.56667
"A",2,52,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"C3",88.467
"A",2,52,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"C4",125.764
"A",2,52,1982,1,"Disturbed",8,27.2,"2. NPK+",1,1,"F",393.333
"A",2,52,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"C3",801.667
"A",2,52,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"C4",0.013
"A",2,52,1983,1,"Disturbed",8,27.2,"2. NPK+",1,2,"F",0.077
"A",2,52,1984,1,"Disturbed",8,27.2,"2. NPK+",1,3,"C3",457.5
"A",2,52,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"C3",402.2
"A",2,52,1985,1,"Disturbed",8,27.2,"2. NPK+",1,4,"F",0.597
"A",2,52,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"C3",224.167
"A",2,52,1986,1,"Disturbed",8,27.2,"2. NPK+",1,5,"F",0.033
"A",2,52,1987,1,"Disturbed",8,27.2,"2. NPK+",1,6,"C3",212.233
"A",2,52,1988,1,"Disturbed",8,27.2,"2. NPK+",1,7,"C3",29.3
"A",2,52,1989,1,"Disturbed",8,27.2,"2. NPK+",1,8,"C3",138.7
"A",2,52,1990,1,"Disturbed",8,27.2,"2. NPK+",1,9,"C3",123.97
"A",2,52,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"C3",355.7
"A",2,52,1991,1,"Disturbed",8,27.2,"2. NPK+",1,10,"C4",0.023
"A",2,52,1992,1,"Disturbed",8,27.2,"2. NPK+",1,11,"C3",141.533
"A",2,52,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"C3",390.6
"A",2,52,1993,1,"Disturbed",8,27.2,"2. NPK+",1,12,"F",168.967
"A",2,52,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"C3",73.094
"A",2,52,1994,1,"Disturbed",8,27.2,"2. NPK+",1,13,"F",0.273
"A",2,52,1996,1,"Disturbed",8,27.2,"2. NPK+",1,15,"C3",137
"A",2,52,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"C3",46.834
"A",2,52,1997,1,"Disturbed",8,27.2,"2. NPK+",1,16,"F",696.833
"A",2,52,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"C3",296.74
"A",2,52,1999,1,"Disturbed",8,27.2,"2. NPK+",1,18,"F",61.2
"A",2,52,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"C3",271.4
"A",2,52,2000,1,"Disturbed",8,27.2,"2. NPK+",1,19,"F",19.433
"A",2,52,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"C3",290.004
"A",2,52,2002,1,"Disturbed",8,27.2,"2. NPK+",1,21,"F",0.06
"A",2,52,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"C3",211.61967
"A",2,52,2004,1,"Disturbed",8,27.2,"2. NPK+",1,23,"F",0.00667
"B",1,3,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"C3",27.617
"B",1,3,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"C4",208.473
"B",1,3,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"F",132.013
"B",1,3,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"S",0.75
"B",1,3,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"C3",126.9
"B",1,3,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"C4",395.4
"B",1,3,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"F",39.334
"B",1,3,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"C3",183.203
"B",1,3,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"C4",78.36
"B",1,3,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"C3",146.69
"B",1,3,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"C4",98.133
"B",1,3,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"F",56.767
"B",1,3,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"C3",169.73
"B",1,3,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"C4",79.71
"B",1,3,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"C3",349.86
"B",1,3,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"C4",49.933
"B",1,3,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"C3",18.3
"B",1,3,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"C4",4.7
"B",1,3,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"C3",354.933
"B",1,3,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"C3",233
"B",1,3,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"C3",220.97
"B",1,3,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"C3",504.53
"B",1,3,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"C3",313.637
"B",1,3,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"C3",302.183
"B",1,3,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"C3",545.13
"B",1,3,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"C3",339.637
"B",1,3,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"C4",0.213
"B",1,3,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"C3",277.1
"B",1,3,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"C3",114.8
"B",1,3,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"C3",221.773
"B",1,3,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"C3",270.897
"B",1,3,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"C3",391.323
"B",1,3,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"C3",324.467
"B",1,3,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"C3",123.93
"B",1,3,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"S",9.667
"B",1,3,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"C3",156.1
"B",1,3,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"S",6.69
"B",1,4,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"C3",26.824
"B",1,4,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"C4",236.277
"B",1,4,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"F",73.127
"B",1,4,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"S",0.157
"B",1,4,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"C3",178.667
"B",1,4,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"C4",699.67
"B",1,4,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"F",0.077
"B",1,4,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"C3",211.63
"B",1,4,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"C4",65
"B",1,4,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"C3",605.8
"B",1,4,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"C4",14.107
"B",1,4,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"C3",476.533
"B",1,4,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"C4",0.833
"B",1,4,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"C3",544.467
"B",1,4,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"C3",167.897
"B",1,4,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"C4",0.033
"B",1,4,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"C3",379
"B",1,4,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"C3",316.503
"B",1,4,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"C3",347.52
"B",1,4,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"C3",332.97
"B",1,4,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"F",7.027
"B",1,4,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"C3",583.937
"B",1,4,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"C3",425.13
"B",1,4,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"C3",643.567
"B",1,4,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"F",0.002
"B",1,4,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"C3",435.83
"B",1,4,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"C3",252.897
"B",1,4,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"C3",271.937
"B",1,4,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"C3",326.523
"B",1,4,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"C3",321.037
"B",1,4,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"C3",263.103
"B",1,4,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"F",2.533
"B",1,4,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"C3",263.637
"B",1,4,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"C3",136.83
"B",1,4,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"C3",243.78
"B",1,4,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"S",0.76
"B",1,6,1982,0,"Intact",9,0,"1. Control",0,1,"C3",31.177
"B",1,6,1982,0,"Intact",9,0,"1. Control",0,1,"C4",124.817
"B",1,6,1982,0,"Intact",9,0,"1. Control",0,1,"F",8.116
"B",1,6,1983,0,"Intact",9,0,"1. Control",0,2,"C3",8.8
"B",1,6,1983,0,"Intact",9,0,"1. Control",0,2,"C4",78.333
"B",1,6,1983,0,"Intact",9,0,"1. Control",0,2,"F",0.333
"B",1,6,1983,0,"Intact",9,0,"1. Control",0,2,"S",3.167
"B",1,6,1984,0,"Intact",9,0,"1. Control",0,3,"C3",6.203
"B",1,6,1984,0,"Intact",9,0,"1. Control",0,3,"C4",41.1
"B",1,6,1984,0,"Intact",9,0,"1. Control",0,3,"F",1.573
"B",1,6,1984,0,"Intact",9,0,"1. Control",0,3,"S",1.633
"B",1,6,1985,0,"Intact",9,0,"1. Control",0,4,"C3",43.533
"B",1,6,1985,0,"Intact",9,0,"1. Control",0,4,"C4",95.067
"B",1,6,1985,0,"Intact",9,0,"1. Control",0,4,"F",1.407
"B",1,6,1986,0,"Intact",9,0,"1. Control",0,5,"C3",7.434
"B",1,6,1986,0,"Intact",9,0,"1. Control",0,5,"C4",83.4
"B",1,6,1986,0,"Intact",9,0,"1. Control",0,5,"F",2.867
"B",1,6,1987,0,"Intact",9,0,"1. Control",0,6,"C3",34
"B",1,6,1987,0,"Intact",9,0,"1. Control",0,6,"C4",90.633
"B",1,6,1987,0,"Intact",9,0,"1. Control",0,6,"F",3.799
"B",1,6,1988,0,"Intact",9,0,"1. Control",0,7,"C3",1.833
"B",1,6,1988,0,"Intact",9,0,"1. Control",0,7,"C4",80.8
"B",1,6,1988,0,"Intact",9,0,"1. Control",0,7,"F",4.033
"B",1,6,1989,0,"Intact",9,0,"1. Control",0,8,"C3",17.967
"B",1,6,1989,0,"Intact",9,0,"1. Control",0,8,"C4",92.433
"B",1,6,1989,0,"Intact",9,0,"1. Control",0,8,"F",5.233
"B",1,6,1990,0,"Intact",9,0,"1. Control",0,9,"C3",0.667
"B",1,6,1990,0,"Intact",9,0,"1. Control",0,9,"C4",66.113
"B",1,6,1990,0,"Intact",9,0,"1. Control",0,9,"F",0.863
"B",1,6,1991,0,"Intact",9,0,"1. Control",0,10,"C3",39.217
"B",1,6,1991,0,"Intact",9,0,"1. Control",0,10,"C4",88.013
"B",1,6,1991,0,"Intact",9,0,"1. Control",0,10,"F",1.42
"B",1,6,1992,0,"Intact",9,0,"1. Control",0,11,"C3",7.267
"B",1,6,1992,0,"Intact",9,0,"1. Control",0,11,"C4",132.83
"B",1,6,1992,0,"Intact",9,0,"1. Control",0,11,"F",5.09
"B",1,6,1992,0,"Intact",9,0,"1. Control",0,11,"S",0.097
"B",1,6,1993,0,"Intact",9,0,"1. Control",0,12,"C3",7.4
"B",1,6,1993,0,"Intact",9,0,"1. Control",0,12,"C4",101.7
"B",1,6,1993,0,"Intact",9,0,"1. Control",0,12,"F",2.526
"B",1,6,1994,0,"Intact",9,0,"1. Control",0,13,"C3",32.134
"B",1,6,1994,0,"Intact",9,0,"1. Control",0,13,"C4",89.933
"B",1,6,1994,0,"Intact",9,0,"1. Control",0,13,"F",5.84
"B",1,6,1995,0,"Intact",9,0,"1. Control",0,14,"C3",10.4
"B",1,6,1995,0,"Intact",9,0,"1. Control",0,14,"C4",128.57
"B",1,6,1995,0,"Intact",9,0,"1. Control",0,14,"F",7.359
"B",1,6,1995,0,"Intact",9,0,"1. Control",0,14,"S",0.967
"B",1,6,1996,0,"Intact",9,0,"1. Control",0,15,"C3",35.256
"B",1,6,1996,0,"Intact",9,0,"1. Control",0,15,"C4",89.8
"B",1,6,1996,0,"Intact",9,0,"1. Control",0,15,"F",17.324
"B",1,6,1997,0,"Intact",9,0,"1. Control",0,16,"C3",4.4
"B",1,6,1997,0,"Intact",9,0,"1. Control",0,16,"C4",82.667
"B",1,6,1997,0,"Intact",9,0,"1. Control",0,16,"F",2.766
"B",1,6,1998,0,"Intact",9,0,"1. Control",0,17,"C3",17.333
"B",1,6,1998,0,"Intact",9,0,"1. Control",0,17,"C4",81.633
"B",1,6,1998,0,"Intact",9,0,"1. Control",0,17,"F",4.567
"B",1,6,1999,0,"Intact",9,0,"1. Control",0,18,"C3",12.247
"B",1,6,1999,0,"Intact",9,0,"1. Control",0,18,"C4",115.66
"B",1,6,1999,0,"Intact",9,0,"1. Control",0,18,"F",3.467
"B",1,6,2000,0,"Intact",9,0,"1. Control",0,19,"C3",16.533
"B",1,6,2000,0,"Intact",9,0,"1. Control",0,19,"C4",63.367
"B",1,6,2000,0,"Intact",9,0,"1. Control",0,19,"F",2.966
"B",1,6,2001,0,"Intact",9,0,"1. Control",0,20,"C3",14.333
"B",1,6,2001,0,"Intact",9,0,"1. Control",0,20,"C4",69.8
"B",1,6,2001,0,"Intact",9,0,"1. Control",0,20,"F",5.733
"B",1,6,2002,0,"Intact",9,0,"1. Control",0,21,"C3",10.3
"B",1,6,2002,0,"Intact",9,0,"1. Control",0,21,"C4",58.4
"B",1,6,2002,0,"Intact",9,0,"1. Control",0,21,"F",5.07
"B",1,6,2003,0,"Intact",9,0,"1. Control",0,22,"C3",20.267
"B",1,6,2003,0,"Intact",9,0,"1. Control",0,22,"C4",47.6
"B",1,6,2003,0,"Intact",9,0,"1. Control",0,22,"F",11.7
"B",1,6,2004,0,"Intact",9,0,"1. Control",0,23,"C3",11.4
"B",1,6,2004,0,"Intact",9,0,"1. Control",0,23,"C4",39.5997
"B",1,6,2004,0,"Intact",9,0,"1. Control",0,23,"F",3.6
"B",1,12,1982,0,"Intact",9,0,"1. Control",0,1,"C3",0.11
"B",1,12,1982,0,"Intact",9,0,"1. Control",0,1,"C4",122.03
"B",1,12,1982,0,"Intact",9,0,"1. Control",0,1,"F",10.361
"B",1,12,1982,0,"Intact",9,0,"1. Control",0,1,"S",0.267
"B",1,12,1983,0,"Intact",9,0,"1. Control",0,2,"C3",27.667
"B",1,12,1983,0,"Intact",9,0,"1. Control",0,2,"C4",85.033
"B",1,12,1983,0,"Intact",9,0,"1. Control",0,2,"F",2.029
"B",1,12,1983,0,"Intact",9,0,"1. Control",0,2,"S",0.3
"B",1,12,1984,0,"Intact",9,0,"1. Control",0,3,"C3",3.784
"B",1,12,1984,0,"Intact",9,0,"1. Control",0,3,"C4",84.767
"B",1,12,1984,0,"Intact",9,0,"1. Control",0,3,"F",2.443
"B",1,12,1984,0,"Intact",9,0,"1. Control",0,3,"S",0.587
"B",1,12,1985,0,"Intact",9,0,"1. Control",0,4,"C3",4.267
"B",1,12,1985,0,"Intact",9,0,"1. Control",0,4,"C4",58.287
"B",1,12,1985,0,"Intact",9,0,"1. Control",0,4,"F",6.113
"B",1,12,1986,0,"Intact",9,0,"1. Control",0,5,"C3",1.366
"B",1,12,1986,0,"Intact",9,0,"1. Control",0,5,"C4",86.2
"B",1,12,1986,0,"Intact",9,0,"1. Control",0,5,"F",14.967
"B",1,12,1986,0,"Intact",9,0,"1. Control",0,5,"S",1.7
"B",1,12,1987,0,"Intact",9,0,"1. Control",0,6,"C3",18.496
"B",1,12,1987,0,"Intact",9,0,"1. Control",0,6,"C4",116.07
"B",1,12,1987,0,"Intact",9,0,"1. Control",0,6,"F",4.69
"B",1,12,1988,0,"Intact",9,0,"1. Control",0,7,"C3",0.6
"B",1,12,1988,0,"Intact",9,0,"1. Control",0,7,"C4",51.967
"B",1,12,1988,0,"Intact",9,0,"1. Control",0,7,"F",7.067
"B",1,12,1989,0,"Intact",9,0,"1. Control",0,8,"C3",5.833
"B",1,12,1989,0,"Intact",9,0,"1. Control",0,8,"C4",70.733
"B",1,12,1989,0,"Intact",9,0,"1. Control",0,8,"F",0.967
"B",1,12,1990,0,"Intact",9,0,"1. Control",0,9,"C3",0.937
"B",1,12,1990,0,"Intact",9,0,"1. Control",0,9,"C4",66.167
"B",1,12,1990,0,"Intact",9,0,"1. Control",0,9,"F",0.033
"B",1,12,1990,0,"Intact",9,0,"1. Control",0,9,"S",0.337
"B",1,12,1991,0,"Intact",9,0,"1. Control",0,10,"C3",21.967
"B",1,12,1991,0,"Intact",9,0,"1. Control",0,10,"C4",62.233
"B",1,12,1991,0,"Intact",9,0,"1. Control",0,10,"F",3.249
"B",1,12,1992,0,"Intact",9,0,"1. Control",0,11,"C3",4.103
"B",1,12,1992,0,"Intact",9,0,"1. Control",0,11,"C4",42.903
"B",1,12,1992,0,"Intact",9,0,"1. Control",0,11,"F",5.747
"B",1,12,1993,0,"Intact",9,0,"1. Control",0,12,"C3",6.7
"B",1,12,1993,0,"Intact",9,0,"1. Control",0,12,"C4",82.834
"B",1,12,1993,0,"Intact",9,0,"1. Control",0,12,"F",18.534
"B",1,12,1994,0,"Intact",9,0,"1. Control",0,13,"C3",34.6
"B",1,12,1994,0,"Intact",9,0,"1. Control",0,13,"C4",71.667
"B",1,12,1994,0,"Intact",9,0,"1. Control",0,13,"F",6.567
"B",1,12,1995,0,"Intact",9,0,"1. Control",0,14,"C3",3.567
"B",1,12,1995,0,"Intact",9,0,"1. Control",0,14,"C4",78.966
"B",1,12,1995,0,"Intact",9,0,"1. Control",0,14,"F",3.225
"B",1,12,1996,0,"Intact",9,0,"1. Control",0,15,"C3",20.967
"B",1,12,1996,0,"Intact",9,0,"1. Control",0,15,"C4",78.033
"B",1,12,1996,0,"Intact",9,0,"1. Control",0,15,"F",3.367
"B",1,12,1997,0,"Intact",9,0,"1. Control",0,16,"C3",7.833
"B",1,12,1997,0,"Intact",9,0,"1. Control",0,16,"C4",72.133
"B",1,12,1997,0,"Intact",9,0,"1. Control",0,16,"F",1.4
"B",1,12,1998,0,"Intact",9,0,"1. Control",0,17,"C3",16.7
"B",1,12,1998,0,"Intact",9,0,"1. Control",0,17,"C4",108.3
"B",1,12,1998,0,"Intact",9,0,"1. Control",0,17,"F",1.4
"B",1,12,1999,0,"Intact",9,0,"1. Control",0,18,"C3",4.707
"B",1,12,1999,0,"Intact",9,0,"1. Control",0,18,"C4",69.293
"B",1,12,1999,0,"Intact",9,0,"1. Control",0,18,"F",3.274
"B",1,12,2000,0,"Intact",9,0,"1. Control",0,19,"C3",16.867
"B",1,12,2000,0,"Intact",9,0,"1. Control",0,19,"C4",56.3
"B",1,12,2000,0,"Intact",9,0,"1. Control",0,19,"F",1
"B",1,12,2001,0,"Intact",9,0,"1. Control",0,20,"C3",13.833
"B",1,12,2001,0,"Intact",9,0,"1. Control",0,20,"C4",62.833
"B",1,12,2001,0,"Intact",9,0,"1. Control",0,20,"F",10.2
