"field","exp","plot","year","disk","disk.trt","ntrt","trt","nadd","other.add","dur","duration","mass.above"
"A",2,2,1989,1,"Disturbed",9,"1. Control",0,0,8,"BIENNIAL",6.067
"A",2,2,1989,1,"Disturbed",9,"1. Control",0,0,8,"PERENNIAL",144.666
"A",2,2,1990,1,"Disturbed",9,"1. Control",0,0,9,"ANNUAL",0.51
"A",2,2,1990,1,"Disturbed",9,"1. Control",0,0,9,"BIENNIAL",0.973
"A",2,2,1990,1,"Disturbed",9,"1. Control",0,0,9,"PERENNIAL",54.56
"A",2,2,1991,1,"Disturbed",9,"1. Control",0,0,10,"ANNUAL",2.6
"A",2,2,1991,1,"Disturbed",9,"1. Control",0,0,10,"BIENNIAL",13.522
"A",2,2,1991,1,"Disturbed",9,"1. Control",0,0,10,"PERENNIAL",187.949
"A",2,3,1982,1,"Disturbed",9,"1. Control",0,0,1,"ANNUAL",27.85
"A",2,3,1982,1,"Disturbed",9,"1. Control",0,0,1,"BIENNIAL",1.8
"A",2,3,1982,1,"Disturbed",9,"1. Control",0,0,1,"PERENNIAL",187.266
"A",2,3,1983,1,"Disturbed",9,"1. Control",0,0,2,"ANNUAL",23.867
"A",2,3,1983,1,"Disturbed",9,"1. Control",0,0,2,"BIENNIAL",7.966
"A",2,3,1983,1,"Disturbed",9,"1. Control",0,0,2,"PERENNIAL",89.233
"A",2,3,1984,1,"Disturbed",9,"1. Control",0,0,3,"ANNUAL",3.583
"A",2,3,1984,1,"Disturbed",9,"1. Control",0,0,3,"BIENNIAL",1.833
"A",2,3,1984,1,"Disturbed",9,"1. Control",0,0,3,"PERENNIAL",144.333
"A",2,3,1985,1,"Disturbed",9,"1. Control",0,0,4,"ANNUAL",2.073
"A",2,3,1985,1,"Disturbed",9,"1. Control",0,0,4,"PERENNIAL",131.4
"A",2,3,1986,1,"Disturbed",9,"1. Control",0,0,5,"ANNUAL",25.134
"A",2,3,1986,1,"Disturbed",9,"1. Control",0,0,5,"BIENNIAL",3.467
"A",2,3,1986,1,"Disturbed",9,"1. Control",0,0,5,"PERENNIAL",65.533
"A",2,3,1987,1,"Disturbed",9,"1. Control",0,0,6,"ANNUAL",2.644
"A",2,3,1987,1,"Disturbed",9,"1. Control",0,0,6,"BIENNIAL",0.06
"A",2,3,1987,1,"Disturbed",9,"1. Control",0,0,6,"PERENNIAL",77.09
"A",2,3,1988,1,"Disturbed",9,"1. Control",0,0,7,"ANNUAL",0.1
"A",2,3,1988,1,"Disturbed",9,"1. Control",0,0,7,"BIENNIAL",0.1
"A",2,3,1988,1,"Disturbed",9,"1. Control",0,0,7,"PERENNIAL",37.566
"A",2,3,1989,1,"Disturbed",9,"1. Control",0,0,8,"ANNUAL",0.667
"A",2,3,1989,1,"Disturbed",9,"1. Control",0,0,8,"BIENNIAL",5.8
"A",2,3,1989,1,"Disturbed",9,"1. Control",0,0,8,"PERENNIAL",102.6
"A",2,3,1990,1,"Disturbed",9,"1. Control",0,0,9,"ANNUAL",2.687
"A",2,3,1990,1,"Disturbed",9,"1. Control",0,0,9,"BIENNIAL",9.6
"A",2,3,1990,1,"Disturbed",9,"1. Control",0,0,9,"PERENNIAL",24.96
"A",2,3,1991,1,"Disturbed",9,"1. Control",0,0,10,"ANNUAL",6.695
"A",2,3,1991,1,"Disturbed",9,"1. Control",0,0,10,"BIENNIAL",12.5
"A",2,3,1991,1,"Disturbed",9,"1. Control",0,0,10,"PERENNIAL",132.533
"A",2,3,1992,1,"Disturbed",9,"1. Control",0,0,11,"PERENNIAL",80.233
"A",2,3,1993,1,"Disturbed",9,"1. Control",0,0,12,"ANNUAL",0.218
"A",2,3,1993,1,"Disturbed",9,"1. Control",0,0,12,"BIENNIAL",4.867
"A",2,3,1993,1,"Disturbed",9,"1. Control",0,0,12,"PERENNIAL",119.667
"A",2,3,1994,1,"Disturbed",9,"1. Control",0,0,13,"ANNUAL",2.657
"A",2,3,1994,1,"Disturbed",9,"1. Control",0,0,13,"BIENNIAL",0.14
"A",2,3,1994,1,"Disturbed",9,"1. Control",0,0,13,"PERENNIAL",130.686
"A",2,3,1996,1,"Disturbed",9,"1. Control",0,0,15,"ANNUAL",0.043
"A",2,3,1996,1,"Disturbed",9,"1. Control",0,0,15,"BIENNIAL",0.003
"A",2,3,1996,1,"Disturbed",9,"1. Control",0,0,15,"PERENNIAL",170.61
"A",2,3,1997,1,"Disturbed",9,"1. Control",0,0,16,"ANNUAL",0.077
"A",2,3,1997,1,"Disturbed",9,"1. Control",0,0,16,"PERENNIAL",164.874
"A",2,3,1999,1,"Disturbed",9,"1. Control",0,0,18,"ANNUAL",0.08
"A",2,3,1999,1,"Disturbed",9,"1. Control",0,0,18,"PERENNIAL",160.404
"A",2,3,2000,1,"Disturbed",9,"1. Control",0,0,19,"PERENNIAL",131.634
"A",2,3,2002,1,"Disturbed",9,"1. Control",0,0,21,"BIENNIAL",2.387
"A",2,3,2002,1,"Disturbed",9,"1. Control",0,0,21,"PERENNIAL",154.217
"A",2,3,2004,1,"Disturbed",9,"1. Control",0,0,23,"ANNUAL",0.02667
"A",2,3,2004,1,"Disturbed",9,"1. Control",0,0,23,"BIENNIAL",0.33333
"A",2,3,2004,1,"Disturbed",9,"1. Control",0,0,23,"PERENNIAL",122.1
"A",2,5,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"ANNUAL",305.41
"A",2,5,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"BIENNIAL",0.673
"A",2,5,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"PERENNIAL",153
"A",2,5,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"PERENNIAL",444.2
"A",2,5,1984,1,"Disturbed",8,"2. NPK+",27.2,1,3,"PERENNIAL",647.733
"A",2,5,1985,1,"Disturbed",8,"2. NPK+",27.2,1,4,"PERENNIAL",410
"A",2,5,1986,1,"Disturbed",8,"2. NPK+",27.2,1,5,"PERENNIAL",248.067
"A",2,5,1987,1,"Disturbed",8,"2. NPK+",27.2,1,6,"PERENNIAL",277.6
"A",2,5,1988,1,"Disturbed",8,"2. NPK+",27.2,1,7,"PERENNIAL",23.767
"A",2,5,1989,1,"Disturbed",8,"2. NPK+",27.2,1,8,"PERENNIAL",344.767
"A",2,5,1990,1,"Disturbed",8,"2. NPK+",27.2,1,9,"PERENNIAL",164.3
"A",2,5,1991,1,"Disturbed",8,"2. NPK+",27.2,1,10,"PERENNIAL",512.567
"A",2,5,1992,1,"Disturbed",8,"2. NPK+",27.2,1,11,"PERENNIAL",145.667
"A",2,5,1993,1,"Disturbed",8,"2. NPK+",27.2,1,12,"ANNUAL",2.242
"A",2,5,1993,1,"Disturbed",8,"2. NPK+",27.2,1,12,"BIENNIAL",2.967
"A",2,5,1993,1,"Disturbed",8,"2. NPK+",27.2,1,12,"PERENNIAL",403.333
"A",2,5,1994,1,"Disturbed",8,"2. NPK+",27.2,1,13,"ANNUAL",0.1
"A",2,5,1994,1,"Disturbed",8,"2. NPK+",27.2,1,13,"BIENNIAL",10.3
"A",2,5,1994,1,"Disturbed",8,"2. NPK+",27.2,1,13,"PERENNIAL",84.467
"A",2,5,1996,1,"Disturbed",8,"2. NPK+",27.2,1,15,"PERENNIAL",170
"A",2,5,1997,1,"Disturbed",8,"2. NPK+",27.2,1,16,"ANNUAL",7.5
"A",2,5,1997,1,"Disturbed",8,"2. NPK+",27.2,1,16,"PERENNIAL",96.067
"A",2,5,1999,1,"Disturbed",8,"2. NPK+",27.2,1,18,"BIENNIAL",139.06
"A",2,5,1999,1,"Disturbed",8,"2. NPK+",27.2,1,18,"PERENNIAL",132.593
"A",2,5,2000,1,"Disturbed",8,"2. NPK+",27.2,1,19,"PERENNIAL",354.2
"A",2,5,2002,1,"Disturbed",8,"2. NPK+",27.2,1,21,"BIENNIAL",2.86
"A",2,5,2002,1,"Disturbed",8,"2. NPK+",27.2,1,21,"PERENNIAL",334.167
"A",2,5,2004,1,"Disturbed",8,"2. NPK+",27.2,1,23,"ANNUAL",0.06667
"A",2,5,2004,1,"Disturbed",8,"2. NPK+",27.2,1,23,"PERENNIAL",156.63333
"A",2,6,1982,1,"Disturbed",9,"1. Control",0,0,1,"ANNUAL",27.767
"A",2,6,1982,1,"Disturbed",9,"1. Control",0,0,1,"BIENNIAL",12.767
"A",2,6,1982,1,"Disturbed",9,"1. Control",0,0,1,"PERENNIAL",64.633
"A",2,6,1983,1,"Disturbed",9,"1. Control",0,0,2,"ANNUAL",39.743
"A",2,6,1983,1,"Disturbed",9,"1. Control",0,0,2,"BIENNIAL",44.833
"A",2,6,1983,1,"Disturbed",9,"1. Control",0,0,2,"PERENNIAL",120.833
"A",2,6,1984,1,"Disturbed",9,"1. Control",0,0,3,"ANNUAL",2.09
"A",2,6,1984,1,"Disturbed",9,"1. Control",0,0,3,"BIENNIAL",16.667
"A",2,6,1984,1,"Disturbed",9,"1. Control",0,0,3,"PERENNIAL",162.68
"A",2,6,1985,1,"Disturbed",9,"1. Control",0,0,4,"ANNUAL",2.233
"A",2,6,1985,1,"Disturbed",9,"1. Control",0,0,4,"BIENNIAL",10.467
"A",2,6,1985,1,"Disturbed",9,"1. Control",0,0,4,"PERENNIAL",83.967
"A",2,6,1986,1,"Disturbed",9,"1. Control",0,0,5,"ANNUAL",13.041
"A",2,6,1986,1,"Disturbed",9,"1. Control",0,0,5,"BIENNIAL",2.013
"A",2,6,1986,1,"Disturbed",9,"1. Control",0,0,5,"PERENNIAL",61.567
"A",2,6,1987,1,"Disturbed",9,"1. Control",0,0,6,"ANNUAL",0.903
"A",2,6,1987,1,"Disturbed",9,"1. Control",0,0,6,"BIENNIAL",6.133
"A",2,6,1987,1,"Disturbed",9,"1. Control",0,0,6,"PERENNIAL",100.01
"A",2,6,1988,1,"Disturbed",9,"1. Control",0,0,7,"BIENNIAL",80.934
"A",2,6,1988,1,"Disturbed",9,"1. Control",0,0,7,"PERENNIAL",39.166
"A",2,6,1989,1,"Disturbed",9,"1. Control",0,0,8,"ANNUAL",0.167
"A",2,6,1989,1,"Disturbed",9,"1. Control",0,0,8,"BIENNIAL",6.367
"A",2,6,1989,1,"Disturbed",9,"1. Control",0,0,8,"PERENNIAL",126.234
"A",2,6,1990,1,"Disturbed",9,"1. Control",0,0,9,"ANNUAL",4.867
"A",2,6,1990,1,"Disturbed",9,"1. Control",0,0,9,"BIENNIAL",4.31
"A",2,6,1990,1,"Disturbed",9,"1. Control",0,0,9,"PERENNIAL",50.486
"A",2,6,1991,1,"Disturbed",9,"1. Control",0,0,10,"ANNUAL",0.266
"A",2,6,1991,1,"Disturbed",9,"1. Control",0,0,10,"BIENNIAL",1.111
"A",2,6,1991,1,"Disturbed",9,"1. Control",0,0,10,"PERENNIAL",169.467
"A",2,7,1982,1,"Disturbed",9,"1. Control",0,0,1,"ANNUAL",14.956
"A",2,7,1982,1,"Disturbed",9,"1. Control",0,0,1,"PERENNIAL",58.566
"A",2,7,1983,1,"Disturbed",9,"1. Control",0,0,2,"ANNUAL",10.23
"A",2,7,1983,1,"Disturbed",9,"1. Control",0,0,2,"BIENNIAL",32.133
"A",2,7,1983,1,"Disturbed",9,"1. Control",0,0,2,"PERENNIAL",187.59
"A",2,7,1984,1,"Disturbed",9,"1. Control",0,0,3,"ANNUAL",3.293
"A",2,7,1984,1,"Disturbed",9,"1. Control",0,0,3,"BIENNIAL",4.753
"A",2,7,1984,1,"Disturbed",9,"1. Control",0,0,3,"PERENNIAL",281.77
"A",2,7,1985,1,"Disturbed",9,"1. Control",0,0,4,"ANNUAL",2.346
"A",2,7,1985,1,"Disturbed",9,"1. Control",0,0,4,"BIENNIAL",1.433
"A",2,7,1985,1,"Disturbed",9,"1. Control",0,0,4,"PERENNIAL",132.229
"A",2,7,1986,1,"Disturbed",9,"1. Control",0,0,5,"ANNUAL",0.373
"A",2,7,1986,1,"Disturbed",9,"1. Control",0,0,5,"BIENNIAL",0.067
"A",2,7,1986,1,"Disturbed",9,"1. Control",0,0,5,"PERENNIAL",173.119
"A",2,7,1987,1,"Disturbed",9,"1. Control",0,0,6,"ANNUAL",0.033
"A",2,7,1987,1,"Disturbed",9,"1. Control",0,0,6,"PERENNIAL",122.033
"A",2,7,1988,1,"Disturbed",9,"1. Control",0,0,7,"PERENNIAL",58.099
"A",2,7,1989,1,"Disturbed",9,"1. Control",0,0,8,"PERENNIAL",168.367
"A",2,7,1990,1,"Disturbed",9,"1. Control",0,0,9,"ANNUAL",0.067
"A",2,7,1990,1,"Disturbed",9,"1. Control",0,0,9,"PERENNIAL",99.92
"A",2,7,1991,1,"Disturbed",9,"1. Control",0,0,10,"ANNUAL",0.033
"A",2,7,1991,1,"Disturbed",9,"1. Control",0,0,10,"PERENNIAL",190.133
"A",2,28,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"ANNUAL",355.967
"A",2,28,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"BIENNIAL",10.933
"A",2,28,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"PERENNIAL",142.133
"A",2,28,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"ANNUAL",1.4
"A",2,28,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"BIENNIAL",0.023
"A",2,28,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"PERENNIAL",469.067
"A",2,28,1984,1,"Disturbed",8,"2. NPK+",27.2,1,3,"PERENNIAL",585.08
"A",2,28,1985,1,"Disturbed",8,"2. NPK+",27.2,1,4,"PERENNIAL",342.733
"A",2,28,1986,1,"Disturbed",8,"2. NPK+",27.2,1,5,"PERENNIAL",289.367
"A",2,28,1987,1,"Disturbed",8,"2. NPK+",27.2,1,6,"PERENNIAL",227.9
"A",2,28,1988,1,"Disturbed",8,"2. NPK+",27.2,1,7,"PERENNIAL",17.666
"A",2,28,1989,1,"Disturbed",8,"2. NPK+",27.2,1,8,"PERENNIAL",193.567
"A",2,28,1990,1,"Disturbed",8,"2. NPK+",27.2,1,9,"PERENNIAL",185.5
"A",2,28,1991,1,"Disturbed",8,"2. NPK+",27.2,1,10,"PERENNIAL",384.833
"A",2,31,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"ANNUAL",240.04
"A",2,31,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"BIENNIAL",0.037
"A",2,31,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"PERENNIAL",96.633
"A",2,31,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"PERENNIAL",450.3
"A",2,31,1984,1,"Disturbed",8,"2. NPK+",27.2,1,3,"PERENNIAL",617.5
"A",2,31,1985,1,"Disturbed",8,"2. NPK+",27.2,1,4,"PERENNIAL",420.333
"A",2,31,1986,1,"Disturbed",8,"2. NPK+",27.2,1,5,"ANNUAL",0.003
"A",2,31,1986,1,"Disturbed",8,"2. NPK+",27.2,1,5,"PERENNIAL",318.667
"A",2,31,1987,1,"Disturbed",8,"2. NPK+",27.2,1,6,"PERENNIAL",287.933
"A",2,31,1988,1,"Disturbed",8,"2. NPK+",27.2,1,7,"PERENNIAL",34.533
"A",2,31,1989,1,"Disturbed",8,"2. NPK+",27.2,1,8,"PERENNIAL",433.633
"A",2,31,1990,1,"Disturbed",8,"2. NPK+",27.2,1,9,"PERENNIAL",142.267
"A",2,31,1991,1,"Disturbed",8,"2. NPK+",27.2,1,10,"PERENNIAL",440.6
"A",2,37,1982,1,"Disturbed",9,"1. Control",0,0,1,"ANNUAL",116.02
"A",2,37,1982,1,"Disturbed",9,"1. Control",0,0,1,"BIENNIAL",25.387
"A",2,37,1982,1,"Disturbed",9,"1. Control",0,0,1,"PERENNIAL",63.567
"A",2,37,1983,1,"Disturbed",9,"1. Control",0,0,2,"ANNUAL",18.501
"A",2,37,1983,1,"Disturbed",9,"1. Control",0,0,2,"BIENNIAL",7.167
"A",2,37,1983,1,"Disturbed",9,"1. Control",0,0,2,"PERENNIAL",109.834
"A",2,37,1984,1,"Disturbed",9,"1. Control",0,0,3,"ANNUAL",0.58
"A",2,37,1984,1,"Disturbed",9,"1. Control",0,0,3,"BIENNIAL",16.933
"A",2,37,1984,1,"Disturbed",9,"1. Control",0,0,3,"PERENNIAL",232.06
"A",2,37,1985,1,"Disturbed",9,"1. Control",0,0,4,"ANNUAL",2.074
"A",2,37,1985,1,"Disturbed",9,"1. Control",0,0,4,"BIENNIAL",6.6
"A",2,37,1985,1,"Disturbed",9,"1. Control",0,0,4,"PERENNIAL",124.987
"A",2,37,1986,1,"Disturbed",9,"1. Control",0,0,5,"ANNUAL",6.53
"A",2,37,1986,1,"Disturbed",9,"1. Control",0,0,5,"BIENNIAL",4.104
"A",2,37,1986,1,"Disturbed",9,"1. Control",0,0,5,"PERENNIAL",108.966
"A",2,37,1987,1,"Disturbed",9,"1. Control",0,0,6,"ANNUAL",0.387
"A",2,37,1987,1,"Disturbed",9,"1. Control",0,0,6,"BIENNIAL",4.07
"A",2,37,1987,1,"Disturbed",9,"1. Control",0,0,6,"PERENNIAL",162.537
"A",2,37,1988,1,"Disturbed",9,"1. Control",0,0,7,"BIENNIAL",2.967
"A",2,37,1988,1,"Disturbed",9,"1. Control",0,0,7,"PERENNIAL",45.367
"A",2,37,1989,1,"Disturbed",9,"1. Control",0,0,8,"BIENNIAL",9.167
"A",2,37,1989,1,"Disturbed",9,"1. Control",0,0,8,"PERENNIAL",146.134
"A",2,37,1990,1,"Disturbed",9,"1. Control",0,0,9,"ANNUAL",0.154
"A",2,37,1990,1,"Disturbed",9,"1. Control",0,0,9,"BIENNIAL",1.95
"A",2,37,1990,1,"Disturbed",9,"1. Control",0,0,9,"PERENNIAL",82.406
"A",2,37,1991,1,"Disturbed",9,"1. Control",0,0,10,"ANNUAL",0.078
"A",2,37,1991,1,"Disturbed",9,"1. Control",0,0,10,"BIENNIAL",0.733
"A",2,37,1991,1,"Disturbed",9,"1. Control",0,0,10,"PERENNIAL",173.1
"A",2,37,1992,1,"Disturbed",9,"1. Control",0,0,11,"BIENNIAL",0.333
"A",2,37,1992,1,"Disturbed",9,"1. Control",0,0,11,"PERENNIAL",118.834
"A",2,37,1993,1,"Disturbed",9,"1. Control",0,0,12,"ANNUAL",0.008
"A",2,37,1993,1,"Disturbed",9,"1. Control",0,0,12,"BIENNIAL",0.794
"A",2,37,1993,1,"Disturbed",9,"1. Control",0,0,12,"PERENNIAL",171.967
"A",2,37,1994,1,"Disturbed",9,"1. Control",0,0,13,"PERENNIAL",125.837
"A",2,37,1996,1,"Disturbed",9,"1. Control",0,0,15,"BIENNIAL",0.027
"A",2,37,1996,1,"Disturbed",9,"1. Control",0,0,15,"PERENNIAL",152.399
"A",2,37,1997,1,"Disturbed",9,"1. Control",0,0,16,"ANNUAL",0.003
"A",2,37,1997,1,"Disturbed",9,"1. Control",0,0,16,"PERENNIAL",105.266
"A",2,37,1999,1,"Disturbed",9,"1. Control",0,0,18,"BIENNIAL",43.52
"A",2,37,1999,1,"Disturbed",9,"1. Control",0,0,18,"PERENNIAL",140.136
"A",2,37,2000,1,"Disturbed",9,"1. Control",0,0,19,"PERENNIAL",103.181
"A",2,37,2002,1,"Disturbed",9,"1. Control",0,0,21,"BIENNIAL",0.097
"A",2,37,2002,1,"Disturbed",9,"1. Control",0,0,21,"PERENNIAL",106.511
"A",2,37,2004,1,"Disturbed",9,"1. Control",0,0,23,"PERENNIAL",132.69993
"A",2,43,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"ANNUAL",345.76
"A",2,43,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"BIENNIAL",6.9
"A",2,43,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"PERENNIAL",213.367
"A",2,43,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"ANNUAL",1.4
"A",2,43,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"BIENNIAL",0.833
"A",2,43,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"PERENNIAL",405.167
"A",2,43,1984,1,"Disturbed",8,"2. NPK+",27.2,1,3,"ANNUAL",0.073
"A",2,43,1984,1,"Disturbed",8,"2. NPK+",27.2,1,3,"PERENNIAL",536.533
"A",2,43,1985,1,"Disturbed",8,"2. NPK+",27.2,1,4,"PERENNIAL",358.367
"A",2,43,1986,1,"Disturbed",8,"2. NPK+",27.2,1,5,"PERENNIAL",264.3
"A",2,43,1987,1,"Disturbed",8,"2. NPK+",27.2,1,6,"PERENNIAL",289.93
"A",2,43,1988,1,"Disturbed",8,"2. NPK+",27.2,1,7,"PERENNIAL",12.367
"A",2,43,1989,1,"Disturbed",8,"2. NPK+",27.2,1,8,"PERENNIAL",531.767
"A",2,43,1990,1,"Disturbed",8,"2. NPK+",27.2,1,9,"PERENNIAL",129.433
"A",2,43,1991,1,"Disturbed",8,"2. NPK+",27.2,1,10,"ANNUAL",0.033
"A",2,43,1991,1,"Disturbed",8,"2. NPK+",27.2,1,10,"PERENNIAL",297.133
"A",2,43,1992,1,"Disturbed",8,"2. NPK+",27.2,1,11,"PERENNIAL",135.2
"A",2,43,1993,1,"Disturbed",8,"2. NPK+",27.2,1,12,"PERENNIAL",433.533
"A",2,43,1994,1,"Disturbed",8,"2. NPK+",27.2,1,13,"ANNUAL",18.033
"A",2,43,1994,1,"Disturbed",8,"2. NPK+",27.2,1,13,"PERENNIAL",99
"A",2,43,1996,1,"Disturbed",8,"2. NPK+",27.2,1,15,"PERENNIAL",221.734
"A",2,43,1997,1,"Disturbed",8,"2. NPK+",27.2,1,16,"ANNUAL",165.467
"A",2,43,1997,1,"Disturbed",8,"2. NPK+",27.2,1,16,"PERENNIAL",16.833
"A",2,43,1999,1,"Disturbed",8,"2. NPK+",27.2,1,18,"PERENNIAL",362.33
"A",2,43,2000,1,"Disturbed",8,"2. NPK+",27.2,1,19,"ANNUAL",1.4
"A",2,43,2000,1,"Disturbed",8,"2. NPK+",27.2,1,19,"BIENNIAL",117.067
"A",2,43,2000,1,"Disturbed",8,"2. NPK+",27.2,1,19,"PERENNIAL",161.466
"A",2,43,2002,1,"Disturbed",8,"2. NPK+",27.2,1,21,"ANNUAL",1.163
"A",2,43,2002,1,"Disturbed",8,"2. NPK+",27.2,1,21,"BIENNIAL",134.167
"A",2,43,2002,1,"Disturbed",8,"2. NPK+",27.2,1,21,"PERENNIAL",235.267
"A",2,43,2004,1,"Disturbed",8,"2. NPK+",27.2,1,23,"ANNUAL",0.18667
"A",2,43,2004,1,"Disturbed",8,"2. NPK+",27.2,1,23,"PERENNIAL",151.00967
"A",2,44,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"ANNUAL",211.994
"A",2,44,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"BIENNIAL",10.067
"A",2,44,1982,1,"Disturbed",8,"2. NPK+",27.2,1,1,"PERENNIAL",228.183
"A",2,44,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"ANNUAL",0.046
"A",2,44,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"BIENNIAL",4.866
"A",2,44,1983,1,"Disturbed",8,"2. NPK+",27.2,1,2,"PERENNIAL",491.034
"A",2,44,1984,1,"Disturbed",8,"2. NPK+",27.2,1,3,"PERENNIAL",467.353
"A",2,44,1985,1,"Disturbed",8,"2. NPK+",27.2,1,4,"PERENNIAL",361.067
"A",2,44,1986,1,"Disturbed",8,"2. NPK+",27.2,1,5,"PERENNIAL",281.567
"A",2,44,1987,1,"Disturbed",8,"2. NPK+",27.2,1,6,"ANNUAL",4.967
"A",2,44,1987,1,"Disturbed",8,"2. NPK+",27.2,1,6,"PERENNIAL",243.933
"A",2,44,1988,1,"Disturbed",8,"2. NPK+",27.2,1,7,"PERENNIAL",38.633
"A",2,44,1989,1,"Disturbed",8,"2. NPK+",27.2,1,8,"PERENNIAL",313.8
"A",2,44,1990,1,"Disturbed",8,"2. NPK+",27.2,1,9,"PERENNIAL",106.2
"A",2,44,1991,1,"Disturbed",8,"2. NPK+",27.2,1,10,"PERENNIAL",315.467
"A",2,50,1982,1,"Disturbed",9,"1. Control",0,0,1,"ANNUAL",107.831
"A",2,50,1982,1,"Disturbed",9,"1. Control",0,0,1,"BIENNIAL",13.333
"A",2,50,1982,1,"Disturbed",9,"1. Control",0,0,1,"PERENNIAL",26.867
"A",2,50,1983,1,"Disturbed",9,"1. Control",0,0,2,"ANNUAL",5.466
"A",2,50,1983,1,"Disturbed",9,"1. Control",0,0,2,"BIENNIAL",11.233
"A",2,50,1983,1,"Disturbed",9,"1. Control",0,0,2,"PERENNIAL",126.343
"A",2,50,1984,1,"Disturbed",9,"1. Control",0,0,3,"ANNUAL",2.303
"A",2,50,1984,1,"Disturbed",9,"1. Control",0,0,3,"BIENNIAL",2.367
"A",2,50,1984,1,"Disturbed",9,"1. Control",0,0,3,"PERENNIAL",144.844
"A",2,50,1985,1,"Disturbed",9,"1. Control",0,0,4,"ANNUAL",0.46
"A",2,50,1985,1,"Disturbed",9,"1. Control",0,0,4,"BIENNIAL",5.167
"A",2,50,1985,1,"Disturbed",9,"1. Control",0,0,4,"PERENNIAL",102.703
"A",2,50,1986,1,"Disturbed",9,"1. Control",0,0,5,"ANNUAL",7.363
"A",2,50,1986,1,"Disturbed",9,"1. Control",0,0,5,"BIENNIAL",0.033
"A",2,50,1986,1,"Disturbed",9,"1. Control",0,0,5,"PERENNIAL",63.923
"A",2,50,1987,1,"Disturbed",9,"1. Control",0,0,6,"ANNUAL",0.5
"A",2,50,1987,1,"Disturbed",9,"1. Control",0,0,6,"BIENNIAL",3.447
"A",2,50,1987,1,"Disturbed",9,"1. Control",0,0,6,"PERENNIAL",127.364
"A",2,50,1988,1,"Disturbed",9,"1. Control",0,0,7,"BIENNIAL",0.1
"A",2,50,1988,1,"Disturbed",9,"1. Control",0,0,7,"PERENNIAL",22.633
"A",2,50,1989,1,"Disturbed",9,"1. Control",0,0,8,"PERENNIAL",162.1
"A",2,50,1990,1,"Disturbed",9,"1. Control",0,0,9,"ANNUAL",0.087
"A",2,50,1990,1,"Disturbed",9,"1. Control",0,0,9,"BIENNIAL",2.443
"A",2,50,1990,1,"Disturbed",9,"1. Control",0,0,9,"PERENNIAL",44.06
"A",2,50,1991,1,"Disturbed",9,"1. Control",0,0,10,"ANNUAL",0.261
"A",2,50,1991,1,"Disturbed",9,"1. Control",0,0,10,"BIENNIAL",1.867
"A",2,50,1991,1,"Disturbed",9,"1. Control",0,0,10,"PERENNIAL",185.867
"A",2,50,1992,1,"Disturbed",9,"1. Control",0,0,11,"ANNUAL",0.033
"A",2,50,1992,1,"Disturbed",9,"1. Control",0,0,11,"BIENNIAL",0.033
"A",2,50,1992,1,"Disturbed",9,"1. Control",0,0,11,"PERENNIAL",77.067
"A",2,50,1993,1,"Disturbed",9,"1. Control",0,0,12,"ANNUAL",0.423
"A",2,50,1993,1,"Disturbed",9,"1. Control",0,0,12,"BIENNIAL",8.466
"A",2,50,1993,1,"Disturbed",9,"1. Control",0,0,12,"PERENNIAL",158.667
"A",2,50,1994,1,"Disturbed",9,"1. Control",0,0,13,"BIENNIAL",1.423
"A",2,50,1994,1,"Disturbed",9,"1. Control",0,0,13,"PERENNIAL",140.303
"A",2,50,1996,1,"Disturbed",9,"1. Control",0,0,15,"ANNUAL",0.06
"A",2,50,1996,1,"Disturbed",9,"1. Control",0,0,15,"PERENNIAL",155.8
"A",2,50,1997,1,"Disturbed",9,"1. Control",0,0,16,"PERENNIAL",72.133
"A",2,50,1999,1,"Disturbed",9,"1. Control",0,0,18,"PERENNIAL",190.717
"A",2,50,2000,1,"Disturbed",9,"1. Control",0,0,19,"PERENNIAL",135.153
"A",2,50,2002,1,"Disturbed",9,"1. Control",0,0,21,"ANNUAL",0.043
