"field","exp","plot","year","disk","disk.trt","ntrt","trt","nadd","other.add","dur","duration","mass.above"
"A",1,20,1993,0,"Intact",9,"1. Control",0,0,12,"BIENNIAL",28.2
"A",1,20,1993,0,"Intact",9,"1. Control",0,0,12,"PERENNIAL",151.98
"A",1,20,1994,0,"Intact",9,"1. Control",0,0,13,"BIENNIAL",0.4
"A",1,20,1994,0,"Intact",9,"1. Control",0,0,13,"PERENNIAL",151.501
"A",1,20,1995,0,"Intact",9,"1. Control",0,0,14,"BIENNIAL",0.333
"A",1,20,1995,0,"Intact",9,"1. Control",0,0,14,"PERENNIAL",161.004
"A",1,20,1996,0,"Intact",9,"1. Control",0,0,15,"PERENNIAL",203.23
"A",1,20,1997,0,"Intact",9,"1. Control",0,0,16,"ANNUAL",0.023
"A",1,20,1997,0,"Intact",9,"1. Control",0,0,16,"PERENNIAL",116.467
"A",1,20,1998,0,"Intact",9,"1. Control",0,0,17,"ANNUAL",0.1
"A",1,20,1998,0,"Intact",9,"1. Control",0,0,17,"PERENNIAL",181.896
"A",1,20,1999,0,"Intact",9,"1. Control",0,0,18,"PERENNIAL",203.586
"A",1,20,2000,0,"Intact",9,"1. Control",0,0,19,"PERENNIAL",140.367
"A",1,20,2001,0,"Intact",9,"1. Control",0,0,20,"PERENNIAL",76.426
"A",1,20,2002,0,"Intact",9,"1. Control",0,0,21,"PERENNIAL",131.8
"A",1,20,2003,0,"Intact",9,"1. Control",0,0,22,"PERENNIAL",82.7
"A",1,20,2004,0,"Intact",9,"1. Control",0,0,23,"ANNUAL",4.2733
"A",1,20,2004,0,"Intact",9,"1. Control",0,0,23,"PERENNIAL",71.8233
"A",1,33,1982,0,"Intact",9,"1. Control",0,0,1,"ANNUAL",21.29
"A",1,33,1982,0,"Intact",9,"1. Control",0,0,1,"BIENNIAL",23.023
"A",1,33,1982,0,"Intact",9,"1. Control",0,0,1,"PERENNIAL",127.9
"A",1,33,1983,0,"Intact",9,"1. Control",0,0,2,"ANNUAL",15.371
"A",1,33,1983,0,"Intact",9,"1. Control",0,0,2,"BIENNIAL",35.536
"A",1,33,1983,0,"Intact",9,"1. Control",0,0,2,"PERENNIAL",37.267
"A",1,33,1984,0,"Intact",9,"1. Control",0,0,3,"ANNUAL",3.759
"A",1,33,1984,0,"Intact",9,"1. Control",0,0,3,"BIENNIAL",25.047
"A",1,33,1984,0,"Intact",9,"1. Control",0,0,3,"PERENNIAL",59.37
"A",1,33,1985,0,"Intact",9,"1. Control",0,0,4,"ANNUAL",2.04
"A",1,33,1985,0,"Intact",9,"1. Control",0,0,4,"PERENNIAL",196.907
"A",1,33,1986,0,"Intact",9,"1. Control",0,0,5,"ANNUAL",24.766
"A",1,33,1986,0,"Intact",9,"1. Control",0,0,5,"BIENNIAL",7.733
"A",1,33,1986,0,"Intact",9,"1. Control",0,0,5,"PERENNIAL",53.034
"A",1,33,1987,0,"Intact",9,"1. Control",0,0,6,"ANNUAL",0.213
"A",1,33,1987,0,"Intact",9,"1. Control",0,0,6,"BIENNIAL",1.607
"A",1,33,1987,0,"Intact",9,"1. Control",0,0,6,"PERENNIAL",84.554
"A",1,33,1988,0,"Intact",9,"1. Control",0,0,7,"BIENNIAL",4.367
"A",1,33,1988,0,"Intact",9,"1. Control",0,0,7,"PERENNIAL",35.401
"A",1,33,1989,0,"Intact",9,"1. Control",0,0,8,"ANNUAL",0.167
"A",1,33,1989,0,"Intact",9,"1. Control",0,0,8,"BIENNIAL",4
"A",1,33,1989,0,"Intact",9,"1. Control",0,0,8,"PERENNIAL",122.166
"A",1,33,1990,0,"Intact",9,"1. Control",0,0,9,"ANNUAL",1.866
"A",1,33,1990,0,"Intact",9,"1. Control",0,0,9,"BIENNIAL",1.497
"A",1,33,1990,0,"Intact",9,"1. Control",0,0,9,"PERENNIAL",62.993
"A",1,33,1991,0,"Intact",9,"1. Control",0,0,10,"ANNUAL",1.906
"A",1,33,1991,0,"Intact",9,"1. Control",0,0,10,"BIENNIAL",16.8
"A",1,33,1991,0,"Intact",9,"1. Control",0,0,10,"PERENNIAL",144.266
"A",1,33,1992,0,"Intact",9,"1. Control",0,0,11,"ANNUAL",0.051
"A",1,33,1992,0,"Intact",9,"1. Control",0,0,11,"PERENNIAL",145.803
"A",1,33,1993,0,"Intact",9,"1. Control",0,0,12,"ANNUAL",0.1
"A",1,33,1993,0,"Intact",9,"1. Control",0,0,12,"BIENNIAL",24.2
"A",1,33,1993,0,"Intact",9,"1. Control",0,0,12,"PERENNIAL",134.4
"A",1,33,1994,0,"Intact",9,"1. Control",0,0,13,"BIENNIAL",3.222
"A",1,33,1994,0,"Intact",9,"1. Control",0,0,13,"PERENNIAL",105.105
"A",1,33,1995,0,"Intact",9,"1. Control",0,0,14,"ANNUAL",0.066
"A",1,33,1995,0,"Intact",9,"1. Control",0,0,14,"BIENNIAL",0.199
"A",1,33,1995,0,"Intact",9,"1. Control",0,0,14,"PERENNIAL",157.599
"A",1,33,1996,0,"Intact",9,"1. Control",0,0,15,"BIENNIAL",0.813
"A",1,33,1996,0,"Intact",9,"1. Control",0,0,15,"PERENNIAL",175.466
"A",1,33,1997,0,"Intact",9,"1. Control",0,0,16,"PERENNIAL",141.404
"A",1,33,1998,0,"Intact",9,"1. Control",0,0,17,"BIENNIAL",1.477
"A",1,33,1998,0,"Intact",9,"1. Control",0,0,17,"PERENNIAL",189
"A",1,33,1999,0,"Intact",9,"1. Control",0,0,18,"ANNUAL",0.027
"A",1,33,1999,0,"Intact",9,"1. Control",0,0,18,"PERENNIAL",218.59
"A",1,33,2000,0,"Intact",9,"1. Control",0,0,19,"ANNUAL",0.05
"A",1,33,2000,0,"Intact",9,"1. Control",0,0,19,"PERENNIAL",157.26
"A",1,33,2001,0,"Intact",9,"1. Control",0,0,20,"ANNUAL",0.294
"A",1,33,2001,0,"Intact",9,"1. Control",0,0,20,"BIENNIAL",1.517
"A",1,33,2001,0,"Intact",9,"1. Control",0,0,20,"PERENNIAL",128.6
"A",1,33,2002,0,"Intact",9,"1. Control",0,0,21,"BIENNIAL",1.717
"A",1,33,2002,0,"Intact",9,"1. Control",0,0,21,"PERENNIAL",104.167
"A",1,33,2003,0,"Intact",9,"1. Control",0,0,22,"PERENNIAL",83.667
"A",1,33,2004,0,"Intact",9,"1. Control",0,0,23,"ANNUAL",7.62
"A",1,33,2004,0,"Intact",9,"1. Control",0,0,23,"BIENNIAL",0.5667
"A",1,33,2004,0,"Intact",9,"1. Control",0,0,23,"PERENNIAL",90.407
"A",1,40,1982,0,"Intact",8,"2. NPK+",27.2,1,1,"ANNUAL",11.8
"A",1,40,1982,0,"Intact",8,"2. NPK+",27.2,1,1,"BIENNIAL",45.183
"A",1,40,1982,0,"Intact",8,"2. NPK+",27.2,1,1,"PERENNIAL",153.496
"A",1,40,1983,0,"Intact",8,"2. NPK+",27.2,1,2,"ANNUAL",37.5
"A",1,40,1983,0,"Intact",8,"2. NPK+",27.2,1,2,"BIENNIAL",63.667
"A",1,40,1983,0,"Intact",8,"2. NPK+",27.2,1,2,"PERENNIAL",378.29
"A",1,40,1984,0,"Intact",8,"2. NPK+",27.2,1,3,"ANNUAL",0.047
"A",1,40,1984,0,"Intact",8,"2. NPK+",27.2,1,3,"BIENNIAL",3.903
"A",1,40,1984,0,"Intact",8,"2. NPK+",27.2,1,3,"PERENNIAL",428.143
"A",1,40,1985,0,"Intact",8,"2. NPK+",27.2,1,4,"ANNUAL",0.68
"A",1,40,1985,0,"Intact",8,"2. NPK+",27.2,1,4,"PERENNIAL",229.343
"A",1,40,1986,0,"Intact",8,"2. NPK+",27.2,1,5,"PERENNIAL",232.083
"A",1,40,1987,0,"Intact",8,"2. NPK+",27.2,1,6,"PERENNIAL",217.57
"A",1,40,1988,0,"Intact",8,"2. NPK+",27.2,1,7,"PERENNIAL",16.767
"A",1,40,1989,0,"Intact",8,"2. NPK+",27.2,1,8,"PERENNIAL",385.5
"A",1,40,1990,0,"Intact",8,"2. NPK+",27.2,1,9,"PERENNIAL",108.2
"A",1,40,1991,0,"Intact",8,"2. NPK+",27.2,1,10,"ANNUAL",0.134
"A",1,40,1991,0,"Intact",8,"2. NPK+",27.2,1,10,"PERENNIAL",361.533
"A",1,40,1992,0,"Intact",8,"2. NPK+",27.2,1,11,"ANNUAL",0.133
"A",1,40,1992,0,"Intact",8,"2. NPK+",27.2,1,11,"PERENNIAL",275.23
"A",1,40,1993,0,"Intact",8,"2. NPK+",27.2,1,12,"ANNUAL",0.045
"A",1,40,1993,0,"Intact",8,"2. NPK+",27.2,1,12,"BIENNIAL",2.1
"A",1,40,1993,0,"Intact",8,"2. NPK+",27.2,1,12,"PERENNIAL",269.167
"A",1,40,1994,0,"Intact",8,"2. NPK+",27.2,1,13,"ANNUAL",0.153
"A",1,40,1994,0,"Intact",8,"2. NPK+",27.2,1,13,"PERENNIAL",105.603
"A",1,40,1995,0,"Intact",8,"2. NPK+",27.2,1,14,"BIENNIAL",25.733
"A",1,40,1995,0,"Intact",8,"2. NPK+",27.2,1,14,"PERENNIAL",366.33
"A",1,40,1995,0,"Intact",8,"2. NPK+",27.2,1,14,NA,0.4
"A",1,40,1996,0,"Intact",8,"2. NPK+",27.2,1,15,"BIENNIAL",0.01
"A",1,40,1996,0,"Intact",8,"2. NPK+",27.2,1,15,"PERENNIAL",187.333
"A",1,40,1997,0,"Intact",8,"2. NPK+",27.2,1,16,"ANNUAL",0.157
"A",1,40,1997,0,"Intact",8,"2. NPK+",27.2,1,16,"PERENNIAL",112.12
"A",1,40,1998,0,"Intact",8,"2. NPK+",27.2,1,17,"BIENNIAL",51.4
"A",1,40,1998,0,"Intact",8,"2. NPK+",27.2,1,17,"PERENNIAL",294.864
"A",1,40,1999,0,"Intact",8,"2. NPK+",27.2,1,18,"BIENNIAL",2.233
"A",1,40,1999,0,"Intact",8,"2. NPK+",27.2,1,18,"PERENNIAL",207.08
"A",1,40,2000,0,"Intact",8,"2. NPK+",27.2,1,19,"ANNUAL",0.243
"A",1,40,2000,0,"Intact",8,"2. NPK+",27.2,1,19,"BIENNIAL",1.067
"A",1,40,2000,0,"Intact",8,"2. NPK+",27.2,1,19,"PERENNIAL",302.233
"A",1,40,2001,0,"Intact",8,"2. NPK+",27.2,1,20,"ANNUAL",3.147
"A",1,40,2001,0,"Intact",8,"2. NPK+",27.2,1,20,"BIENNIAL",5.437
"A",1,40,2001,0,"Intact",8,"2. NPK+",27.2,1,20,"PERENNIAL",332.473
"A",1,40,2002,0,"Intact",8,"2. NPK+",27.2,1,21,"PERENNIAL",337.473
"A",1,40,2003,0,"Intact",8,"2. NPK+",27.2,1,22,"ANNUAL",0.7
"A",1,40,2003,0,"Intact",8,"2. NPK+",27.2,1,22,"PERENNIAL",94.367
"A",1,40,2004,0,"Intact",8,"2. NPK+",27.2,1,23,"ANNUAL",0.1333
"A",1,40,2004,0,"Intact",8,"2. NPK+",27.2,1,23,"PERENNIAL",502.27
"A",1,46,1982,0,"Intact",9,"1. Control",0,0,1,"ANNUAL",18.02
"A",1,46,1982,0,"Intact",9,"1. Control",0,0,1,"BIENNIAL",12.1
"A",1,46,1982,0,"Intact",9,"1. Control",0,0,1,"PERENNIAL",62.594
"A",1,46,1983,0,"Intact",9,"1. Control",0,0,2,"ANNUAL",2.821
"A",1,46,1983,0,"Intact",9,"1. Control",0,0,2,"BIENNIAL",10.033
"A",1,46,1983,0,"Intact",9,"1. Control",0,0,2,"PERENNIAL",74.967
"A",1,46,1984,0,"Intact",9,"1. Control",0,0,3,"ANNUAL",35.217
"A",1,46,1984,0,"Intact",9,"1. Control",0,0,3,"BIENNIAL",52.66
"A",1,46,1984,0,"Intact",9,"1. Control",0,0,3,"PERENNIAL",121.924
"A",1,46,1985,0,"Intact",9,"1. Control",0,0,4,"ANNUAL",3.579
"A",1,46,1985,0,"Intact",9,"1. Control",0,0,4,"BIENNIAL",0.53
"A",1,46,1985,0,"Intact",9,"1. Control",0,0,4,"PERENNIAL",125.953
"A",1,46,1986,0,"Intact",9,"1. Control",0,0,5,"ANNUAL",20.613
"A",1,46,1986,0,"Intact",9,"1. Control",0,0,5,"BIENNIAL",36.167
"A",1,46,1986,0,"Intact",9,"1. Control",0,0,5,"PERENNIAL",56.49
"A",1,46,1987,0,"Intact",9,"1. Control",0,0,6,"ANNUAL",0.733
"A",1,46,1987,0,"Intact",9,"1. Control",0,0,6,"BIENNIAL",0.633
"A",1,46,1987,0,"Intact",9,"1. Control",0,0,6,"PERENNIAL",90.266
"A",1,46,1988,0,"Intact",9,"1. Control",0,0,7,"ANNUAL",0.033
"A",1,46,1988,0,"Intact",9,"1. Control",0,0,7,"BIENNIAL",8.333
"A",1,46,1988,0,"Intact",9,"1. Control",0,0,7,"PERENNIAL",16.333
"A",1,46,1989,0,"Intact",9,"1. Control",0,0,8,"BIENNIAL",10.767
"A",1,46,1989,0,"Intact",9,"1. Control",0,0,8,"PERENNIAL",131.504
"A",1,46,1990,0,"Intact",9,"1. Control",0,0,9,"ANNUAL",3.31
"A",1,46,1990,0,"Intact",9,"1. Control",0,0,9,"BIENNIAL",0.963
"A",1,46,1990,0,"Intact",9,"1. Control",0,0,9,"PERENNIAL",51.476
"A",1,46,1991,0,"Intact",9,"1. Control",0,0,10,"ANNUAL",6.129
"A",1,46,1991,0,"Intact",9,"1. Control",0,0,10,"BIENNIAL",8.1
"A",1,46,1991,0,"Intact",9,"1. Control",0,0,10,"PERENNIAL",118.067
"A",1,46,1992,0,"Intact",9,"1. Control",0,0,11,"ANNUAL",6.3
"A",1,46,1992,0,"Intact",9,"1. Control",0,0,11,"BIENNIAL",0.866
"A",1,46,1992,0,"Intact",9,"1. Control",0,0,11,"PERENNIAL",78.534
"A",1,46,1993,0,"Intact",9,"1. Control",0,0,12,"ANNUAL",1.628
"A",1,46,1993,0,"Intact",9,"1. Control",0,0,12,"BIENNIAL",22.437
"A",1,46,1993,0,"Intact",9,"1. Control",0,0,12,"PERENNIAL",134.367
"A",1,46,1994,0,"Intact",9,"1. Control",0,0,13,"ANNUAL",0.599
"A",1,46,1994,0,"Intact",9,"1. Control",0,0,13,"BIENNIAL",0.333
"A",1,46,1994,0,"Intact",9,"1. Control",0,0,13,"PERENNIAL",99.334
"A",1,46,1995,0,"Intact",9,"1. Control",0,0,14,"ANNUAL",0.333
"A",1,46,1995,0,"Intact",9,"1. Control",0,0,14,"BIENNIAL",0.133
"A",1,46,1995,0,"Intact",9,"1. Control",0,0,14,"PERENNIAL",164.87
"A",1,46,1996,0,"Intact",9,"1. Control",0,0,15,"ANNUAL",0.09
"A",1,46,1996,0,"Intact",9,"1. Control",0,0,15,"BIENNIAL",1.317
"A",1,46,1996,0,"Intact",9,"1. Control",0,0,15,"PERENNIAL",201.555
"A",1,46,1997,0,"Intact",9,"1. Control",0,0,16,"PERENNIAL",100.533
"A",1,46,1998,0,"Intact",9,"1. Control",0,0,17,"BIENNIAL",0.1
"A",1,46,1998,0,"Intact",9,"1. Control",0,0,17,"PERENNIAL",115.667
"A",1,46,1999,0,"Intact",9,"1. Control",0,0,18,"BIENNIAL",4.95
"A",1,46,1999,0,"Intact",9,"1. Control",0,0,18,"PERENNIAL",173.396
"A",1,46,2000,0,"Intact",9,"1. Control",0,0,19,"ANNUAL",0.1
"A",1,46,2000,0,"Intact",9,"1. Control",0,0,19,"BIENNIAL",0.3
"A",1,46,2000,0,"Intact",9,"1. Control",0,0,19,"PERENNIAL",175.434
"A",1,46,2001,0,"Intact",9,"1. Control",0,0,20,"ANNUAL",0.007
"A",1,46,2001,0,"Intact",9,"1. Control",0,0,20,"PERENNIAL",140.87
"A",1,46,2002,0,"Intact",9,"1. Control",0,0,21,"BIENNIAL",0.6
"A",1,46,2002,0,"Intact",9,"1. Control",0,0,21,"PERENNIAL",90.1
"A",1,46,2003,0,"Intact",9,"1. Control",0,0,22,"ANNUAL",0.3
"A",1,46,2003,0,"Intact",9,"1. Control",0,0,22,"BIENNIAL",1
"A",1,46,2003,0,"Intact",9,"1. Control",0,0,22,"PERENNIAL",92.867
"A",1,46,2004,0,"Intact",9,"1. Control",0,0,23,"ANNUAL",2.47
"A",1,46,2004,0,"Intact",9,"1. Control",0,0,23,"PERENNIAL",124.05
"A",1,47,1982,0,"Intact",9,"1. Control",0,0,1,"ANNUAL",14.263
"A",1,47,1982,0,"Intact",9,"1. Control",0,0,1,"BIENNIAL",4.667
"A",1,47,1982,0,"Intact",9,"1. Control",0,0,1,"PERENNIAL",37.2
"A",1,47,1983,0,"Intact",9,"1. Control",0,0,2,"ANNUAL",2.103
"A",1,47,1983,0,"Intact",9,"1. Control",0,0,2,"BIENNIAL",5.3
"A",1,47,1983,0,"Intact",9,"1. Control",0,0,2,"PERENNIAL",125.967
"A",1,47,1984,0,"Intact",9,"1. Control",0,0,3,"ANNUAL",2.381
"A",1,47,1984,0,"Intact",9,"1. Control",0,0,3,"BIENNIAL",15.973
"A",1,47,1984,0,"Intact",9,"1. Control",0,0,3,"PERENNIAL",186.65
"A",1,47,1985,0,"Intact",9,"1. Control",0,0,4,"ANNUAL",4.639
"A",1,47,1985,0,"Intact",9,"1. Control",0,0,4,"BIENNIAL",0.067
"A",1,47,1985,0,"Intact",9,"1. Control",0,0,4,"PERENNIAL",151.989
"A",1,47,1986,0,"Intact",9,"1. Control",0,0,5,"ANNUAL",5.049
"A",1,47,1986,0,"Intact",9,"1. Control",0,0,5,"BIENNIAL",14.8
"A",1,47,1986,0,"Intact",9,"1. Control",0,0,5,"PERENNIAL",85.667
"A",1,47,1987,0,"Intact",9,"1. Control",0,0,6,"ANNUAL",0.266
"A",1,47,1987,0,"Intact",9,"1. Control",0,0,6,"BIENNIAL",1.2
"A",1,47,1987,0,"Intact",9,"1. Control",0,0,6,"PERENNIAL",76.666
"A",1,47,1988,0,"Intact",9,"1. Control",0,0,7,"BIENNIAL",7.066
"A",1,47,1988,0,"Intact",9,"1. Control",0,0,7,"PERENNIAL",20.867
"A",1,47,1989,0,"Intact",9,"1. Control",0,0,8,"ANNUAL",0.5
"A",1,47,1989,0,"Intact",9,"1. Control",0,0,8,"BIENNIAL",1.033
"A",1,47,1989,0,"Intact",9,"1. Control",0,0,8,"PERENNIAL",132.134
"A",1,47,1990,0,"Intact",9,"1. Control",0,0,9,"ANNUAL",1.443
"A",1,47,1990,0,"Intact",9,"1. Control",0,0,9,"BIENNIAL",2.553
"A",1,47,1990,0,"Intact",9,"1. Control",0,0,9,"PERENNIAL",72.666
"A",1,47,1991,0,"Intact",9,"1. Control",0,0,10,"BIENNIAL",0.434
"A",1,47,1991,0,"Intact",9,"1. Control",0,0,10,"PERENNIAL",227.937
"A",1,47,1992,0,"Intact",9,"1. Control",0,0,11,"ANNUAL",0.233
"A",1,47,1992,0,"Intact",9,"1. Control",0,0,11,"BIENNIAL",0.067
"A",1,47,1992,0,"Intact",9,"1. Control",0,0,11,"PERENNIAL",149.067
"A",1,47,1993,0,"Intact",9,"1. Control",0,0,12,"ANNUAL",0.167
"A",1,47,1993,0,"Intact",9,"1. Control",0,0,12,"BIENNIAL",0.144
"A",1,47,1993,0,"Intact",9,"1. Control",0,0,12,"PERENNIAL",159.663
"A",1,47,1994,0,"Intact",9,"1. Control",0,0,13,"BIENNIAL",0.007
"A",1,47,1994,0,"Intact",9,"1. Control",0,0,13,"PERENNIAL",88.467
"A",1,47,1995,0,"Intact",9,"1. Control",0,0,14,"ANNUAL",0.1
"A",1,47,1995,0,"Intact",9,"1. Control",0,0,14,"BIENNIAL",0.033
"A",1,47,1995,0,"Intact",9,"1. Control",0,0,14,"PERENNIAL",233.327
"A",1,47,1996,0,"Intact",9,"1. Control",0,0,15,"PERENNIAL",158.02
"A",1,47,1997,0,"Intact",9,"1. Control",0,0,16,"PERENNIAL",142.366
"A",1,47,1998,0,"Intact",9,"1. Control",0,0,17,"PERENNIAL",152.1
"A",1,47,1999,0,"Intact",9,"1. Control",0,0,18,"PERENNIAL",120.75
"A",1,47,2000,0,"Intact",9,"1. Control",0,0,19,"ANNUAL",0.067
"A",1,47,2000,0,"Intact",9,"1. Control",0,0,19,"BIENNIAL",0.023
"A",1,47,2000,0,"Intact",9,"1. Control",0,0,19,"PERENNIAL",231.964
"A",1,47,2001,0,"Intact",9,"1. Control",0,0,20,"ANNUAL",0.09
"A",1,47,2001,0,"Intact",9,"1. Control",0,0,20,"BIENNIAL",0.003
"A",1,47,2001,0,"Intact",9,"1. Control",0,0,20,"PERENNIAL",146.507
"A",1,47,2002,0,"Intact",9,"1. Control",0,0,21,"PERENNIAL",146.743
"A",1,47,2003,0,"Intact",9,"1. Control",0,0,22,"PERENNIAL",58.267
"A",1,47,2004,0,"Intact",9,"1. Control",0,0,23,"ANNUAL",2.76
"A",1,47,2004,0,"Intact",9,"1. Control",0,0,23,"PERENNIAL",119.4137
"A",1,52,1982,0,"Intact",8,"2. NPK+",27.2,1,1,"ANNUAL",3.527
"A",1,52,1982,0,"Intact",8,"2. NPK+",27.2,1,1,"BIENNIAL",148.87
"A",1,52,1982,0,"Intact",8,"2. NPK+",27.2,1,1,"PERENNIAL",47.55
"A",1,52,1983,0,"Intact",8,"2. NPK+",27.2,1,2,"ANNUAL",4.267
"A",1,52,1983,0,"Intact",8,"2. NPK+",27.2,1,2,"BIENNIAL",5.933
"A",1,52,1983,0,"Intact",8,"2. NPK+",27.2,1,2,"PERENNIAL",408.9
"A",1,52,1984,0,"Intact",8,"2. NPK+",27.2,1,3,"ANNUAL",0.18
"A",1,52,1984,0,"Intact",8,"2. NPK+",27.2,1,3,"BIENNIAL",26.317
"A",1,52,1984,0,"Intact",8,"2. NPK+",27.2,1,3,"PERENNIAL",710.27
"A",1,52,1985,0,"Intact",8,"2. NPK+",27.2,1,4,"ANNUAL",2.633
"A",1,52,1985,0,"Intact",8,"2. NPK+",27.2,1,4,"BIENNIAL",0.153
"A",1,52,1985,0,"Intact",8,"2. NPK+",27.2,1,4,"PERENNIAL",275.37
"A",1,52,1986,0,"Intact",8,"2. NPK+",27.2,1,5,"PERENNIAL",244
"A",1,52,1987,0,"Intact",8,"2. NPK+",27.2,1,6,"PERENNIAL",216.203
"A",1,52,1988,0,"Intact",8,"2. NPK+",27.2,1,7,"PERENNIAL",38.333
"A",1,52,1989,0,"Intact",8,"2. NPK+",27.2,1,8,"PERENNIAL",364.003
"A",1,52,1990,0,"Intact",8,"2. NPK+",27.2,1,9,"PERENNIAL",199.47
"A",1,52,1991,0,"Intact",8,"2. NPK+",27.2,1,10,"ANNUAL",0.1
"A",1,52,1991,0,"Intact",8,"2. NPK+",27.2,1,10,"PERENNIAL",204.27
"A",1,52,1992,0,"Intact",8,"2. NPK+",27.2,1,11,"ANNUAL",148.066
"A",1,52,1992,0,"Intact",8,"2. NPK+",27.2,1,11,"BIENNIAL",4.067
"A",1,52,1992,0,"Intact",8,"2. NPK+",27.2,1,11,"PERENNIAL",114.73
"A",1,52,1993,0,"Intact",8,"2. NPK+",27.2,1,12,"ANNUAL",20.233
"A",1,52,1993,0,"Intact",8,"2. NPK+",27.2,1,12,"BIENNIAL",8.233
"A",1,52,1993,0,"Intact",8,"2. NPK+",27.2,1,12,"PERENNIAL",255.544
"A",1,52,1994,0,"Intact",8,"2. NPK+",27.2,1,13,"ANNUAL",0.155
"A",1,52,1994,0,"Intact",8,"2. NPK+",27.2,1,13,"BIENNIAL",217.73
"A",1,52,1994,0,"Intact",8,"2. NPK+",27.2,1,13,"PERENNIAL",58.567
"A",1,52,1995,0,"Intact",8,"2. NPK+",27.2,1,14,"ANNUAL",4.366
"A",1,52,1995,0,"Intact",8,"2. NPK+",27.2,1,14,"BIENNIAL",34.667
"A",1,52,1995,0,"Intact",8,"2. NPK+",27.2,1,14,"PERENNIAL",199.663
"A",1,52,1996,0,"Intact",8,"2. NPK+",27.2,1,15,"BIENNIAL",0.33
"A",1,52,1996,0,"Intact",8,"2. NPK+",27.2,1,15,"PERENNIAL",188.503
"A",1,52,1997,0,"Intact",8,"2. NPK+",27.2,1,16,"ANNUAL",1.334
"A",1,52,1997,0,"Intact",8,"2. NPK+",27.2,1,16,"PERENNIAL",86.834
"A",1,52,1998,0,"Intact",8,"2. NPK+",27.2,1,17,"ANNUAL",0.02
"A",1,52,1998,0,"Intact",8,"2. NPK+",27.2,1,17,"BIENNIAL",805.5
"A",1,52,1998,0,"Intact",8,"2. NPK+",27.2,1,17,"PERENNIAL",221.01
"A",1,52,1999,0,"Intact",8,"2. NPK+",27.2,1,18,"ANNUAL",20.58
"A",1,52,1999,0,"Intact",8,"2. NPK+",27.2,1,18,"BIENNIAL",4.413
"A",1,52,1999,0,"Intact",8,"2. NPK+",27.2,1,18,"PERENNIAL",418.71
"A",1,52,2000,0,"Intact",8,"2. NPK+",27.2,1,19,"PERENNIAL",159.23
"A",1,52,2001,0,"Intact",8,"2. NPK+",27.2,1,20,"ANNUAL",41.981
"A",1,52,2001,0,"Intact",8,"2. NPK+",27.2,1,20,"BIENNIAL",13.733
"A",1,52,2001,0,"Intact",8,"2. NPK+",27.2,1,20,"PERENNIAL",192.97
"A",1,52,2002,0,"Intact",8,"2. NPK+",27.2,1,21,"ANNUAL",8.204
"A",1,52,2002,0,"Intact",8,"2. NPK+",27.2,1,21,"BIENNIAL",1.767
"A",1,52,2002,0,"Intact",8,"2. NPK+",27.2,1,21,"PERENNIAL",271.77
"A",1,52,2003,0,"Intact",8,"2. NPK+",27.2,1,22,"ANNUAL",0.4
"A",1,52,2003,0,"Intact",8,"2. NPK+",27.2,1,22,"PERENNIAL",45.166
"A",1,52,2004,0,"Intact",8,"2. NPK+",27.2,1,23,"ANNUAL",2.2166
"A",1,52,2004,0,"Intact",8,"2. NPK+",27.2,1,23,"BIENNIAL",1.0633
"A",1,52,2004,0,"Intact",8,"2. NPK+",27.2,1,23,"PERENNIAL",260.7
"A",2,2,1982,1,"Disturbed",9,"1. Control",0,0,1,"ANNUAL",15.046
"A",2,2,1982,1,"Disturbed",9,"1. Control",0,0,1,"BIENNIAL",37.9
"A",2,2,1982,1,"Disturbed",9,"1. Control",0,0,1,"PERENNIAL",118.2
"A",2,2,1983,1,"Disturbed",9,"1. Control",0,0,2,"ANNUAL",41.22
"A",2,2,1983,1,"Disturbed",9,"1. Control",0,0,2,"BIENNIAL",3.56
"A",2,2,1983,1,"Disturbed",9,"1. Control",0,0,2,"PERENNIAL",104.9
"A",2,2,1984,1,"Disturbed",9,"1. Control",0,0,3,"ANNUAL",16.817
"A",2,2,1984,1,"Disturbed",9,"1. Control",0,0,3,"BIENNIAL",13.503
"A",2,2,1984,1,"Disturbed",9,"1. Control",0,0,3,"PERENNIAL",230.75
"A",2,2,1985,1,"Disturbed",9,"1. Control",0,0,4,"ANNUAL",2.286
"A",2,2,1985,1,"Disturbed",9,"1. Control",0,0,4,"BIENNIAL",1.61
"A",2,2,1985,1,"Disturbed",9,"1. Control",0,0,4,"PERENNIAL",121.9
"A",2,2,1986,1,"Disturbed",9,"1. Control",0,0,5,"ANNUAL",4.767
"A",2,2,1986,1,"Disturbed",9,"1. Control",0,0,5,"BIENNIAL",1.233
"A",2,2,1986,1,"Disturbed",9,"1. Control",0,0,5,"PERENNIAL",81.7
"A",2,2,1987,1,"Disturbed",9,"1. Control",0,0,6,"ANNUAL",19.494
"A",2,2,1987,1,"Disturbed",9,"1. Control",0,0,6,"BIENNIAL",15.42
"A",2,2,1987,1,"Disturbed",9,"1. Control",0,0,6,"PERENNIAL",82.32
"A",2,2,1988,1,"Disturbed",9,"1. Control",0,0,7,"BIENNIAL",56.667
"A",2,2,1988,1,"Disturbed",9,"1. Control",0,0,7,"PERENNIAL",73.867
"A",2,2,1989,1,"Disturbed",9,"1. Control",0,0,8,"ANNUAL",0.867
